,hc,ec,dc,bc,cc,lc,ic,cfcc,acfbc
dolichol_U_r,1502.7000000000444,0.00033861050736467055,0.0007958615200955034,1.2356361273225623e-05,0.2842117168061525,1.3002343590004172e-05,0.0003604790984001297,0.0003604790984001297,0.0010541354766566116
dolp_L_c,1899.0833333331939,0.007692208498019134,0.002785515320334262,0.0003081705502006253,0.3562265220781062,0.00036121345681376486,0.0005438439988543354,0.0005438439988543354,0.0037653795943969883
dolp_U_c,1898.4999999998608,0.0076921294438174566,0.002785515320334262,0.00030199249912767187,0.35612555799617374,0.00035177223820879094,0.0005437855818606781,0.0005437855818606781,0.002965642429394892
dolmanp_L_c,1453.3000000000338,0.000676371323237334,0.0007958615200955034,1.8091574449973724e-05,0.27971950133570794,2.0782401544283896e-05,0.00035876039733818147,0.00035876039733818147,0.001980997124918344
dolmanp_U_c,1452.7166666667003,0.0006762924314002981,0.0007958615200955034,1.6939526177932878e-05,0.27965724460271535,1.9573691967149826e-05,0.00035834987869993296,0.00035834987869993296,0.0011742670822345357
m8mpdol_L_r,1480.8166666667057,0.00013289001473424313,0.001193792280143255,1.768581155767786e-07,0.27804824076123036,1.781779522601873e-07,0.0004075969388353046,0.0004075969388353046,0.0017090686179181247
g1m8mpdol_L_r,1480.1500000000387,0.00013062043215041538,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.00037679089790848666,0.00037679089790848666,0.0009807800012955545
m8mpdol_U_r,1480.8166666667057,0.0001327298355438817,0.001193792280143255,1.768581155767786e-07,0.27804824076123036,1.781779522601873e-07,0.000406795058677355,0.000406795058677355,0.0005317167999735405
g1m8mpdol_U_r,1480.1500000000387,0.00013053807193571623,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.0003763259112962753,0.0003763259112962753,0.0003615353124919127
g2m8mpdol_L_r,1480.1500000000387,0.00013069869847043468,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.0003782664159499513,0.0003782664159499513,0.0009179360355045503
g2m8mpdol_U_r,1480.1500000000387,0.00013061740839311406,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.0003778396916112418,0.0003778396916112418,0.00037364289657847844
m4mpdol_L_r,1481.9000000000392,0.0001355168931316107,0.0009948269001193793,4.6985707411305375e-05,0.27827916505176903,5.190098597917909e-05,0.00038049906870120127,0.00038049906870120127,0.01030608349783335
m5mpdol_L_r,1480.4000000000387,0.00012943819955437972,0.0009948269001193793,4.751412060271662e-08,0.27804824076123036,5.27934673363518e-08,0.0003795259007079959,0.0003795259007079959,0.0002131827640609387
m4mpdol_U_r,1481.9000000000392,0.0001353589632399772,0.0009948269001193793,4.692754952438481e-05,0.27827916505176903,5.184995229408728e-05,0.00037973667106360284,0.00037973667106360284,0.000987004922141932
m5mpdol_U_r,1480.4000000000387,0.00012927812855683247,0.0009948269001193793,4.751412060271662e-08,0.27804824076123036,5.27934673363518e-08,0.0003785396592820231,0.0003785396592820231,0.00044564331259060565
m6mpdol_L_r,1480.1500000000387,0.00012935578742825343,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.00037903049898804645,0.00037903049898804645,0.009744908954779686
m6mpdol_U_r,1480.1500000000387,0.0001291956871908931,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.0003780093400906294,0.0003780093400906294,0.00036617070262980094
m7mpdol_L_r,1480.1500000000387,0.00012940232705129146,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.00038049536023321523,0.00038049536023321523,0.002299935699518778
m7mpdol_U_r,1480.1500000000387,0.00012924222534187502,0.0009948269001193793,1.9797550251131927e-08,0.2780174798097135,1.9797550251131927e-08,0.00037952250746359196,0.00037952250746359196,0.00037938608112263905
2c23dh56dhoxin_c,1942.5666666664965,0.01255710334310573,0.001392757660167131,1.2862408405583891e-07,0.36576668364747833,1.4205712773336732e-07,0.00045874375111631694,0.00045874375111631694,0.0003611039555493704
dopaqn_c,1959.066666666487,0.01259645363802955,0.0019896538002387586,0.0001744562677208761,0.36850208959601144,0.00019841727948999733,0.0004968172897264539,0.0004968172897264539,0.0004382876125025129
dopasf_c,1870.3499999998792,0.005817859730416938,0.0009948269001193793,0.00039793076004775174,0.35083065754572107,0.0003979307600477514,0.00036723076539682027,0.00036723076539682027,0.000608741760396503
dopasf_e,1347.576190476213,7.952871344827745e-05,0.00019896538002387584,0.0,0.25972817942225207,0.0,0.00012906417610699088,0.00012906417610699088,0.0
dopa_e,1968.9666666664828,0.024311022497157064,0.003581376840429765,2.850147684930439e-06,0.3693687072830161,2.1711419386034853e-06,0.000580399948526806,0.000580399948526806,0.0010764569132230286
orn_D_x,1406.923809523844,0.00034355254188445046,0.0009948269001193793,0.0,0.26447063776047147,0.0,0.0003945754999896661,0.0003945754999896661,5.116564695887308e-05
5a2opntn_x,1406.923809523844,0.00034355254188445046,0.0009948269001193793,0.0,0.26447063776047147,0.0,0.0003945754999896659,0.0003945754999896659,5.116564695887347e-05
dpcoa_c,1966.4666666664812,0.017973179531642253,0.0017906884202148826,0.0002620482577353628,0.3704031247696956,0.0002337750763692855,0.0004951391901834729,0.0004951391901834729,0.0009140554447188794
dpcoa_l,1474.7166666667033,0.00042762038505780013,0.0007958615200955034,5.384744885829702e-06,0.2796883695047301,6.130107889021225e-06,0.00035583823903105,0.00035583823903105,0.0005273718700262013
23dpg_c,1933.5499999998356,0.01149166807904083,0.0009948269001193793,0.0,0.36399188876013905,0.0,0.0004022115464920151,0.0004022115464920151,0.0001976532916645874
5dpmev_x,1457.783333333371,0.0005118116477969578,0.001392757660167131,2.2896135134772845e-07,0.2750205198358413,8.907569396410505e-07,0.0004440023007222115,0.0004440023007222115,0.0004442683871129005
pi_x,1696.8666666666484,0.003700130649502221,0.002586549940310386,9.705232578738611e-05,0.3186457871045457,0.00014719539291447166,0.0005356302165840595,0.0005356302165840595,0.0027921209586695473
frdp_c,1882.4333333332056,0.006906407126513131,0.0021886191802626344,0.00024474834504015545,0.3526522593320236,0.00024349134612931342,0.0004977282971054696,0.0004977282971054696,0.001562838834499558
pro_D_x,1264.6261904762714,0.0001647905742518259,0.0005968961400716276,0.0,0.2390601217656012,0.0,0.00029702072316280096,0.00029702072316280096,7.484890613877088e-06
1p2cbxl_x,1264.6261904762714,0.0001647905742518259,0.0005968961400716276,0.0,0.2390601217656012,0.0,0.0002970207231628009,0.0002970207231628009,7.48489061387709e-06
2dr5p_c,1883.1833333332045,0.01053995267326952,0.001392757660167131,9.113402875087571e-07,0.3530734106076572,1.0499625953262528e-06,0.0004555753642320727,0.0004555753642320727,0.00028902960310195564
drib_e,1385.3333333333537,0.00022210921606689868,0.00019896538002387584,0.0,0.2675396571915256,0.0,0.00013874459454838052,0.00013874459454838052,2.8269910248866547e-07
g3p_c,1898.599999999863,0.01664828112321955,0.003581376840429765,6.056321448405343e-05,0.355144149236857,5.685033154826837e-05,0.00057432567391094,0.00057432567391094,0.0009753495809611697
dtdp_n,1448.7833333333658,0.0017900558661401974,0.0015917230401910067,1.7308654409597127e-05,0.27635123989662946,3.498438480195347e-05,0.0004680021614890266,0.0004680021614890266,0.002600163261985646
dtmp_c,1944.4666666664964,0.017292132380727968,0.0021886191802626344,7.053198990635629e-05,0.3655272727272727,6.958610015084551e-05,0.0005223398686262367,0.0005223398686262367,0.0006913008272725422
dudp_n,1432.0333333333597,0.00045494513461818325,0.0007958615200955034,1.1114998045310127e-05,0.2753067484662577,1.6312155263247313e-05,0.0003575939129578178,0.0003575939129578178,0.0013770377616780047
dump_n,1425.716666666694,0.000415753497717893,0.0009948269001193793,1.2527388765937527e-05,0.2724709964219885,1.8288284572143853e-05,0.0003921187016889881,0.0003921187016889881,0.0013162615975390566
thym_c,1888.4333333332015,0.012794608498236396,0.0021886191802626344,0.0004964714098514683,0.3538190777895107,0.0004988023720325172,0.000508081011126574,0.000508081011126574,0.0006890624367875078
duri_m,1586.4500000000664,0.002309032384464937,0.0015917230401910067,3.6748179239349365e-07,0.29427952456232803,3.893820121742554e-07,0.00047810840532549255,0.00047810840532549255,0.0005342515079075848
dump_m,1592.416666666731,0.002966713193694844,0.00238758456028651,2.0824378698531405e-05,0.29523026315789475,1.9206172314590384e-05,0.0005319890415589043,0.0005319890415589043,0.001184001913087444
duri_e,1496.0666666667087,0.0027281896948713135,0.0005968961400716276,0.0,0.2863817663817664,0.0,0.0003165566328455311,0.0003165566328455311,0.00013237409435330259
dutp_n,1360.2333333333681,0.00028297582787203235,0.0019896538002387586,1.382917617118913e-05,0.25737402703809914,1.774874935380077e-05,0.00047816452881956615,0.00047816452881956615,0.001072942218275226
eaflatoxin_e,1385.7833333333524,0.0001814643452504693,0.00019896538002387584,0.0,0.26776771443793285,0.0,0.00013648417202649047,0.00013648417202649047,0.0
eaflatoxin_c,1941.9833333331635,0.013282676801110192,0.001392757660167131,0.0003979307600477514,0.36566024008730447,0.00039793076004775163,0.0004344318676853457,0.0004344318676853457,0.00024207642808842693
ebastineoh_e,935.0535714284565,6.473096406146708e-08,0.00019896538002387584,0.0,0.1819564115560061,0.0,8.078747838462602e-05,8.078747838462602e-05,0.0
ebastineoh_c,1156.2523809525023,4.7399119923920674e-06,0.0003979307600477517,0.00039793076004775136,0.22241890516440235,0.0003979307600477514,0.0001359960290961527,0.0001359960290961527,0.0
ebastineoh_r,1523.2333333333768,0.00034524583796438293,0.001392757660167131,0.0007957031396934937,0.2859906680323205,0.0007957031396934938,0.0004291558396391475,0.0004291558396391475,0.00031582839823249026
ebastine_e,935.0535714284565,6.473096406146708e-08,0.00019896538002387584,0.0,0.1819564115560061,0.0,8.078747838462605e-05,8.078747838462605e-05,0.0
ebastine_c,1156.2523809525023,4.7399119923920674e-06,0.0003979307600477517,0.00039793076004775136,0.22241890516440235,0.0003979307600477514,0.0001359960290961527,0.0001359960290961527,0.0
ebastine_r,1523.2333333333768,0.00034524583796438293,0.001392757660167131,0.0007957031396934937,0.2859906680323205,0.0007957031396934938,0.0004291558396391475,0.0004291558396391475,0.0003158283982324884
ecgon_r,1515.4500000000426,0.0002314833713632984,0.0009948269001193793,1.7803403402942372e-06,0.284775341379115,2.957947555939915e-06,0.00038268057626661086,0.00038268057626661086,0.0004913835182025088
pecgon_r,1507.2666666667074,0.000410730026612261,0.001392757660167131,1.7343074100226385e-06,0.2833944178178743,4.083216227984664e-06,0.0004477785952532458,0.0004477785952532458,0.0006095950391953543
3hbcoa_m,1571.716666666729,0.001640752475648523,0.001193792280143255,6.433645622598307e-08,0.2917005223447475,9.67406619635499e-08,0.00043283061155768035,0.00043283061155768035,0.00016187276252919078
3hbcoa_x,1484.6500000000383,0.0005298977325807082,0.001193792280143255,6.21016255405595e-06,0.2797506400979628,2.602983341767206e-05,0.00041591997393633783,0.00041591997393633783,6.165587834308772e-05
b2coa_x,1389.2904761905113,0.0001638873310709344,0.0003979307600477517,0.0,0.261879949979158,0.0,0.00023698471312694276,0.00023698471312694276,1.1578963431484148e-05
3hmbcoa_m,1572.0166666667292,0.001635672891634847,0.001193792280143255,7.080369697570228e-07,0.29175132060138154,2.5834320321758655e-06,0.00043142261117770213,0.00043142261117770213,0.00013902839964639443
meoh_r,1522.81666666671,0.00044484766981354757,0.0009948269001193793,4.23873974340138e-05,0.2861860835895684,3.859261093127559e-05,0.0003861079169551318,0.0003861079169551318,0.001256718853335706
e4hglu_c,1519.983333333391,0.0018161180328205107,0.0005968961400716276,0.0,0.2907891691738024,0.0,0.0002986900782711624,0.0002986900782711624,6.759941042097852e-05
4h2oglt_c,1519.983333333391,0.0018161180328205107,0.0005968961400716276,0.0,0.2907891691738024,0.0,0.00029869007827116256,0.00029869007827116256,6.759941042097852e-05
eicostetcrn_c,1592.8500000000233,0.002081142461871136,0.0007958615200955034,9.092677618341981e-05,0.3015358771298296,0.00010796378177119687,0.0003570511690154052,0.0003570511690154052,0.0005428075375472842
eicostetcrn_m,1326.6095238095843,0.00029326793818501546,0.0007958615200955034,7.337834266274483e-06,0.24660222756488887,7.2494999598149695e-06,0.00035384159953883473,0.00035384159953883473,0.0005358687538264763
eicostetcoa_m,1599.7666666667317,0.0025349140370792963,0.0021886191802626344,4.2671406107011414e-05,0.2958558982811396,4.828747047006089e-05,0.0005207260360910895,0.0005207260360910895,0.001029955503340877
eicostet_e,1255.4761904762497,9.673687722473148e-05,0.00019896538002387584,0.0,0.2417159621026307,0.0,0.0001336938653268072,0.0001336938653268072,2.4929603055674e-07
eicostet_c,1698.7999999999818,0.0070727749755718685,0.001193792280143255,0.00039793076004775174,0.31874682902080165,0.00039793076004775174,0.00040736934996369185,0.00040736934996369185,0.0002944147881899629
elaidcrn_c,1569.3000000000447,0.002046754801007455,0.0007958615200955034,9.067985939298213e-05,0.296414248643548,0.00010773742447039707,0.0003565274785432223,0.0003565274785432223,0.0005428804783038637
elaidcrn_m,1326.6095238095843,0.00029311833829056443,0.0007958615200955034,1.0929183825915039e-05,0.24660222756488887,1.3606748156987563e-05,0.00035384480414595915,0.00035384480414595915,0.0005446547401911878
od2coa_m,1600.0166666667317,0.0025584028885574286,0.0021886191802626344,4.326385120659969e-05,0.29589073354527257,4.975022321107151e-05,0.0005212981791128016,0.0005212981791128016,0.0010423806793748841
elaid_e,1940.4666666664982,0.016198498363841834,0.001193792280143255,0.0,0.36515547805870385,0.0,0.0004363922604440816,0.0004363922604440816,0.0002864244866520422
elaid_c,1968.9666666664798,0.020519953007086977,0.0019896538002387586,1.4169629795553343e-06,0.37075833579226913,1.8685922986243507e-06,0.0005119412985962874,0.0005119412985962874,0.0006371258503231221
s2l2n2m2m_c,1777.733333333278,0.004265671181633769,0.0005968961400716276,0.0,0.33190252922142244,0.0,0.00029909965498753534,0.00029909965498753534,0.0001340950762042217
s2l2n2m2mn_c,1779.066666666611,0.0045758345854189295,0.0009948269001193793,2.9828309045038773e-07,0.331990223924962,3.012527229880575e-07,0.00037340686517706807,0.00037340686517706807,0.00024990701458382634
n2m2nm_c,1777.733333333278,0.004261355188747946,0.0005968961400716276,0.0,0.33190252922142244,0.0,0.0002898828400866483,0.0002898828400866483,0.00010815890398380543
n2m2nmn_c,1777.733333333278,0.004261355188747946,0.0005968961400716276,0.0,0.33190252922142244,0.0,0.0002898828400866485,0.0002898828400866485,0.00010815890398380544
n2m2nm_l,1383.9571428571812,0.00012684736797055274,0.0009948269001193793,9.83364235177781e-07,0.25962084818430703,2.3817681371535723e-06,0.00037224212418908166,0.00037224212418908166,0.0006476507268849001
ksi_deg2_l,1383.6571428571813,0.0001280148340834369,0.0009948269001193793,4.7257009560494127e-07,0.25958062183658714,4.638283201693766e-07,0.0003775547927804165,0.0003775547927804165,0.0004245829360299415
ksi_deg3_l,1456.083333333369,0.00020582772476769644,0.0009948269001193793,3.7183440988324277e-06,0.2756993965990126,1.551054502181194e-05,0.0003832524987256233,0.0003832524987256233,0.00021591633805583238
s2l2n2m2m_l,1383.9071428571813,0.0001279965008323142,0.0009948269001193793,6.038938456041164e-07,0.2596074380165289,6.004314169021869e-07,0.0003792356819656462,0.0003792356819656462,0.0005001254161641441
s2l2n2m2mn_l,1456.083333333369,0.00020075092269894514,0.0009948269001193793,3.738468695213274e-06,0.2756993965990126,1.5498446518880687e-05,0.0003815115036059314,0.0003815115036059314,0.00020830729942166164
g1m8masn_g,1391.409523809556,6.656398953209211e-05,0.0007958615200955034,4.2525259914516115e-05,0.2664334181509754,4.280648931091032e-05,0.00033776244122028565,0.00033776244122028565,0.0015918118563125697
glc1man_g,1357.1190476190777,7.045986852199705e-05,0.0017906884202148826,1.1868262190467322e-06,0.2592726334794945,1.2059536324403793e-06,0.00043213049532578877,0.00043213049532578877,0.0011263206157951235
m7masnA_g,1365.1761904762154,7.583067401922926e-05,0.0021886191802626344,5.338773904978801e-06,0.2611044729596343,9.382004927853115e-06,0.0004534725477371401,0.0004534725477371401,0.0013888542070753381
g2m8masn_g,1391.159523809556,6.64010686827623e-05,0.0007958615200955034,5.116848972792012e-05,0.2664334181509754,5.246404197948238e-05,0.0003239433031825502,0.0003239433031825502,0.0017319408731805291
glc2man_g,1353.5357142857438,6.475316829300567e-05,0.0005968961400716276,0.0,0.2591389533384893,0.0,0.00028245588511961116,0.00028245588511961116,0.0004978237975786423
g3m8masn_g,1403.909523809561,6.815797144877738e-05,0.0007958615200955034,9.55725523435529e-05,0.2685833377865655,0.00010746685775614814,0.00032991435289522194,0.00032991435289522194,0.002039927865085068
glc3man_g,1360.126190476215,6.477717296570096e-05,0.0005968961400716276,0.0,0.26087407868784385,0.0,0.0002833155446718702,0.0002833155446718702,0.0005414758175903443
g1m7masnC_g,1390.742857142889,6.625654020074028e-05,0.0007958615200955034,5.166399293886762e-05,0.2663628173194128,5.353940969095476e-05,0.00033080865089950864,0.00033080865089950864,0.001510012822957213
m6masnC_g,1355.9523809524107,7.224212947661627e-05,0.001392757660167131,5.248984701159394e-07,0.2592458864187342,5.510318153231719e-07,0.00040395227032129173,0.00040395227032129173,0.0007523794616039968
g1m7masnB_g,1390.742857142889,6.62559977478108e-05,0.0007958615200955034,4.732835952515061e-05,0.2663628173194128,4.8454222249202976e-05,0.00033063248666670084,0.00033063248666670084,0.0015091605332728413
m6masnB2_g,1356.1190476190777,7.220275509062833e-05,0.001392757660167131,6.106878545375111e-07,0.25925925925925924,6.368211997447436e-07,0.0004025419562522511,0.0004025419562522511,0.0008442198530412099
g1m6masnB1_g,1390.742857142889,6.625580095263102e-05,0.0007958615200955034,5.173775462410776e-05,0.2663628173194128,5.3747189694542564e-05,0.0003305142400302563,0.0003305142400302563,0.0015072914268784796
m5masnB1_g,1356.1190476190777,7.24438765700129e-05,0.001392757660167131,5.641507558952399e-07,0.25925925925925924,6.347785953537537e-07,0.0004050794790211364,0.0004050794790211364,0.0008675029457449991
2pg_c,1938.5499999998328,0.014498701066491128,0.001392757660167131,4.192422406122054e-08,0.3647844389606619,4.709981096713529e-08,0.0004587869918414233,0.0004587869918414233,0.0003309626299072943
2ameph_c,1877.3499999998744,0.007070991950187387,0.0007958615200955034,0.0,0.3522321115705375,0.0,0.00035858608143881206,0.00035858608143881206,0.0002399061309667211
cmp2amep_c,1877.3499999998744,0.007070991950187387,0.0007958615200955034,0.0,0.3522321115705375,0.0,0.00035858608143881076,0.00035858608143881076,0.00023989934608820648
estradiolglc_e,1951.8833333331586,0.017345319442409177,0.0015917230401910067,4.3640210911107216e-07,0.36688809402146144,3.3703386336467704e-07,0.0004811103519923843,0.0004811103519923843,0.000422350584820146
estradiolglc_c,1955.0999999998228,0.01734891870494429,0.0017906884202148826,0.000337162690831331,0.36772022241732516,0.00034080198504943965,0.0004941703987418831,0.0004941703987418831,0.0011062295287323322
estradiolglc_r,1457.4166666667052,0.00026587131311323265,0.0007958615200955034,6.954812987165374e-06,0.27971950133570794,1.3729675281212836e-05,0.000358415377332991,0.000358415377332991,0.000920002171336328
estradiol_e,1388.6666666666847,0.0001872291654716703,0.00019896538002387584,0.0,0.2683968813414504,0.0,0.00014193009505551556,0.00014193009505551556,0.0
estradiol_c,1947.7499999998263,0.013702572879009658,0.0019896538002387586,0.0005451105730309921,0.36683453762499085,0.0005260230060517464,0.0004948726129927115,0.0004948726129927115,0.002879904726919918
estradiol_r,1541.4666666667115,0.0006404501689181126,0.0033824114604058893,9.435351004280996e-05,0.2883037916594964,8.874623537378452e-05,0.000561980263311412,0.000561980263311412,0.002431466346541088
estriolglc_c,1943.9333333331622,0.016141860583488626,0.001392757660167131,0.0004620839188191974,0.366033063870075,0.0005019430733353345,0.0004533262600702168,0.0004533262600702168,0.0009710973291760407
estriolglc_e,1940.766666666498,0.016138598719469294,0.001193792280143255,0.0,0.3652350846595451,0.0,0.0004350599742358522,0.0004350599742358522,0.00032391021876467836
estriolglc_r,1449.233333333369,0.0002408756441080318,0.0007958615200955034,0.00013009056166823308,0.27835622507753655,0.0001730387966660736,0.0003416795689832774,0.0003416795689832774,0.0008109546297386438
estriol_r,1197.2380952382032,2.326760830865212e-05,0.0007958615200955034,0.0003979307600477528,0.2281745130975621,0.00039793076004775174,0.0002973564045340849,0.0002973564045340849,0.00020279510541941655
estriol_c,959.4428571427677,3.1836907646642557e-07,0.00019896538002387584,0.0,0.18579032973532456,0.0,0.00011921838868305485,0.00011921838868305485,0.0
estroneglc_c,1943.849999999829,0.016141981202950517,0.001392757660167131,0.00033408191331834333,0.366006408389164,0.00033116655126881145,0.00045387850629828667,0.00045387850629828667,0.001035261279942222
estroneglc_e,1940.6333333331647,0.016138600378309012,0.001193792280143255,0.0,0.36518200973624937,0.0,0.00043507299332535757,0.00043507299332535757,0.000332512261349019
estroneglc_r,1452.2333333333697,0.00024970377299665447,0.0007958615200955034,4.802091979564363e-06,0.27872670807453415,5.205500863018636e-06,0.00035717682926633237,0.00035717682926633237,0.0008827180264989079
estrones_e,1522.7000000000464,0.006919705384953012,0.0021886191802626344,3.83081407210649e-07,0.2895328071893542,3.440985068678014e-07,0.0005240837538149838,0.0005240837538149838,0.00036845758780466035
estrones_c,1955.633333333158,0.016769778335867375,0.0033824114604058893,2.5506388352428492e-05,0.36683453762499085,2.9074650026581508e-05,0.0005736242515898275,0.0005736242515898275,0.002412243082316973
estrone_r,1543.6000000000454,0.0006664875817839096,0.003780342220453641,7.913653115165141e-05,0.2885355072047764,7.828546479876726e-05,0.0005721275382809254,0.0005721275382809254,0.002490005590525576
estrone_c,1951.8666666664913,0.015184948361312645,0.002785515320334262,0.00016212236000271574,0.36726342710997445,0.00014445342112574575,0.0005503691461854204,0.0005503691461854204,0.003387317668707507
etfox_m,1542.792857142922,0.00154253859507136,0.001193792280143255,0.0,0.28509841738045266,0.0,0.00043101929935625185,0.00043101929935625185,0.00042926770095041506
etfrd_m,1542.792857142922,0.00154253859507136,0.001193792280143255,0.0,0.28509841738045266,0.0,0.0004310192993562522,0.0004310192993562522,0.00042926770095041506
etha_c,1947.2666666664948,0.019376814383201674,0.0021886191802626344,1.3828511792295074e-05,0.366033063870075,2.2756180494789583e-05,0.000521726879650549,0.000521726879650549,0.0008591630900759611
ethamp_c,1951.766666666493,0.02118200376210255,0.003581376840429765,3.339921318636059e-05,0.3664333624963546,4.122823540350172e-05,0.0005746956724990167,0.0005746956724990167,0.001720725581460915
etoh_e,1387.4333333333527,0.00021185221695216728,0.00019896538002387584,0.0,0.26802474402730375,0.0,0.0001419689977838034,0.0001419689977838034,0.0
10fthf_e,1447.1333333333691,0.0006089584586666556,0.0005968961400716276,0.0,0.2752765910833607,0.0,0.00029934705906514773,0.00029934705906514773,0.00014996181637906032
10fthf5glu_e,1447.6333333333691,0.0006173031551205919,0.0007958615200955034,2.63967336681759e-08,0.27529166894889634,2.6396733668175898e-08,0.0003353979729837027,0.0003353979729837027,0.00014996181637906084
10fthf6glu_e,1447.6333333333691,0.0006173031551205919,0.0007958615200955034,2.63967336681759e-08,0.27529166894889634,2.6396733668175898e-08,0.00033539797298370286,0.00033539797298370286,0.00014996181637906073
10fthf7glu_e,1447.1333333333691,0.0006089584586666556,0.0005968961400716276,0.0,0.2752765910833607,0.0,0.00029934705906514757,0.00029934705906514757,0.0001499618163790602
11_cis_retfa_e,1490.9333333333745,0.0014544815248139704,0.0009948269001193793,4.791867754478036e-06,0.28185284881112604,5.055079838854104e-06,0.00039013293354891706,0.00039013293354891706,0.0003839077113731368
13_cis_retnglc_e,1352.7428571428788,7.556439415928526e-05,0.00019896538002387584,0.0,0.2607928601079286,0.0,0.00013265877422636977,0.00013265877422636977,7.255344877968523e-07
1glyc_hs_e,1489.7666666667076,0.0013262609536916412,0.0007958615200955034,0.0,0.28175804462383675,0.0,0.0003565307195973009,0.0003565307195973009,0.0003048098682511896
4hphac_e,1380.900000000019,0.00016582378687523853,0.00019896538002387584,0.0,0.26671619613670133,0.0,0.00013773072132617674,0.00013773072132617674,0.0
5dhf_e,1485.6333333333737,0.0015444728568277028,0.0009948269001193793,2.7435637847580735e-06,0.28079780993351583,5.588939558795363e-06,0.0003838437566642383,0.0003838437566642383,0.00027056963057654163
5thf_e,1447.6333333333691,0.000677701871311792,0.0007958615200955034,2.63967336681759e-08,0.27529166894889634,2.6396733668175898e-08,0.0003433103548697888,0.0003433103548697888,0.00022554182267649388
6dhf_e,1485.6333333333737,0.0015444728568277028,0.0009948269001193793,2.7435637847580735e-06,0.28079780993351583,5.588939558795363e-06,0.0003838437566642382,0.0003838437566642382,0.00027056963057654174
6thf_e,1447.6333333333691,0.0006181326458882404,0.0007958615200955034,2.63967336681759e-08,0.27529166894889634,2.6396733668175898e-08,0.0003362897359891872,0.0003362897359891872,0.00016923045566415393
7dhf_e,1447.1333333333691,0.0006216509330424716,0.0005968961400716276,0.0,0.2752765910833607,0.0,0.0003037549863502723,0.0003037549863502723,0.00017391405183857158
7thf_e,1447.1333333333691,0.0006089697741418961,0.0005968961400716276,0.0,0.2752765910833607,0.0,0.0002995023931881967,0.0002995023931881967,0.00015374481310517546
9_cis_retfa_e,1490.9333333333745,0.0014544815248139704,0.0009948269001193793,4.791867754478036e-06,0.28185284881112604,5.055079838854104e-06,0.00039013293354891695,0.00039013293354891695,0.0003839453778895929
adprbp_e,1484.6333333333737,0.001214259333651857,0.0007958615200955034,0.0,0.28073507233424566,0.0,0.00034520772499902424,0.00034520772499902424,0.00021875037500629937
cmp_e,1487.4000000000408,0.0016052171596149906,0.0015917230401910067,7.1215152167102325e-06,0.28095477667840574,8.583716117284533e-06,0.00045213644782948325,0.00045213644782948325,0.00043561541336921243
dhf_e,1447.1333333333691,0.0006216509330424716,0.0005968961400716276,0.0,0.2752765910833607,0.0,0.00030375498635027277,0.00030375498635027277,0.00017391405183857142
fe2_e,1905.8499999998585,0.00642643742690834,0.0015917230401910067,0.00011617734348339899,0.35635280771412364,0.00014042000803702673,0.0004674841945152826,0.0004674841945152826,0.0005456327191528565
fe3_e,1490.966666666707,0.0017407323375509577,0.001392757660167131,7.079314142038886e-06,0.2818686557119623,7.369386776182394e-06,0.0004420400586431252,0.0004420400586431252,0.0004379131933144913
fol_e,1963.7166666664853,0.01009127837302887,0.001392757660167131,0.0002264367923410967,0.36871836255593865,0.00022472360083821254,0.00044417481189533913,0.00044417481189533913,0.0005559633013665551
fru_e,1531.3500000000467,0.0032715269284729668,0.001193792280143255,2.0463060131522873e-05,0.2899503865235952,2.545636461727362e-05,0.000424853042021869,0.000424853042021869,0.0014027332482920453
fuc13galacglcgal14acglcgalgluside_hs_e,903.3682539681638,2.2694983511138525e-08,0.00019896538002387584,0.0,0.1762952050229752,0.0,7.764706936860806e-05,7.764706936860806e-05,0.0
fuc14galacglcgalgluside_hs_e,903.3682539681638,2.2655570122576027e-08,0.00019896538002387584,0.0,0.1762952050229752,0.0,7.75914414287324e-05,7.75914414287324e-05,0.0
fucacgalfucgalacglcgalgluside_hs_e,903.3682539681638,2.2575518377772646e-08,0.00019896538002387584,0.0,0.1762952050229752,0.0,7.746836322200634e-05,7.746836322200634e-05,0.0
fucacngal14acglcgalgluside_hs_e,903.3682539681638,2.260628869211746e-08,0.00019896538002387584,0.0,0.1762952050229752,0.0,7.750705333489991e-05,7.750705333489991e-05,0.0
fucacngalacglcgalgluside_hs_e,903.3682539681638,2.260138325590935e-08,0.00019896538002387584,0.0,0.1762952050229752,0.0,7.746920965056062e-05,7.746920965056062e-05,0.0
fucfuc12gal14acglcgalgluside_hs_e,903.3682539681638,2.2612042149719182e-08,0.00019896538002387584,0.0,0.1762952050229752,0.0,7.757150020711194e-05,7.757150020711194e-05,0.0
