ID,total.abs.centrality
APOCFm,1.3457482148433404
ARGDCm,1.1840572398275353
ARGLYSex,0.04501652877940767
ARGtiDF,0.020917560692857103
ARGtm,1.6683886654523061
ASNNm,0.28498500557273765
ASNt4,0.03916633766978924
ASNtm,0.018583381677313108
ASPGLUm,1.74437491595559
ASPTA,0.01677550402315196
ASPTAm,0.050671362194761545
ATPS4m,4.515278978220634
ATPtm,0.11643687028205904
BACCLm,1.2275385520091928
BALAVECSEC,0.25602662912257157
BALAtmr,0.01876557083024178
BAMPPALDOXm,1.424365713506189
BDHm,1.1576279207187592
BETALDHxm,1.4321001571943663
BHBt,0.1842433628347636
BHBtm,1.642526058456039
BTNDm,0.2883146520044417
BTNPLm,1.1128476962982343
BTNt2,0.16444996966457173
BTNt2m,1.663936670054114
BTNt4i,0.1644499696669948
C160CPT2,0.05718257407267459
C160CRNt,0.03331815933034679
C204CPT2,0.027464615735095507
C226CPT2,0.027464615735356506
C2M26DCOAHLm,0.2709092209398025
CATm,0.28717980121537917
CBLATm,1.1931954284676114
CDPDAGtm,0.0322257933958783
CDSm,1.156058955395624
CHSTEROLt3,0.08201662467105467
CITRtm,0.032076735021867364
CITtam,0.018084883628978417
CITtbm,0.27936121595448543
CK,0.07733309824809
CO2t,0.053785872999826186
CO2tm,0.04975045177729894
COQ3m,1.1051364073763281
COQ5m,1.0925574412742132
COQ6m,0.2908456948990561
COQ7m,1.355929201195742
COUCOAFm,0.12387984238265143
CPPPGO,0.2075484315761707
CRNt,0.07807447659947554
CRNtim,0.19119738204920814
CSNAT2m,0.026634482521133918
CSNATm,0.056932838915536556
CSm,1.5625632284536444
CYANSTm,1.5924707592483522
CYANt,0.0941566909876879
CYANtm,0.1983880853093126
CYOOm2,4.06399864339367
CYOR-u10m,3.431016298975712
CYSGLUexR,0.019886463718970075
CYSGLYex,0.01392410889025886
CYSGLYexR,0.01392410889025886
CYSO,0.17573287808297963
CYSTAm,0.03571825867612245
CYStec,0.012202824427889357
CYTK1m,0.0464373427306524
D-LACt2,0.18424336283546938
D-LACtm,1.6425260584708687
DDPGAm,0.01996201657276368
DECDPtm,0.1631336320639505
DGNSKm,1.3949329488366433
DGSNt,0.03594373658807349
DGSNtm,0.13796262301302667
DHDPBMTm,1.0942210881886083
DHFtm,0.08280342034084995
DMGDHm,0.4875416441678252
DMGtm,0.09669383508195097
DPGM,1.3357227240332636
DPGase,0.8657837711794454
DPHMBDCm,1.1846487399395105
DURIK1m,1.2190003645947742
DUTPDPm,1.3946389072163148
ECOAH12m,0.27073628471930694
ECOAH1m,0.2962387869563894
ECOAH9m,0.28331833159864594
EHGLAT2m,0.02105135645044169
EHGLATm,0.04432321097331341
ENO,1.2257724960388041
ETF,0.03229747664173104
ETFQO,0.04682619499638156
ETOHMO,0.1951647178153829
ETOHt,0.05289271306381043
FALDtm,0.09669383507601044
FBA,0.8036103287393029
FCLTm,1.1703141260322611
FE2t,0.04875268944860386
FE2tm,1.7545253541905652
FORt2m,0.08694686066188075
FPGS2m,1.3562084797867533
FPGS3m,1.383016208858576
FPGS4m,1.4005221625712474
FPGS5m,1.3380905142587705
FPGS6m,1.3830159191377407
FPGS7m,1.3403343981242248
FPGS8m,1.3561875023353853
FPGS9m,1.3830162085307642
FPGSm,1.3498873090420893
FTHFLm,0.176095841669229
FUMSO3tm,0.01729128552044224
FUMSO4tm,0.021210221709794204
FUMTSULtm,0.014749561083949349
FUMm,0.2890259055844034
FUMtm,0.07563732306304592
G3PD2m,1.0906230137299495
G5SDym,1.1901153133059612
G6PDH2r,0.28439045508578314
GAPD,1.3748940451137035
GCALDDm,1.4321001571956895
GCC2am,1.1801083833102868
GCC2bim,0.023544108758569757
GCC2cm,1.1561274320210397
GCCam,1.1801083833097872
GCCbim,0.023544108758571644
GCCcm,1.1561274320193722
GHMT2rm,0.3069008971025039
GHMT3m,1.0974012301041693
GLACOm,1.432100157196652
GLCt1r,0.0667048124892703
GLCt2r,0.31877435468704723
GLNS,0.20474178331522933
GLNtm,0.01652426986033146
GLU5Km,0.0917574530310197
GLUDxm,1.5009508421092488
GLUDym,1.4305493180249125
GLUNm,0.396363950552722
GLUTCOADHm,1.3275095132553318
GLUVESSEC,0.24908770437902278
GLUt2m,1.7165951199660034
GLUt6,0.1818419913750442
GLYATm,0.019919904146876898
GLYCLTDym,1.0905336901215401
GLYCt,0.09532088017107172
GLYCtm,0.20054805855391594
GLYKm,1.451314252042001
GLYOXm,1.3457482148349016
GLYt2r,0.16372401713229667
GLYtm,0.025747467733497044
GND,0.22491802372041003
GTHOm,1.1023435039129637
GTHPm,0.2961495172564292
H2CO3Dm,0.38600452765806076
H2O2t,0.06472581001952583
H2O2tm,0.021195673518329804
H2Ot,0.0918211779350052
H2Otm,0.4653659672787544
HACD1m,1.1580162768144027
HACD9m,1.1564939155571572
HBZOPT10m,0.24173901376927492
HCO3Em,1.4322333146371224
HEX1,1.835076576114156
HIBDm,1.1591351232216351
HMBS,0.04380352974729697
HMGCOASim,1.507928665032763
HMGLm,0.022985620164393993
HPROxm,1.1860557558458216
Ht,0.15590303964192997
Htm,1.6425260584709753
ICDHxm,0.18130713590321626
ICDHyrm,0.11490997847274939
ILETA,0.06395349421330089
ILETAm,0.04202525294919242
ILEt5m,0.017385178104274628
ILEtec,0.06284103491450635
IMACTD_m,1.43210015718338
ITCOAL1m,0.08447853556985824
ITCOALm,0.13044951099365437
Kt1r,0.01347731250722273
L-LACt2r,0.1839623780465378
L-LACtm,1.6439329038832886
LCADi_Dm,1.4321001571944092
LCADim,1.4333853339201192
LCYSTATm,0.03950095556120953
LDH_L,0.16376344306927162
LDH_Lm,1.1639656759801218
LEUTA,0.06395357312916573
LEUTAm,0.04202547850738614
LEUt5m,0.017385143963549295
LEUtec,0.06284102989494296
LSOProd,0.05339790801962968
LYStiDF,0.020930256076492744
LYStm,1.6899235462146471
MALSO3tm,0.018316850922871535
MALSO4tm,0.024583647694365184
MALTSULtm,0.01659200929271259
MALtm,0.08189921727673935
MCCCrm,1.2739949278528089
MDH,0.17599295271482882
MDHm,1.1717582469450236
MECOALm,0.13044951099152066
MECOAS1m,0.08447853557054469
MGCHrm,0.28462151836255467
MMCDm,1.1899164813837306
MMEm,0.02063616261932728
MMMm,0.015391886398485015
MMSAD1m,0.19667769658330006
MMSAD3m,0.2074217795823175
MTHFCm,1.3632504831998973
MTHFDm,0.05065944158963045
NABTNOm,1.4321001571965262
NADH2-u10m,3.6288974232811237
NDPK10m,0.04643734271510486
NDPK1m,0.050136830893970176
NDPK2m,0.046437342715186354
NDPK3m,0.051373475648046264
NDPK4m,0.04645514936617317
NDPK5m,0.04645514936617317
NDPK6m,0.05180889356867581
NDPK7m,0.04645514936582845
NDPK8m,0.04635598555254056
NDPK9m,0.046437342713559294
NH4t3r,0.18682769178059458
NMNATm,1.285292365481566
NNATm,1.2111707073927194
NTD1m,0.4223243869533584
NTD2m,0.4262236922891707
NTD5m,0.4258745771538749
NaKt,0.23905032744828
O2St,0.08381866077095002
O2Stm,0.19103730544363445
O2t,0.051493755850520344
O2tm,0.026697161910082486
OCOAT1m,0.021906433530702332
OIVD1m,0.20752253573124566
OIVD2m,0.20737534376811548
OIVD3m,0.2073771213721406
ORNTArm,0.04853626315012987
ORNt3m,1.6621777282212506
ORNt4m,1.6687692264513019
ORNtiDF,0.059861991852711745
P45011A1m,1.5510660659653372
P5CDm,1.4786072254206535
PCFLOPm,0.2673737983266192
PCm,1.2887909983461876
PDHm,0.21921443406606766
PEFLIP,0.25735112013571526
PEFLIPm,0.24983030362742065
PETOHMm_hs,1.1009576559612688
PFK,1.7782759607048915
PGCD,0.3965628247896776
PGI,0.9383548777153932
PGK,0.8291655595913301
PGL,0.18243307393136646
PGM,0.9078269887436771
PHCDm,1.4246344279638796
PHCHGSm,1.3457482148192348
PHEMEtm,0.08339123433864351
PHETA1m,0.035718258692636486
PIt2m,1.8803394644003526
PIt7,0.05954315560925137
PNTKm,1.1992799005581933
PPA,1.6562884916674057
PPA2m,1.4566964023658528
PPAm,2.996346904187566
PPAt,0.09467670322701978
PPAtm,0.22667868783076628
PPBNGS,0.19317565531612757
PPCOACm,1.2827541279653072
PPCOAOm,0.04590938767829222
PPPG9tm,0.02252257218580838
PPPGOm,0.2854309777932673
PRGNLONEtm,0.08201662462146884
PRO1xm,1.1550489686124878
PROD2m,1.2117101398413288
PROt2r,0.18319378332955455
PROtm,0.017371350879371986
PRPNCOAHYDm,0.2711807106126469
PSERT,0.018834355565212988
PSFLIP,0.25735112011651873
PSFLIPm,0.23968477801985735
PSP_L,0.042725118162851135
PYK,1.400317389097491
PYLALDOXm,1.4321001572182535
PYRt2m,1.6642213111372732
PYRt2r,0.18524751408401027
RPE,0.06056862654632862
RPI,0.04191739255384687
SACCD3m,1.4310724021189836
SACCD4m,1.4043938692496523
SARCStex,0.10221923945072856
SARCStm,0.18477679601433053
SARDHm,0.09519409016189857
SERGLNexR,0.01928872264041243
SERGLYexR,0.018240846707534134
SERt4,0.01862026940920982
SLDxm,1.1590446991188026
SO4HCOtex,0.09126363320653502
SPODMm,1.1745863140710162
SSALxm,1.4561005991232472
SUCCt2m,0.07737969119150627
SUCD1m,0.02903016002509747
SUCOAS1m,0.06919912997422874
SUCOASm,0.1404637957066865
SULFOX,0.2281285700131682
T2M26DCOAHLm,0.2709092209296766
T4HCINNMFM,0.28750285523547575
TALA,0.2505558392886721
TCYNTt,0.09415669102140313
TCYNTtm,0.1983880853049417
THD1m,1.802273097465221
THFtm,0.050430541315151824
TKT1,0.21679532561383796
TKT2,0.28148077218872414
TMDK1m,1.2190450874288672
TPI,0.9124633808175101
TRDRm,1.0873685744298036
TYRTAm,0.07291090500461384
UPP3S,0.04254192580935775
UPPDC1,0.1697432876381701
VALTA,0.06395349424173734
VALTAm,0.042025249046556426
VALt5m,0.017385178097845674
VALtec,0.06284103492505021
VITD2Hm,1.4329956271121878
VITD2tm,0.08201434763274666
VITD3Hm,1.4337710334510037
VITD3tm,0.025943471185559664
VITD3tm3,0.025943471184552473
MTDNAploym,0.0679846275452381
MTDNAdpolym,1.3649867956948496
DAKm,0.017264365360877033
DTKm,0.055049354850719726
DCKm,0.05178472474277057
DGKm,0.05178472474192781
NH3tm,1.7061304965114366
NDPK1,0.032129183376767755
GGNG,0.16275031314853322
GLGNS1,0.18507885317382827
GLBRAN,0.021924018152018873
GLPASE1,0.04392724748125611
GLDBRAN,0.053871018966183466
GLPASE2,0.05393982370682265
SERtm,0.013600900896460114
LacLtm,0.01735233573871959
UREAt,0.09601581130451828
UREAtm,0.23188300240005624
GLNtN1,0.16858883127148572
DM_4mptnl(m),0.031801305576632743
DM_prgnlone(c),0.05038660335819407
DM_nadph(c),0.16247784540833288
DM_atp(m),1.5208442209640354
sink_chsterol,0.050386603365628974
DM_1a2425thvitd3,0.02321804472432509
DM_1a2425thvitd2,0.02321804472496988
sink_vitd3,0.03115465424728926
sink_vitd2,0.05038543305958153
CKc,0.07208422154923987
CREATtmdiffir,0.02648744365678043
PCREATtmdiffir,0.02648744365678043
ALATA_L,0.13068402774219628
ALATA_Lm,0.032307437876610556
ALAtN1,0.02153265678510147
DM_pchol_hs,0.03187499826724314
PSDm_hs,1.19175379370729
25HVITD2t_Int,0.016836612925814835
25HVITD2tin_Int,0.016836612925810353
25HVITD3t_Int,0.016836633655056044
25HVITD3tin_Int,0.016836633654964517
3AIBt_Int,0.05099603426509689
ABUTt2r_Int,0.1569065763798181
ACACt2_Int,0.15728680451079044
ACALDt_Int,0.013077196740039156
ACt2r_Int,0.1539780115515269
ARGLYSex_Int,0.025984348020799897
ARGtiDF_Int,0.014370370156033896
ASNt4_Int,0.01987425049014282
BALAVECSEC_Int,0.2274551761148722
BHBt_Int,0.15397801154950458
BTNt2_Int,0.15397801154950458
BTNt4i_Int,0.15397801155074717
CO2t_Int,0.023981059113740988
CRNt_Int,0.04268380255650889
CYANt_Int,0.05539327922707284
CYSGLUexR_Int,0.015189390199937177
CYSGLYex_Int,0.013620769091790576
CYStec_Int,0.01193030833702325
D-LACt2_Int,0.1539780115504512
DGSNt_Int,0.041525816670099094
ETOHt_Int,0.012271416717329573
FE2t_Int,0.02093998079095726
GLCt2r_Int,0.2040661336102463
GLUt6_Int,0.2121258292993385
GLYCt_Int,0.057472668941238585
GLYt2r_Int,0.17064903421409805
H2O2t_Int,0.019830519890872055
H2Ot_Int,0.059053672596380544
Ht_Int,0.15397801154916446
ILEtec_Int,0.022212830260151153
Kt1r_Int,0.012139822662576377
L-LACt2r_Int,0.15435082717880796
LEUtec_Int,0.02221279122425023
LYStiDF_Int,0.014393809877989425
NH4t3r_Int,0.16097055057104384
NaKt_Int,0.22847351580149294
O2St_Int,0.04753356248801552
O2t_Int,0.016764941024262365
ORNtiDF_Int,0.019342066011008772
PEFLIP_Int,0.23948380545364356
PIt7_Int,0.033374322003840946
PPAt_Int,0.04661647883127734
PROt2r_Int,0.15544533182941805
PSFLIP_Int,0.23948380543386408
PYRt2r_Int,0.15517912734446526
SARCStex_Int,0.03232639165589797
SERGLNexR_Int,0.012582440769117707
SERGLYexR_Int,0.014536631658204464
SERt4_Int,0.016181245890502443
SO4HCOtex_Int,0.015229930528506547
TCYNTt_Int,0.05539327922164746
VALtec_Int,0.022212830274010522
UREAt_Int,0.05669867005621273
GLNtN1_Int,0.18714432158045113
ALAtN1_Int,0.020632420198671335
EX_NACASPt_Int,0.07153111749903111
DM_10fthf5glu_Neuron,0.04301132108887565
DM_10fthf6glu_Neuron,0.0430114062115047
DM_10fthf7glu_Neuron,0.0519474121809139
DM_5thf_Neuron,0.04297576110106225
DM_6dhf_Neuron,0.04301147210893712
DM_6thf_Neuron,0.04301140611758326
DM_7dhf_Neuron,0.05194741215253216
DM_7thf_Neuron,0.0519474121560279
DM_ahcys_Neuron,0.038533943129764485
DM_atp(c)_Neuron,0.2147417190086768
DM_fald_Neuron,0.06037059419519325
DM_for_Neuron,0.054822088632030946
DM_pheme(c)_Neuron,0.052225806729290634
DM_q10(m)_Neuron,0.05074671435354181
DM_thf(c)_Neuron,0.03523047117647501
EX_pe_hs(e)_Neuron,0.018943936246899908
EX_ps_hs(e)_Neuron,0.018943936241819278
sink_4hpro-LT(m)_Neuron,0.03375131801212236
sink_amet_Neuron,0.03853394313155261
sink_decdp_Neuron,0.09095106681123606
sink_dhf(c)_Neuron,0.05194767489575461
sink_dmgly_Neuron,0.060370594185871006
sink_tyr-L(m)_Neuron,0.0345037494006132
10FTHF5GLUtm_Neuron,0.0678114409109444
10FTHF6GLUtm_Neuron,0.06781108943915413
10FTHF7GLUtm_Neuron,0.08539064814163107
10FTHFtm_Neuron,0.02197088796264862
"1a,24,25VITD2Hm_Neuron",0.9846233529184194
"1a,24,25VITD3Hm_Neuron",0.9846233529142469
"1a,25VITD2Hm_Neuron",0.984623352919402
"1a,25VITD3Hm_Neuron",0.9846233529188592
"24,25VITD2Hm_Neuron",0.9808814751361382
"24,25VITD3Hm_Neuron",0.9808815513261248
25HVITD2t_Neuron,0.017511679723865428
25HVITD2tin_Neuron,0.017511679723865428
25HVITD2tin_m_Neuron,0.021504976921777764
25HVITD2tm_Neuron,0.021504976921777764
25HVITD3t_Neuron,0.017511486557950793
25HVITD3tin_Neuron,0.017511486557950793
25HVITD3tin_m_Neuron,0.021505634046835496
25HVITD3tm_Neuron,0.021505634046835496
25VITD2Hm_Neuron,0.9808814751361586
25VITD3Hm_Neuron,0.9808815513593362
2AMADPTm_Neuron,0.024113916953729966
2OXOADOXm_Neuron,0.20127030634193988
2OXOADPTm_Neuron,0.023117669347881068
34HPLFM_Neuron,0.8873289974950013
3AIBTm_Neuron,0.1769855866504668
3AIBt_Neuron,0.03362697032487326
3AIBtm_Neuron,0.07456427351954131
3DPHBH1_Neuron,1.023123862301658
3DPHBH2_Neuron,0.9894602786806701
3HBCDm_Neuron,0.2725858035023833
3HBCOAHLm_Neuron,1.045134218220776
3SALAASPm_Neuron,0.019362051828667265
3SALATAim_Neuron,0.8879570784334673
3SPYRSPm_Neuron,0.9772156277961359
4ABUTtm_Neuron,0.019258893420137084
4HBZCOAFm_Neuron,1.0550771749188186
4HBZFm_Neuron,1.057999421951196
4HGLSDm_Neuron,1.0088564492233403
5AOPtm_Neuron,0.02429662707110743
5HOXINDACTOXm_Neuron,1.0042237357045378
5THFtm_Neuron,0.067742320889628
6DHFtm_Neuron,0.06781129426447359
6THFtm_Neuron,0.06781108926179832
7DHFtm_Neuron,0.08539064818082594
7THFtm_Neuron,0.08539064815416839
AACOAT_Neuron,0.08628332551625202
AACTOOR_Neuron,0.07587728698378668
AACTtm_Neuron,0.022346654982045376
AASAD3m_Neuron,1.0055478487371379
AATAi_Neuron,0.016733956033376508
ABTArm_Neuron,0.050802904166217557
ABUTt2r_Neuron,0.25699054404435356
ACACT10m_Neuron,0.04246035489531545
ACACT1r_Neuron,0.04876497626736904
ACACT1rm_Neuron,0.0377027036763848
ACACt2_Neuron,0.2533609148468003
ACACt2m_Neuron,1.1764351384946352
ACALDt_Neuron,0.012990877916635156
ACALDtm_Neuron,0.01813785638352254
ACCOALm_Neuron,0.289165917732321
ACOAD10m_Neuron,0.03512803063190945
ACOAD1fm_Neuron,0.03604237851649731
ACOAD8m_Neuron,0.03447843579429074
ACOAD9m_Neuron,0.035125633582205315
ACONTm_Neuron,0.022742525769916866
ACRNtm_Neuron,0.03435530128708992
ACSm_Neuron,0.13616757313924516
ACYP_Neuron,1.581652604261761
ACt2m_Neuron,1.1462737785675468
ADCim_Neuron,0.873047304778667
ADK1_Neuron,0.03129678805852438
ADK1m_Neuron,0.07717931932607253
ADK3m_Neuron,0.060776147833963345
ADPRDPm_Neuron,0.9850989854928444
AGMTm_Neuron,0.43710164813201013
AGPRim_Neuron,0.9037925007743476
AGTim_Neuron,0.024993046406009512
AKGDm_Neuron,0.23661103506094297
AKGMALtm_Neuron,0.027517236440676253
ALASm_Neuron,0.9460460360791579
ALCD2if_Neuron,0.12978941550515558
ALCD2yf_Neuron,0.12967970558223768
ALDD20xm_Neuron,1.004223735725871
ALDD2x_Neuron,0.16250092181334685
ALDD2xm_Neuron,1.0141965422424462
ALDD2y_Neuron,0.16263923845607067
ALR_Neuron,0.16299229623223238
AMETt2m_Neuron,0.09842999267153087
AOBUTDsm_Neuron,0.8850628979912222
APAT2rm_Neuron,0.04486975198744062
APOC_LYS_BTNPm_Neuron,0.2719702115178457
APOCFm_Neuron,0.9846893788208902
ARGDCm_Neuron,0.880501669119191
ARGtiDF_Neuron,0.018696140301791328
ARGtm_Neuron,1.1498041455628274
ASNNm_Neuron,0.2903803553325991
ASNt4_Neuron,0.025645070934921424
ASNtm_Neuron,0.021439832291494147
ASPGLUm_Neuron,1.1958272857991745
ASPNATm_Neuron,1.0802138739516027
ASPTA_Neuron,0.017500643561829298
ASPTAm_Neuron,0.05253819219518121
ATPS4m_Neuron,3.6949840132804534
ATPtm_Neuron,0.10255975003181102
BACCLm_Neuron,0.9158577906410814
BALAVECSEC_Neuron,0.23437718818089864
BALAtmr_Neuron,0.020721456661075218
BAMPPALDOXm_Neuron,1.0109383660982711
BDHm_Neuron,0.8766046601130639
BETALDHxm_Neuron,1.004223735737829
BHBt_Neuron,0.24749172413658793
BHBtm_Neuron,1.1357262637301988
BTNDm_Neuron,0.2695427600209768
BTNPLm_Neuron,0.8646834072502217
BTNt2_Neuron,0.24749172413878234
BTNt2m_Neuron,1.1481609170554319
BTNt4i_Neuron,0.2474917241360792
C160CPT2_Neuron,0.0680609906231158
C160CRNt_Neuron,0.03438481931102374
C204CPT2_Neuron,0.03474144153057189
C226CPT2_Neuron,0.034741441530580036
C2M26DCOAHLm_Neuron,0.26074637504139914
CATm_Neuron,0.27533633456164763
CBLATm_Neuron,0.8883880145863057
CDPDAGtm_Neuron,0.033559781624824536
CDSm_Neuron,0.8982446225530809
CHSTEROLt3_Neuron,0.08441265819507755
CITRtm_Neuron,0.032626423213894466
CITtam_Neuron,0.018128686133357455
CITtbm_Neuron,0.18723088765621254
CK_Neuron,0.10216926355501671
CO2t_Neuron,0.024516679326744013
CO2tm_Neuron,0.06812637180639752
COQ3m_Neuron,0.8413908126579929
COQ5m_Neuron,0.8415175750998581
COQ6m_Neuron,0.2733014567917351
COQ7m_Neuron,0.9762888201810898
COUCOAFm_Neuron,0.12460358276660542
CPPPGO_Neuron,0.19622830244007547
CRNt_Neuron,0.03979554252871694
CRNtim_Neuron,0.07418224800424951
CSNAT2m_Neuron,0.04392404723860807
CSNATm_Neuron,0.0681023708047749
CSm_Neuron,1.0876440100144218
CYANSTm_Neuron,1.1192559117089116
CYANt_Neuron,0.03876344333294763
CYANtm_Neuron,0.08068047132119133
CYOOm2_Neuron,3.387620321460209
CYOR-u10m_Neuron,2.9398408143022436
CYSGLUexR_Neuron,0.009182445255264427
CYSGLYexR_Neuron,0.010313448644247594
CYSO_Neuron,0.1413211358702869
CYSTAm_Neuron,0.03736402731378916
CYStec_Neuron,0.012974402703954304
CYTK1m_Neuron,0.06691835685798042
D-LACt2_Neuron,0.2474917241412611
D-LACtm_Neuron,1.1357262637333818
DDPGAm_Neuron,0.02002649951842211
DECDPtm_Neuron,0.1692016567464958
DGNSKm_Neuron,1.0273582594670114
DGSNt_Neuron,0.0307043928833579
DGSNtm_Neuron,0.07277526584237505
DHDPBMTm_Neuron,0.8314946217463155
DHFtm_Neuron,0.08539113767729113
DMGDHm_Neuron,0.5391445799508986
DMGtm_Neuron,0.10176129993470014
DPGM_Neuron,1.2808515418704682
DPGase_Neuron,0.8421597277409307
DPHMBDCm_Neuron,0.8808910217734993
DURIK1m_Neuron,0.9046338375844781
DUTPDPm_Neuron,1.0009055337510804
ECOAH12m_Neuron,0.26072917946727714
ECOAH1m_Neuron,0.259237832166271
ECOAH9m_Neuron,0.27218050327494103
EHGLAT2m_Neuron,0.022047515956813653
EHGLATm_Neuron,0.04613790923513969
ENO_Neuron,1.2645119805066565
ETF_Neuron,0.03542454749858223
ETFQO_Neuron,0.049133826922253564
ETOHMO_Neuron,0.1676490117004737
ETOHt_Neuron,0.014897625832820673
FALDtm_Neuron,0.1017612999412737
FBA_Neuron,0.6791123908715555
