ID,Node,variable,value
DPGM_Neuron,Neuron,Flux,0
PGI_Neuron,Neuron,Flux,0.14347561138638967
HEX1_Neuron,Neuron,Flux,0.14347561138638967
PFK_Neuron,Neuron,Flux,0.14347561138638965
FBA_Neuron,Neuron,Flux,0.14347561138638965
TPI_Neuron,Neuron,Flux,0.14347561138638965
BHBt_Neuron,Neuron,Flux,0
ORNtiDF_Int,Astrocyte,Flux,0
3AIBtm,Astrocyte,Flux,0
DM_atp(m),Terminal,Flux,0
DURIK1m,Astrocyte,Flux,0
NTD5m,Astrocyte,Flux,0
HMGLm,Astrocyte,Flux,0
MMCDm,Astrocyte,Flux,0
NDPK1_Neuron,Neuron,Flux,0
ETF,Astrocyte,Flux,0
DM_for_Neuron,Terminal,Flux,0
Kt1r_Int,Astrocyte,Flux,0.11212400096301249
sink_vitd2,Terminal,Flux,0
sink_vitd3,Terminal,Flux,0
GLUNm,Astrocyte,Flux,0
DM_atp(c),Terminal,Flux,0
DM_pchol_hs,Terminal,Flux,0
PSFLIP,Astrocyte,Flux,0
PSFLIP_Int,Astrocyte,Flux,0
PSFLIPm,Astrocyte,Flux,0
ACYP,Astrocyte,Flux,0
DPGase,Astrocyte,Flux,0
LCADi_Dm,Astrocyte,Flux,0
GCC2bim,Astrocyte,Flux,0
GCCbim,Astrocyte,Flux,0
PROD2m,Astrocyte,Flux,0
PRO1xm,Astrocyte,Flux,0
PYRt2r_Int,Astrocyte,Flux,0
sink_tyr-L(m)_Neuron,Terminal,Flux,0
ADPRDPm,Astrocyte,Flux,0
AASAD3m,Astrocyte,Flux,0
ASNt4,Astrocyte,Flux,0
ASNt4_Int,Astrocyte,Flux,0
ALDD2x_Neuron,Neuron,Flux,0
3DPHBH2_Neuron,Neuron,Flux,0
ACOAD1fm_Neuron,Neuron,Flux,0
LSOProd_Neuron,Neuron,Flux,0
Htm_Neuron,Neuron,Flux,0
ICDHxm_Neuron,Neuron,Flux,0
GLUDym_Neuron,Neuron,Flux,0
EX_o2s(e),Exchange,Flux,0
L-LACtm_Neuron,Neuron,Flux,0
EX_btn(e),Exchange,Flux,0
SERt4_Int,Astrocyte,Flux,0
SERt4,Astrocyte,Flux,0
GLUDym,Astrocyte,Flux,0
ICDHxm,Astrocyte,Flux,0
Htm,Astrocyte,Flux,0
MMSAD3m,Astrocyte,Flux,0
DM_ahcys_Neuron,Terminal,Flux,0
ATPtm,Astrocyte,Flux,0
PCREATtmdiffir,Astrocyte,Flux,0
LSOProd,Astrocyte,Flux,0
DM_ahcys,Terminal,Flux,0
SPODMm,Astrocyte,Flux,0
