,Gene_ID,Reactions
108,206358.1,"['ALAt2r', 'PROt2rL', 'r2471', 'GLYt2r', 'BALAPAT1tc', 'DALAt2rL', 'ABUTt2r', 'PROt2r', 'TAUPAT1c', 'ALAt2rL', 'PRODt2r', 'DALAt2r', 'GLYt2rL', 'ABUTt2rL', 'PRODt2rL']"
109,6539.1,"['ABUTt4_2_r', 'GLYBt4_2_r']"
110,6538.1,['ABUTt4_2_r']
111,6540.1,['ABUTt4_2_r']
112,6529.1,['ABUTt4_2_r']
113,38.1,"['ACACT10m', 'r0287', 'ACACT1rm']"
114,10449.1,"['r0639', 'FAOXC8C6m', 'r0732', 'RE3388M', 'FAOXC61C4m', 'RE3394M', 'RE1531M', 'ACACT10m', 'RE1532M', 'RE3443M', 'RE2916M', 'RE3384M', 'FAOXC10C8m', 'FAOXC12C10m', 'RE3396M', 'FAOXTC122TC101m', 'r0287', 'r0724', 'RE3189M', 'RE3400M', 'RE1533M', 'FAOXC123C102m', 'RE3006M', 'RE3383M', 'FAOXC7C5m', 'RE3190M', 'RE3559M', 'FAOXC81C61m', 'r0653', 'RE3342M', 'FAOXC122C101m', 'FAOXC6C4m', 'FAOXC11C9m', 'FAOXC121C101m', 'r1481', 'RE1534M', 'RE2917M', 'FAOXC101C8m', 'r0698', 'FAOXC102C81m', 'FAOXC4C2m', 'r0634', 'FAOXC5C3x', 'RE3336M', 'FAOXC9C7m', 'RE3191M', 'r1479']"
115,3032.1,"['r0639', 'ECOAH1m', 'FAOXC163C143m', 'RE0512M', 'RE3189M', 'RE1522M', 'ACACT1rm', 'ECOAH12m', 'RE3006M', 'RE3559M', 'RE3190M', 'RE3401M', 'FAOXC143C123m', 'r0653', 'C2M26DCOAHLm', 'r1481', 'RE2919M', 'FAOXC17C15m', 'FAOXC226C205m', 'FAOXC163GC142m', 'FAOXC162C142m', 'RE3336M', 'FAOXTC142TC122m', 'RE3191M', 'RE2910M', 'r1479', 'T2M26DCOAHLm', 'RE3390M', 'RE1523M', 'RE3398M', 'FAOXTC162TC142m', 'RE2908M', 'RE3447M', 'RE3177M', 'RE2909M', 'RE2920M', 'RE3178M', 'r0732', 'RE3386M', 'RE3563M', 'FAOXC205C185m', 'RE3192M', 'FAOXC13C11m', 'RE3388M', 'FAOXC161C141m', 'FAOXC164C143m', 'ECOAH9m', 'FAOXC141C121m', 'FAOXC183C163m', 'RE3344M', 'FAOXC181C161m', 'RE3394M', 'FAOXC204C184m', 'FAOXC185C164m', 'RE1531M', 'ACACT10m', 'FAOXC15C13m', 'RE1532M', 'RE3443M', 'RE3384M', 'RE2916M', 'RE3337M', 'FAOXC183C163Gm', 'RE2921M', 'RE3396M', 'FAOXC182C162m', 'FAOXC225C204m', 'FAOXC184C164m', 'r0287', 'r0724', 'RE3248M', 'RE3193M', 'RE3400M', 'FAOXTC182TC162m', 'FAOXC14C12m', 'RE1533M', 'RE1520M', 'RE3383M', 'RE3194M', 'FAOXC142C122m', 'RE3179M', 'FAOXC184C163m', 'RE3004M', 'RE3342M', 'FAOXC16C14m', 'RE1521M', 'RE1534M', 'RE2917M', 'r0698', 'r0634', 'PRPNCOAHYDm', 'HACD1m']"
116,39.1,"['r0287', 'ACACT1x', 'ACACT1r']"
117,3030.1,"['HACD1m', 'r0716', 'FAOXC141C141OHm', 'ECOAH1m', 'r0661', 'FAOXC163C143m', 'RE0512M', 'RE3189M', 'r0718', 'RE1522M', 'ACACT1rm', 'r0669', 'ECOAH12m', 'RE3006M', 'RE3559M', 'RE3190M', 'RE3401M', 'FAOXC143C123m', 'C2M26DCOAHLm', 'RE2919M', 'FAOXC17C15m', 'FAOXC226C205m', 'RE3336M', 'FAOXC162C142m', 'FAOXC163GC142m', 'FAOXTC142TC122m', 'RE3191M', 'FAOXC16C16OHm', 'RE2910M', 'r0709', 'T2M26DCOAHLm', 'r0776', 'r0721', 'RE3390M', 'RE1523M', 'RE3398M', 'FAOXTC162TC142m', 'r0729', 'RE2908M', 'RE3447M', 'RE3177M', 'FAOXC161C161OHm', 'RE2909M', 'r0722', 'FAOXC162C162OHm', 'RE2920M', 'RE3178M', 'r0719', 'RE3386M', 'RE3563M', 'FAOXC205C185m', 'RE3192M', 'FAOXC13C11m', 'RE3388M', 'FAOXC161C141m', 'FAOXC164C143m', 'FAOXC181C181OHm', 'ECOAH9m', 'FAOXC141C121m', 'RE3344M', 'FAOXC181C161m', 'FAOXC183C163m', 'RE3394M', 'FAOXC204C184m', 'FAOXC185C164m', 'r0723', 'RE1531M', 'r0733', 'PRPNCOAHYDm', 'r0714', 'FAOXC15C13m', 'RE1532M', 'RE3384M', 'RE3443M', 'FAOXC142C142OHm', 'RE3337M', 'FAOXC183C163Gm', 'RE2916M', 'r0715', 'r1474', 'RE2921M', 'RE3396M', 'FAOXC182C162m', 'FAOXC225C204m', 'r0726', 'FAOXC184C164m', 'r0731', 'r0734', 'RE3248M', 'RE3193M', 'r0717', 'RE3400M', 'FAOXC18C18OHm', 'FAOXC14C12m', 'FAOXTC182TC162m', 'RE1533M', 'RE1520M', 'RE3383M', 'RE3194M', 'FAOXC142C122m', 'r0727', 'RE3179M', 'FAOXC184C163m', 'RE3004M', 'FAOXC182C182OHm', 'r0660', 'RE3342M', 'r0720', 'r0778', 'FAOXC16C14m', 'RE1521M', 'RE1534M', 'RE2917M', 'FAOXC14C14OHm', 'r0728', 'r0730']"
118,30.1,"['r0639', 'FAOXC11BRC9BRx', 'RE3559X', 'FAOXC12DCC10DCx', 'FAOXC226205x', 'RE2989X', 'ACACT7p', 'RE1534X', 'FAOXC184C163x', 'FAOXC143C123x', 'FAOXC101C8x', 'ACACT4p', 'FAOXC8DCC6DCx', 'FAOXC14C12x', 'RE3097X', 'FAOXC123C102x', 'FOAXC122C101x', 'r0653', 'RE2917X', 'ACACT9p', 'r1481', 'FAOXC22C20x', 'FAOXC163C142x', 'FAOXC225C204x', 'FAOXC2242046x', 'FAOXC8C6x', 'r1479', 'ACACT5p', 'FAOXC13BRC11BRx', 'PEROXx', 'FAOXC6DCC4DCx', 'RE3158X', 'FAOXC2452253x', 'RE3576X', 'FAOXC61C4x', 'FAOXC200180x', 'RE2988X', 'FAOXC184C164x', 'r0732', 'RE3139X', 'FAOXC221C201x', 'RE2916X', 'ACACT6p', 'FAOXC241181x', 'RE3341X', 'FAOXC16C14x', 'RE3445X', 'RE3090X', 'RE3342X', 'FAOXC102C81x', 'RE3575X', 'FAOXC10C8x', 'FAOXC14DCC12DCx', 'FAOXC121C10x', 'FAOXC12C10x', 'r0287', 'ACACT8p', 'FAOXC180x', 'FAOXC260240x', 'RE1531X', 'RE1532X', 'FAOXC16080x', 'RE3580X', 'FAOXC10DCC8DCx', 'FAOXC2442246x', 'r0724', 'RE1533X', 'FAOXC16DCC14DCx', 'FAOXC181C161x', 'FAOXC141C121x', 'FAOXC24C22x', 'FAOXC246226x', 'RE3561X', 'FAOXC240200x', 'FAOXC2452256x', 'RE3443X', 'FAOXC2051843x', 'RE3336X', 'FAOXC18480x', 'FAOXC15BRC13BRx', 'RE3334X', 'FAOXC2252053x', 'FAOXC161C141x', 'FAOXC241C221x', 'FAOXC183806x', 'r0698', 'FAOXC142C122x', 'FAOXC205C184x', 'r0634', 'FAOXC2251836x', 'FAOXC201C181x', 'FAOXC164C143x', 'FAOXC81C61x', 'FAOXC6C4x']"
119,31.1,['ACCOAC']
120,31.3,['ACCOAC']
121,31.4,['ACCOAC']
122,31.2,['ACCOAC']
123,31.5,['ACCOAC']
124,32.1,"['ACCOAC', 'ACCOACm']"
125,9197.1,"['GAO1', 'GAO2', 'ACCOAgt', 'ACCOAtr', 'GAO1g', 'GAO2g']"
126,55902.2,"['ACCOAL', 'ACS', 'ACS2']"
127,55902.1,"['r0068', 'r0221', 'r0220', 'r0319', 'r0318', 'ACS', 'ACS2', 'ACCOAL', 'r0097']"
128,84532.1,"['r0068', 'r0221', 'r0220', 'r0319', 'r0318', 'ACSm', 'ACCOALm', 'r0097']"
129,79611.1,"['r0319', 'r0318', 'ACCOALm', 'r0221', 'r0220']"
130,5973.1,['ACGAM2E']
131,64841.1,['ACGAM6PSi']
132,55577.1,"['AMANK', 'ACGAMK']"
133,5238.1,['ACGAMPM']
134,9487.1,['ACGPID']
135,162417.1,"['RE2032M', 'RE2156M', 'RE2031M', 'RE2223M', 'RE2030M', 'ACGSm']"
136,43.1,['ACHEe']
137,43.2,['ACHEe']
138,6572.1,['ACHVESSEC']
139,47.2,['ACITL']
140,47.1,['ACITL']
141,54187.1,"['ACNAM9PL', 'ACNAM9PL2']"
142,26503.1,"['IDOURtly', 'ACNAMlt', 'GLCURtly']"
143,140838.1,['ACNAMPH']
144,34.1,"['FAOXC1811602m', 'FAOXC11', 'RE2913M', 'FAOXC150m', 'FAOXC183806m', 'FAOXC2251836m', 'FAOXC183803m', 'FAOXC161802m', 'RE3185M', 'FAOXC8C6m', 'FAOXC204', 'FAOXC160', 'FAOXC9C7m', 'PPCOAOm', 'FAOXC140', 'FAOXC182806m', 'FAOXC80', 'FAOXC10C10OHm', 'RE2915M', 'ACOAD9m', 'FAOXC2051843m', 'RE3186M', 'FAOXC200180m', 'FAOXTC101TC102m', 'FAOXC10C8m', 'FAOXC2031836m', 'r0683', 'FAOXC2242046m', 'r0310', 'ACOAD1fm', 'r0655', 'RE3184M', 'FAOXC18480m', 'FAOXC101C102m', 'FAOXC12C10m', 'FAOXC12C12OHm', 'FAOXC18280m', 'FAOXC226', 'FAOXC2252053m', 'FAOXC204184m', 'FAOXC7C5m', 'FAOXC102C103m', 'r0603', 'FAOXC81C61m', 'FAOXC180', 'RE2914M', 'FAOXC6C4m', 'FAOXC1811603m', 'FAOXC11C9m', 'ACOAD10m', 'FAOXC16080m', 'FAOXC1811601m', 'FAOXC226205m', 'FAOXC170m', 'FAOXC16180m', 'FAOXC121C101m']"
145,36.1,"['PPCOAOm', 'r0603', 'RE2913M', 'ACOAD1fm', 'RE2914M', 'RE3184M', 'RE3185M', 'RE2915M', 'ACOAD10m', 'RE3186M']"
146,27034.1,"['ACOAD1fm', 'PPCOAOm', 'ACOAD9m']"
147,84129.1,"['ACOAD1fm', 'PPCOAOm']"
148,28976.1,"['ACOAD1fm', 'PPCOAOm', 'r0706']"
149,80724.1,"['ACOAD1fm', 'PPCOAOm']"
150,35.1,"['FAOXC1811602m', 'FAOXC150m', 'FAOXC183806m', 'FAOXC2251836m', 'FAOXC183803m', 'FAOXC161802m', 'FAOXC204', 'FAOXC160', 'PPCOAOm', 'FAOXC140', 'FAOXC182806m', 'FAOXC80', 'FAOXC2051843m', 'FAOXC200180m', 'r0560', 'FAOXC2031836m', 'FAOXC2242046m', 'ACOAD1fm', 'FAOXC18480m', 'FAOXC18280m', 'FAOXC226', 'FAOXC2252053m', 'FAOXC204184m', 'r0603', 'FAOXC180', 'FAOXC1811603m', 'FAOXC4C2m', 'FAOXC5C3x', 'FAOXC16080m', 'FAOXC1811601m', 'FAOXC226205m', 'FAOXC16180m']"
151,3712.1,"['ACOAD8m', 'r0655']"
152,134526.1,"['ACOAHi', 'r0062']"
