,degree,harmonic,eigenvector,closeness,information,katz,pagerank
pmtcrn_c,0.001810136765888978,1608.783333333344,0.0026687442604862452,0.3066296638914585,0.0004909212557728525,-0.008277354377044431,0.0001655121964603783
pmtcrn_m,0.0010056315366049878,1529.9833333333952,0.0009247857408991913,0.2891538237859843,0.0004047360102648111,-0.004201691171342793,0.00010068538088735989
hdcecrn_c,0.0008045052292839903,1554.5500000000459,0.0022802344009461824,0.2967472396299612,0.00035892212834504175,0.0037393366583570124,9.117337108016965e-05
hdd2crn_c,0.0008045052292839903,1554.883333333379,0.002160161740751826,0.29680038204393505,0.00035816313847712196,0.004961649902619918,9.229936854155386e-05
hdcecrn_m,0.0008045052292839903,1314.7761904762497,0.00035603431680836527,0.24694546538194098,0.0003573336658031364,-0.005161551998282359,8.962759415839092e-05
hdcoa_m,0.0028157683024939663,1586.5166666667328,0.0031237809239662343,0.29612864800476474,0.0005510614681842242,-0.0007754715744157486,0.00021169625230006047
hdd2crn_m,0.0008045052292839903,1316.226190476249,0.0003667274292576691,0.2471418630082513,0.00035796941841432925,-0.004031318573792294,8.918521459991028e-05
hdd2coa_m,0.0034191472244569586,1589.066666666732,0.003999043185102011,0.29634044582190966,0.0005734369339864229,0.009304549426222048,0.00024416447014505337
stcrn_c,0.0008045052292839903,1552.0833333333815,0.0024472887589615426,0.2961992136304063,0.0003601891047531354,0.003571717322838139,9.062882423975783e-05
stcrn_m,0.0008045052292839903,1315.0261904762494,0.00035789253384655806,0.2469822661566738,0.0003573796833095171,-0.005435541337604558,8.985618173516194e-05
stcoa_m,0.0028157683024939663,1586.2666666667328,0.0030878629854249446,0.2960933777989519,0.0005496312024783762,-0.0033477456321191535,0.00021753611008149194
odecrn_c,0.0010056315366049878,1884.2666666665293,0.007479966543006628,0.3570300157977883,0.0004034430800228259,0.008250049019940224,0.00010158174821807183
odecrn_m,0.0010056315366049878,1546.2761904762592,0.0012263984337145342,0.2881984697426385,0.00040090039712854103,-0.004389998201817791,9.97343964152067e-05
odecoa_m,0.0028157683024939663,1597.1833333333923,0.003472525556834622,0.29845729035356267,0.0005511878431246002,-0.0020257258112969917,0.00021410699568274487
arachdcrn_c,0.0016090104585679806,1595.783333333346,0.002583110738783425,0.30519918973666443,0.0004708647755830074,-0.005446872942423566,0.00015227530565282713
arachdcrn_m,0.0008045052292839903,1324.1523809524363,0.0003638689407131432,0.24904828691644962,0.0003634543932040184,-0.005719162019131562,8.663661479397382e-05
arachdcoa_m,0.003218020917135961,1593.4500000000614,0.00337398192162491,0.2975819966483122,0.0005645946131437163,0.002834637817873107,0.00024627730795868713
c226coa_x,0.002413515687851971,1548.6166666667193,0.0012864601107702017,0.2952318745917701,0.0005317414875909786,-0.008440637466070018,0.00018989688118562815
c226crn_c,0.0008045052292839903,1578.1833333333577,0.0021739588982906716,0.30195554475889713,0.0003584862026704578,0.004596071762087745,9.130397924519837e-05
c226crn_m,0.0008045052292839903,1314.859523809583,0.00035283852067405185,0.24695773108826305,0.0003567273214127671,-0.005148790210456571,8.99853536504248e-05
c226coa_m,0.002413515687851971,1585.1000000000665,0.003004562108763362,0.2960404882405478,0.0005334972211216521,-0.0015045887998885428,0.00018638975943014165
c2m26dcoa_m,0.00040225261464199515,1497.6833333333823,0.0004580883548234752,0.2849446959711158,0.0002193224363379681,-0.007649990154703769,7.192039736658576e-05
3h26dm5coa_m,0.0006033789219629927,1498.1833333333823,0.00046448883487439286,0.2849610270518111,0.00025394425949306493,-0.008345443805131372,0.00010342860750491969
c2m26dcoa_x,0.00040225261464199515,1374.1904761905114,0.00018389830630044678,0.2616842105263158,0.00021809363535358397,0.02444127685576979,7.602990864991276e-05
3h26dm5coa_x,0.0006033789219629927,1374.6904761905114,0.00018646483815135435,0.2616979841044266,0.00025229834112380935,0.026663211115385225,0.00010933918294020936
4mzym_int1_r,0.0020112630732099755,1504.1500000000422,0.00048724565822420835,0.2854354440553419,0.0005060330765388903,-0.022622137903033385,0.00017698158495454725
4mzym_int2_r,0.001810136765888978,1471.5333333333722,0.0003743094386180963,0.27913766000449136,0.0004914116342690692,-0.02543813121903695,0.00016024989417994504
co2_r,0.011263073209975865,1602.3666666667152,0.0019103081463037617,0.2994459166465912,0.000640226158119932,-0.02679375533344082,0.0009018613167673683
nad_r,0.009654062751407884,1639.0833333333576,0.0020070755770466627,0.3066485753052917,0.0006344127777253057,-0.10048433972617232,0.0007740757958373026
nadh_r,0.009654062751407884,1614.9833333333777,0.001823628406132124,0.3013881311753652,0.0006344120188804511,-0.10043641659896009,0.000774170588921642
zym_int2_r,0.001810136765888978,1471.5333333333722,0.00037334419656051554,0.27913766000449136,0.0004917033670354916,-0.02251542538824053,0.0001603772115753487
zymst_r,0.0022123893805309734,1499.9500000000419,0.0004182782448338445,0.2845370264392812,0.000513337625359012,0.009527626235725166,0.00019556478841415545
ca2_c,0.002413515687851971,1875.0333333332026,0.01745362852978025,0.3549653744556293,0.0005382325791227212,-0.033212895317699914,0.00016974670423199593
ca2_e,0.002413515687851971,1875.0333333332026,0.01745362852978025,0.3549653744556293,0.0005382325791227418,-0.03321289531769994,0.00016974670423199593
camp_e,0.0012067578439259854,1919.8833333331704,0.01721085995705215,0.3651050080775444,0.00043861022577449483,-0.001838788433941689,0.00010258689202440349
caro_e,0.00020112630732099757,1147.0976190477288,2.570152781346628e-05,0.2239740528852651,0.00011105891447504599,-0.0001080953076641913,6.153620990261794e-05
carveol_e,0.00020112630732099757,1370.5333333333522,0.00020770217774313126,0.2676139727649497,0.00013784385904446947,-0.0001833771479681037,4.9079689061651334e-05
carveol_c,0.0014078841512469831,1920.6499999998364,0.014700100481673212,0.3653733098177543,0.00043790792771585587,-0.0017443446003854366,0.00015624544026802213
etoh_x,0.0008045052292839903,1457.0666666667041,0.0005178449192686941,0.27920035938903864,0.00035480695686184236,0.01754098186380403,9.421965234823764e-05
h2o2_m,0.009654062751407884,1651.783333333369,0.004224013539224299,0.3061764887000431,0.0006397323080335927,0.03454989067852552,0.0007460255809843597
cbl2_c,0.001810136765888978,1914.4333333331742,0.012861879980962387,0.36390251042962746,0.0004767364004320987,-0.006225703116496492,0.00018800529957535008
cbl2_m,0.00020112630732099757,1367.0333333333524,0.0001817721270569835,0.2668240850059032,0.00014147082515229817,-0.0006315129995792652,4.789087562726879e-05
cbl1_m,0.0008045052292839903,1529.3095238095882,0.0012182178624712222,0.28555019526763153,0.00034970743468599634,0.007532829565749689,8.64710151912258e-05
adocbl_m,0.0008045052292839903,1529.3095238095882,0.0012182178624712222,0.28555019526763153,0.00034970743468599634,0.007532829565749689,8.64710151912258e-05
pppi_m,0.0014078841512469831,1571.8666666667327,0.0021065971224042026,0.2947068934858633,0.00044829715301990665,0.004846650310357721,0.00012327349878158033
cbp_r,0.0020112630732099755,1720.9999999999716,0.004636920996306089,0.32558444109750506,0.0005073823300728291,0.027969534533391856,0.0001677945491710142
glc_D_r,0.0026146419951729684,1537.4333333333836,0.0012332582933987533,0.29140780682217793,0.0005311317464013111,0.0217231672458177,0.00025234566007333487
g6p_r,0.0028157683024939663,1700.6833333333088,0.0032535591407642597,0.3223965763195435,0.0005478389154573018,0.00921058637224804,0.0002317669643531782
nh4_r,0.0010056315366049878,1472.6666666667059,0.00028902409994336096,0.2799391926130285,0.0003972686581565268,0.010665590701580836,0.00010365701550966926
cbp_m,0.0020112630732099755,1575.4333333333996,0.0028946740889153138,0.2951968176690613,0.0005126560583538116,-0.017421893303689876,0.00014017395314411369
pi_r,0.007642799678197908,1817.866666666571,0.007659932972358986,0.3455177206393329,0.000629091672283122,0.04256789047729393,0.0006085839994845277
ppi_r,0.011866452131938857,1758.5166666666237,0.005520206298076203,0.32864035957432747,0.000645567122538065,-0.006568582474852459,0.000905428620416665
prostg1_c,0.0008045052292839903,1847.08333333322,0.00896641787629523,0.3499683254733582,0.00037124560029552816,0.003402532799941767,8.045567398858551e-05
prostge1_c,0.004223652453740949,1944.3833333331577,0.027317445124250606,0.3685693106004448,0.0005915651276860002,-0.0036666902232187757,0.0002832646549934193
prostge2_c,0.004625905068382944,1945.5499999998237,0.027985889422459838,0.36865129383851114,0.0006020988711698558,-0.005464742547912146,0.0002873024856268616
prostgf2_c,0.003218020917135961,1873.6666666665383,0.015651873097174408,0.35392938496583143,0.0005699013718805661,0.0026596695639521982,0.00019626163477870186
cdpdag_hs_c,0.002413515687851971,1864.5999999998764,0.009217753845623518,0.35284933645589384,0.0005281559893686529,0.017229733948148893,0.00019144390537338622
inost_c,0.0034191472244569586,1956.0666666664838,0.018814643681329856,0.37074043695473863,0.0005711114658535474,-0.002561791609691,0.0002623633416135799
pail_hs_c,0.003620273531777956,1939.3166666664922,0.02012111596108169,0.36854199095693424,0.0005787236091831653,-0.0002119163267538745,0.0002681308556136649
cdpdag_hs_m,0.0010056315366049878,1527.0595238095882,0.0010927917647698075,0.28520621809212415,0.00039476296986260955,0.008812922594910929,9.614845683159041e-05
ctp_c,0.0082461786001609,1963.5666666664802,0.031175099634177604,0.37173831775700933,0.0006388998151325044,0.018093523538124205,0.0005468659020851544
ctp_m,0.0014078841512469831,1531.4761904762554,0.0016816134174192396,0.2856978681836465,0.00044915280914337413,0.014179451940338358,0.00012184008853622066
pa_hs_m,0.0014078841512469831,1560.1833333333961,0.0017092751523062324,0.29250500058830453,0.0004495190340570614,-0.0004834530044513512,0.00012313283168251515
dag_hs_c,0.0056315366049879325,1964.183333333145,0.023356005122155545,0.3725181688769012,0.0006148830454660514,0.0033872417424891553,0.0004122663449476158
pchol_hs_c,0.0058326629123089295,1941.2333333331605,0.023392117952834874,0.367479674796748,0.0006172925073252908,-0.008499060846483464,0.00042658895988466117
pe_hs_c,0.0030168946098149637,1933.6833333331633,0.020003504749341032,0.36696435161266516,0.0005606445866122058,-0.002043891992015632,0.00022942988516541792
crm_hs_c,0.004625905068382944,1952.1666666664842,0.025026392006521247,0.37101708827699426,0.0006014996032484887,-0.021220050013748614,0.0003568018149785694
crmp_hs_c,0.0010056315366049878,1861.0999999998774,0.010582811456826172,0.35277423016886617,0.0003717032168108571,-0.009882354638458315,0.00012132086077103293
crm_hs_g,0.0016090104585679806,1482.016666666702,0.0005710124758854649,0.28388717597350693,0.0004626334291604997,0.018348570892387273,0.0001779247559599323
crm_hs_r,0.0014078841512469831,1509.0666666667082,0.000515355085265724,0.2871167061269273,0.0004333877820933833,0.00643585798875852,0.0001614659432024516
gluside_hs_c,0.001810136765888978,1923.016666666501,0.010862572116926312,0.3660996981076504,0.0004914887431863135,-0.00548827730381696,0.00016770823814193478
gluside_hs_r,0.0010056315366049878,1497.0000000000398,0.0003136624600953728,0.2848793903626884,0.00039137119811245266,0.00664801868832166,0.00011815658694237595
35cgmp_e,0.0012067578439259854,1920.049999999837,0.017202856896554864,0.36513182051846954,0.0004392304289607287,-0.001207407031143561,0.00010280633664862543
chsterol_r,0.009654062751407884,1646.0666666666561,0.0017558431326231022,0.31209591362751865,0.0006371760699365474,-0.008142412012965117,0.0007745968925404838
xol25oh_r,0.0016090104585679806,1503.4000000000422,0.00043927190435029645,0.2854354440553419,0.0004755793069090097,0.000300075860625344,0.00015324564712781516
chol_c,0.004827031375703942,1967.0499999998099,0.025125624575193725,0.3731052078643254,0.0006039338247111326,0.013738521319682792,0.00035386552032267245
chol_n,0.0008045052292839903,1406.133333333359,0.0003893983831539636,0.2739393939393939,0.0003271375068855543,0.0016675517896142245,0.00010696072413219314
coa_n,0.0022123893805309734,1564.4333333333784,0.0014487558885323216,0.29710188228264117,0.00045916940220733525,0.0033495438667017806,0.00026435249050178164
cholp_c,0.003218020917135961,1930.0999999998323,0.020674720967405757,0.3663154792602962,0.0005654594694184432,0.0012920337469127358,0.00025906485574172654
chol_m,0.0016090104585679806,1577.7333333333972,0.0025949267690763937,0.2958819328731254,0.00047747600566208095,-0.005198036697176218,0.00013146107836448353
