0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -1  1  1  1  0     0     0     0     
0     0     0     -1  1  1  0     1  0     1  0     0     0     0     -1  0     0     -1  0     -1  45.1423  -52.1423  -2  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -1  1  1  1  0     0     0     0     
0     0     0     -1  1  1  0     0     0     0     0     -1  0     1  0     -1  1  1  1  -1  41.5462  -47.5462  -1  
0     0     0     0     -1  -1  0     0     0     0     0     1  0     -1  0     0     0     1  0     1  -41.5462  47.5462  1  
0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0     0     0     0     0     0     2  0     0     0     0     0     0     0     0     0     0     -1  0     0     0     0     0     
0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.8036  -1.1964  1  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.357339  -1.35734  -2  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     4.4867  -1.4867  0     
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     4.50137  -5.50137  -2  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     10.1903  -10.1903  0     
0     0     0     0     0     0     0     0     0     0     1  1  0     -1  0     0     0     0     0     0     -10.1903  10.1903  1  
0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1  1  0     
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -3.4867  2.4867  0     
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1  0     0     
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
