Muestra,MDS_Componente_1,MDS_Componente_2,tSNE_Componente_1,tSNE_Componente_2,isomap_Componente_1,isomap_Componente_2,k-labels
M06,-0.843550871232484,7.48212977045933,60.490955,4.810115,16.620388527945337,-3.271092990665807,B
M62,-0.7801419847234492,3.506454251563076,53.47833,-8.562273,14.707270168389911,-3.8447974171264576,B
M05,1.7000168682822645,3.979429811685037,51.993595,16.630507,8.189355371220007,6.0814673922929625,A
M68,2.8051690289101705,7.260706354492465,70.02342,3.4735851,18.67105082494756,-6.40213782130567,E
M12,1.5706061727247576,5.799926234011888,62.447678,7.784561,17.168562218557465,-2.9379566191204756,E
M25,0.07618651818233223,11.052787257815577,17.7844,53.78518,8.63403285418015,8.448902423263263,E
M12,1.8793303499163905,4.116909977528881,70.789825,7.6382875,13.968675989392398,-7.489759772799575,E
M12,-6.021475840104559,1.5112673356918767,63.620384,-19.934118,8.908398904758286,-14.687863777864822,E
M46,0.6104922699457986,7.062560438801312,58.7155,7.729764,18.413110607410687,-1.787691271148077,E
M09,0.15784414245235515,6.942049466471545,58.590958,11.630108,18.07237878174019,-0.3947312113184594,E
M08,-2.722738470033366,7.88337552302589,48.146645,5.540328,16.95653714727731,-1.5724432562883157,B
M41,1.2449912791439177,7.683600185233013,52.97963,30.408348,17.14394480564009,-5.327981363582359,E
M19,-0.7329653529359279,8.745401589640904,57.10234,19.376835,17.718866956556635,3.5160441213901352,E
M84,4.983010161694392,3.898075527117358,56.54898,4.460701,11.309059141369199,-0.5470286668117238,E
M58,0.31687675977776547,7.528625933672086,59.689144,14.094877,18.123212505591173,0.8100818886893507,E
M49,0.014616023268705708,5.51875650950631,58.41406,-6.3387127,16.230126773670037,-1.5195900302566792,B
M22,-2.859389632237442,7.087257681860193,54.875805,6.680075,16.451940376432898,3.839856744672142,B
M24,0.4216278668252489,4.7776693909886765,52.712593,7.1045365,15.596628549757783,0.7800995752751257,B
M11,-2.6771937893206186,4.1233376973831595,47.994534,-2.6241736,12.837563925070258,0.14248955458140153,B
M66,2.252112109504453,7.478055286847976,61.079987,8.711007,20.011628431396925,-0.9515071059299643,E
M13,-1.0706486270926718,7.367055827492132,54.4224,15.389262,14.711985171086818,4.536900156108485,E
M20,-0.30027361669787417,8.409342351299527,43.69281,24.980795,13.656960356078093,3.073244304881219,E
M19,-6.077349404455575,0.08037648369553829,69.4501,-10.465867,14.985446201867655,-9.642494874100622,B
M16,-1.285916961254906,4.927231715692504,58.201027,-3.0115192,16.02525080707781,-0.48392554720828423,B
M42,1.7717773924897844,5.756605634656768,60.72333,13.674135,17.614670306217246,1.3819082311271602,E
M08,-1.3131787382217175,4.340775189550317,54.610638,-8.545721,14.441496789805568,-4.040148745990441,B
M12,0.28356163708328125,8.808066927966408,69.7939,10.938893,15.262773681427749,-5.033064232477996,E
M09,-0.2676691207763517,6.01625798190377,61.660694,10.797469,15.48983874488622,-3.131671532373569,E
M47,-5.1479494867233635,5.480799275531187,44.22031,-22.599037,11.39300362338583,-3.5045497185291112,B
M8,2.381792531153226,7.176592817526971,63.11371,15.442064,15.173503282256831,-0.3374216109012028,E
M37,0.003760955246074475,6.831288704212943,60.90185,9.867161,15.606925271306679,-3.436584757238073,E
M58,-1.7575802056653285,4.878423539876503,31.182402,-12.434246,11.782879091047826,-2.175448461246202,B
M18,-4.233663486602417,3.3084459586859367,61.805046,-6.946252,13.56273770111631,-2.6540285181868257,B
M82,2.0191377784939637,6.38457494337106,65.588585,-14.417822,15.909336260603071,-8.204470661416622,B
M09,-3.078816606041783,4.489320888409992,43.164837,-5.1522393,13.769081449220154,-3.7206657051858154,B
M12,3.1309248636381817,8.21360839170543,58.214657,13.720578,17.878888863618595,-1.3096661555464475,E
M13,2.1949930051784676,6.043570805136273,69.11675,4.4745293,15.314080263255004,-7.105341395355509,E
M25,-0.7676098480428271,5.1118587844372625,56.04952,5.963267,15.166349092315585,0.7512971056681117,B
M11,0.758497888272877,7.4917335651514385,69.017105,10.25224,14.505998057307462,-2.93864008397122,E
M11,5.493785953563228,4.807851235767181,73.59545,-11.430252,17.818134373063153,-8.725977402622092,E
M16,3.4448885858309346,6.646188974953417,69.22764,10.323694,16.970068158964583,-6.067018165877152,E
M13,-2.5969799945742986,4.75269853576275,49.684307,-1.8669885,13.048660923273724,0.4655046877819952,B
M11,-8.484971149236657,0.34336678208537635,73.445526,0.631265,17.28348909808374,-7.020696096371884,E
M71,-5.550960694125171,0.9748197258098391,58.72759,-15.3664,15.574040067301809,-8.519775180731562,B
M23,0.0058421114280645635,7.132720338443177,67.44105,10.177596,17.41982727445887,-1.999078485874693,E
M16,-2.838175164709267,5.1109825825504105,56.982716,-2.97195,14.981666442390843,-1.0904452048107878,B
M16,-0.08666791328380943,4.830661455096256,57.617706,-0.917794,16.24403480513489,0.35674142239845036,B
M24,-2.838539739692289,6.45597495625434,40.22005,-14.353239,14.774723638510789,-2.063693821957246,B
M63,-0.9874807518791837,-2.3312723844600898,-10.03293,-31.05657,-5.963903571685729,-3.339887879166417,A
M15,2.3154424622336793,6.096781108384769,61.821373,13.781215,16.37089111760885,-2.0412719859751363,E
M07,-1.0965042286877935,3.9447191159323123,53.499588,-6.611159,14.027052280757864,-1.215984419192677,B
M26,1.0945166998962035,5.253678820444928,56.61882,-18.686934,13.88393031296553,-11.290001569594772,B
M07,-0.9593437290279427,5.243731354943402,51.33492,0.9866525,13.302224748516304,-4.261125448870391,B
M85,4.056267242805474,5.222959014455478,54.067,21.23915,13.347134524791109,2.837446328664832,E
M13,-12.680475930496437,0.13300931300389282,46.96309,35.424488,12.957888190838666,9.105427717742236,E
M66,0.5524469278111892,4.9614398687102605,65.900085,-2.953814,16.104353888535424,-5.903205377274571,B
M61,-2.1689721158952358,3.941651167927387,57.016422,-5.4131727,12.559355928580505,-2.6502640595540545,B
M06,-1.4514832316244008,5.103103043810067,54.650047,-3.0468655,14.996917847456798,-3.3234724420969837,B
M07,0.5308881695217366,5.758307763310866,58.999702,4.0479436,17.047412885649745,1.1622356844013606,B
M65,-2.152366073870856,3.9901473718470957,47.708927,-2.6423042,12.173903636808568,0.05771540111397724,B
M11,1.3311045871892835,7.500449567356173,71.638115,3.9107246,17.12298280710686,-7.7718969928158455,E
M53,-1.8104230766695233,4.954880922188358,44.270954,-0.8662763,15.213228844358465,-4.3320591548303256,B
M05,-1.4011085712632227,6.783152028823337,77.42277,3.3211553,17.04775358311017,-3.1532434830547147,B
M33,0.7977470668290435,6.135195642484205,68.07291,2.1432543,16.129124519912544,-2.941294984478019,E
M28,1.075534202061247,6.947099598127274,61.009678,-12.778206,17.48900318419778,-8.098873031530214,B
M29,1.249443964727167,5.343717849838053,42.793404,1.4555881,15.019925966245996,-3.48369117199236,B
M21,-2.189138871563959,4.478362243979396,52.8222,1.0139709,13.290040983777068,2.128179603759849,B
M48,-2.1828068735270922,4.8378965383721875,51.754494,-13.469126,13.821898936980741,-5.810330094570328,B
M51,2.5609678564433045,7.014964084268556,69.296196,2.148514,18.024880982972746,-5.819458316136901,E
M10,3.788952429621676,7.779663990060499,71.55611,3.6730242,19.57195798760037,-9.569812039278627,E
M12,-6.992620827479381,0.562106123540158,63.963863,-16.269564,13.626278889783029,-14.214801796651036,B
M73,1.9305190558776606,9.79934010894314,70.57336,15.239174,18.042421999545116,-6.432587802452358,E
M15,3.031089425379247,8.030425595075926,61.03294,4.482735,18.76875651235444,-2.2967788074862354,E
M38,-1.9702027533713724,4.941414276981293,46.736214,-2.9274516,13.877496091231968,2.2569088480961605,B
M10,3.301347616207056,3.398680782062816,7.9014935,-19.126402,-1.3291278229030061,-2.972058061248441,B
M08,0.3191094845405826,5.227898080163512,57.9478,-1.3739825,15.705202402261378,3.3021521098298154,B
M10,-1.4706838314094346,7.410293489354278,52.974857,30.41657,16.627396002266398,-2.8494626955341706,B
M05,-4.412983516058334,2.9637201470549774,34.482277,-5.6557875,12.667151350512157,0.11813735166637518,B
M87,1.373854175116696,4.588062036318002,63.66838,-2.0194845,16.35841200605296,-3.9115477958602782,B
M11,-1.7581625200829385,5.432372440665262,45.73837,7.856778,14.927783066698534,1.4836795159626541,B
M09,0.693434525388723,6.0013244878112975,71.21493,5.8301153,12.203454060966344,-6.265385685876202,E
M09,-2.1041778956507167,7.061756351300114,61.83563,-12.121096,17.584572540978733,-7.862328320148497,B
M5,-0.7707514715694688,6.585011977393038,57.502243,5.2664185,17.752789781296382,0.23047394828252263,B
M65,0.8590776823617786,5.4268342273576184,65.844215,-2.3349593,16.536729232566042,-3.11774965372043,B
M11,0.20594909901002414,3.852110857954069,57.330227,-9.873836,14.785320274859874,-5.356479747246861,B
M67,-3.435064843534441,7.871741141858396,47.53252,1.0123718,11.993995572590093,-2.4486481519894134,B
M67,4.994841354346116,6.147455339812182,58.72281,-16.512135,17.332652291895126,-7.850449510317457,B
M33,-5.308052120768316,7.136573435143833,41.7564,-19.678577,17.827853530965193,-4.414324801478876,B
M80,-0.3443605932654122,6.675817538303731,68.39282,8.088176,15.488179189473527,-3.8678092996784783,E
M10,0.880492000563938,8.195660856150278,69.85384,13.446037,17.02163720674093,-7.906590097879531,E
M11,2.953290673811331,1.972731460897081,60.83176,-23.430769,9.52483460023835,-1.8211832979228613,B
M12,4.382001155534046,7.961829542632725,59.857933,12.340561,20.594355359148345,-2.42625656001416,E
M15,-0.8419599320980189,3.1468050714620945,52.363686,-3.3812525,13.782590920236268,-2.953721331551715,B
M11,-5.38341749268773,3.093982234980865,41.57133,0.4010347,13.73837750904489,-1.1537196353825176,B
M89,4.6827893550660615,4.7812016512305995,64.1523,-15.305025,15.24485246515059,-12.17973575157682,B
M22,-4.189409671179359,5.257340564190461,33.639072,2.076804,14.465539336777207,5.043355537501957,B
M91,0.25277790603418715,6.155587376769344,59.817703,7.7402267,16.847404665794674,1.4739760442287166,B
M74,-1.8226131232248608,5.574941877315117,54.551186,5.005396,14.7572337371402,1.9252780734625148,B
M08,-3.948587829566117,5.747545971595254,37.681087,4.9522033,11.868607295872701,4.6998641397519485,B
M91,-2.2790976632093116,4.263937045049794,59.761253,-8.083056,10.24747920159269,-5.891998127813649,B
M24,0.01045033520704308,4.405057051456534,43.581078,-20.607542,12.321253786733205,-5.726299130542897,B
M85,2.1122280488715606,6.27285831776024,61.17538,8.742377,19.53928062025329,-0.335897727906307,E
M61,7.17965871570989,7.755048050228966,67.216705,-6.351047,16.290275797004334,-7.6040960225715,E
M10,3.6959161499131077,5.6503411031634725,51.376713,22.724567,16.015527571101924,-4.968660361343042,E
M54,-4.813455945727478,3.2504529350320164,34.85087,-3.2510643,9.192472535338013,3.6215437093896456,A
M15,-2.4467939581077642,5.9292300282411405,70.26601,0.91977215,17.33950259996226,-7.616027474073523,E
M67,0.8757690322147432,6.898866546938788,52.7715,13.612488,15.978388637685608,0.3864197077278608,E
M15,-2.3632092070007866,6.681326732775854,57.166645,6.6457806,16.68068067672121,-2.8511666396040427,B
M13,-2.806534743292505,3.096272096414863,29.235989,-0.7626349,8.637821015100902,4.857843666250112,B
M41,2.3387942192685442,5.70559794846426,65.980865,2.557262,17.501227451455996,-3.5804210136547456,E
M15,0.9558559993255734,7.1518205027956006,66.22119,18.236917,18.54030509870558,-2.622421735972705,E
M75,-2.19189443284281,1.6913212391860646,1.7370965,21.742771,0.5595465514271253,7.512186582197134,A
M67,-0.034455043707082286,5.744900985291367,57.062424,10.008771,16.95356720748302,1.4163491195375135,E
M66,-7.013475934182494,0.2903864515437286,67.55577,-16.01824,13.3476457563821,-12.197201974757911,B
M19,0.37615504529868643,4.794083334032914,69.737236,9.211676,15.221501231231098,-4.8804969454985,E
M15,1.621122270519029,5.234805444779496,68.64673,-3.566368,14.882581361559764,-6.158759453010641,B
M10,0.023302398703631457,4.654578515718254,61.447372,7.210574,15.446517160447762,-1.7680389940578713,B
M93,0.25090523413903265,5.500779994354326,57.167133,9.870998,17.415630227417733,-2.379696247302047,E
M09,6.768755085494159,5.543695463343669,61.492138,4.317383,20.209601142728022,-5.688553197362089,E
M15,8.004722064620069,3.2574265409415317,69.780594,-10.409511,15.115062313453784,-5.665013046228329,B
M75,1.4099814317863657,4.49194038374647,61.00531,-2.983252,14.684414011082591,0.8347376628958921,B
M17,-0.9001136742795735,3.4414634905888177,54.66362,-9.837326,14.883783727270547,-4.705544557939246,B
M18,-1.7647937036620511,6.481647453539329,46.828053,4.621912,15.975281740512026,4.50575710966354,B
M31,-9.22900178377388,-1.610202061738092,67.65169,-16.381697,10.43641951322563,-13.064939429042509,B
M42,-1.9745322854683776,3.2879289790074546,52.42097,-10.000924,13.21834991372931,-6.158547045383929,B
M09,-8.630944952920204,1.3864398285204071,71.6489,-1.5803275,19.431908209993278,-7.0751816463462704,E
M13,3.5210174241352776,6.69510244731978,60.749672,21.725756,18.354632355037218,-2.54616345338619,E
M15,1.7300243858189117,6.673235908106783,65.0917,1.193158,19.719770907312377,0.13661104965703852,E
M12,1.2430632743583525,6.269429554297679,52.144585,19.35789,13.775225202463197,5.15224623226919,E
M59,-6.39348878346555,4.125017756151684,44.320248,-18.755402,12.6993595162104,-4.801243300780523,B
M84,0.3356238008826187,3.887055147173988,63.947567,-4.517309,13.424253295447489,-5.698872025383819,B
M85,-5.524159439882103,2.9263211346094526,24.83445,-2.7584934,9.227571063218512,5.37642507752079,A
M80,-1.9501090604133735,3.992063416210044,51.347893,-0.7779594,14.461230741776436,-0.022547322039310678,B
M10,-2.406236264258049,3.3892226276423023,50.129566,-8.471804,13.043780035561984,-1.1684828031745544,B
M90,-8.018490565652058,-1.2783627438649978,62.019512,-15.759386,15.573477777566183,-12.595870363185027,B
M81,2.185440598727272,5.4299597135712965,66.74306,-4.301115,16.883927548189007,-3.1316195386537276,B
M52,3.734689980809437,7.9698053878869235,61.340816,15.506161,19.26505713448085,-3.2315077395373133,E
M15,-0.9903956279614435,6.054572518089173,57.642704,7.669253,16.782473290672932,0.5675888291674007,B
M68,-0.835056809799984,6.504724423653877,64.44621,12.704312,15.974397554581197,-0.2853093271296078,B
M20,-2.3961566751242818,4.80268637569162,51.415382,3.3560147,13.975955488214316,0.8575173659112088,B
M12,-0.9916625401800967,4.142124291823687,58.30981,-6.3516116,13.71853985282975,-7.498381938224709,B
M16,8.361962723556609,2.6573540116806624,67.6844,-16.24809,11.585526015495422,-9.714178576953577,B
M15,-2.9834261508705215,5.0435069100614385,45.19919,-7.971987,16.711936965539184,-3.934420963695239,B
M09,-0.2877575822970056,6.715764532748771,59.396816,1.6184589,17.883991204126765,-0.2964178062588238,B
M19,2.5917136691775173,6.136817720626399,60.750965,-7.1505575,17.289128841221956,-4.988254826900858,B
M52,3.967698334742317,6.512122398483264,69.66071,1.7556925,17.860462770770322,-2.886428019728914,E
M07,-2.374546098113315,4.056691915825049,52.157444,-8.663957,14.31164178941404,-5.573435798447091,B
M10,-5.103753285010679,1.0436568428540909,2.115665,-2.0495682,0.5605816807638005,4.875891184286982,A
M51,-0.9792788628749537,3.8606328210397467,54.058273,3.259283,13.011557647290273,1.6272092967769238,B
M12,1.7224842530107898,6.586586532519585,64.85561,9.379468,18.139908866891005,-1.3305209555525719,E
M22,0.9475184136181489,4.075876708593757,63.452053,-15.086016,14.80290903551924,-9.221286170573263,B
M63,0.3355039933838583,6.50404161270601,59.919075,6.9421883,17.500966240413934,-1.3459072614383116,E
M54,5.0528382245253205,4.837604089287986,64.886055,-17.457916,16.09123588219084,-13.923708312470422,B
M13,-2.00426469116119,3.211266344507693,51.58013,-9.595415,12.453577553808657,-5.311654045738334,B
M10,-3.6178669570097104,3.558107010524429,55.88337,-9.222253,14.9613789252622,-4.894656233423165,B
M23,1.6641310518168966,7.924882398568385,58.16509,18.259884,17.6986579801106,2.2749339743475625,E
M46,2.023521555395472,5.301806667860333,62.524673,16.382254,10.779908630907881,1.9032977356194063,E
M06,-0.9392491079609147,5.385975803054811,53.675293,-1.4894683,16.237789558336484,-1.7470407913390118,B
M56,2.5237659792344904,6.3521785894923495,60.190212,1.3952482,18.393398568316442,-0.7678998361399327,B
M08,2.0996748192531585,7.6219464996199235,67.27156,19.464916,18.231200979115062,-3.6607831459718483,E
M66,0.6136160522722526,6.906801205467637,69.24055,15.943444,16.81345667898974,-5.458144217796609,E
M11,-1.8859286141613174,4.236582114655875,55.74456,-4.415035,14.986838632631647,-4.416141498264529,B
M11,3.1216508751948906,4.4285174826106495,66.10247,-2.8461611,17.114132962554322,-3.845209720549592,E
M13,-3.551725707558332,5.940085030734126,39.387695,-3.726017,16.96707584069055,-3.041080455193321,B
M91,2.789813106110132,6.537126437757297,62.267773,8.117367,17.483845383407488,-0.14510132058769873,E
M06,-3.2291949395051582,3.6638707252822056,50.259777,-8.455669,14.641306584158112,-2.971621631596845,B
M47,-2.6681875737975904,3.469839205018114,41.17743,-6.1909437,10.370801847347282,2.624885847782219,B
M60,-3.3541822003154134,4.906410768004564,32.113037,7.8617735,13.380958103241028,1.7698227861816644,B
M60,-1.821103162757872,5.709892293968315,58.450188,-3.8767583,15.714448067812574,-0.6083979810103266,B
M16,0.8426945310584552,6.533385327203464,62.106274,5.4041605,18.68807360903278,-5.257156251872487,E
M14,-2.078085894506695,3.426153758395224,51.282887,-10.064054,12.101405905902093,-5.499095500568974,B
M69,-1.671618205324399,3.777920216773428,51.867817,-3.0165055,13.894216549754562,-2.816261092740052,B
M61,3.3472269292047256,5.934301480005347,72.56315,12.597084,13.809134441548867,-11.05109774314634,E
M15,1.251433105289606,5.795321144402109,58.65848,-12.322972,15.154360968636643,-9.533739150320466,B
M12,-2.71742177594338,6.215874070014966,56.421696,-0.1459253,16.86736148689116,-0.16401677150132257,B
M21,-5.561903078673242,3.332871333465319,38.71789,-2.4969683,13.604998605482056,-1.4671508782558096,B
M65,1.8505674063266384,-0.5627470082004131,-22.109007,31.905983,-5.623003873694933,5.049060544294557,D
M64,3.9700526397114473,7.6875408661817515,68.5536,2.9399927,19.591663433887312,-4.043951885188093,E
M46,4.283332650762707,5.9761820609128575,65.712006,-7.168742,16.36581881940386,-0.8723275890459882,B
M69,5.305462368922119,5.42873379117166,23.090803,31.483747,12.573429321471204,1.79133819525653,E
M66,0.18027709174721893,6.579870950914442,65.74436,16.709257,13.645725707409714,-4.178442115629595,E
M55,3.494226782207833,5.525344908876791,69.9146,1.3172816,16.636805022019605,-4.701434138733707,E
M10,-2.9346036875998056,5.651617018609955,55.51097,-11.788578,16.938302774352813,-6.170653492668117,B
M12,-6.033491038244552,3.6294967815894768,35.7604,-4.835905,6.756435151152022,-0.3963417183947559,B
M10,2.8946681851172094,4.552873569788496,67.14297,-9.649408,15.458195412948626,-6.424774848774579,B
M73,-0.1241579425801583,5.42660630705574,33.97669,10.193371,10.589381661124794,0.8870466731110344,B
M10,0.8043615762407194,5.88832806066259,63.237473,13.779235,18.48080085417076,-0.6772688692705884,B
M10,1.513735935671194,5.2422998217716295,63.16513,13.815609,18.444543700239564,-0.47914679669642235,E
M26,-5.984191749525971,7.437539092250455,18.500063,52.61349,13.255140547551443,7.6217882117104185,E
M85,-3.467946750517013,4.016314931738221,33.881657,-1.4312496,11.661854192896042,2.7533555135780987,B
M07,4.7238130831196985,8.593640882604188,60.99904,19.440622,16.695990720424568,-0.2249233837951857,E
M53,4.618845384388631,4.172493802063292,74.33742,-11.387655,15.19781666370355,-13.311458034828489,E
M38,-1.6372753138421114,4.989802518373055,56.64535,0.3003957,14.984235035261328,-2.418576604324444,B
M12,-0.8726933437605612,6.024706276799637,63.33023,-2.3533375,18.066538385409473,-1.1170540705528207,B
M64,-1.4710222556683688,4.010879527405006,48.636646,-20.31768,13.650501302119512,-5.467359103516555,B
M78,0.21162937258581868,5.162484022537038,69.170395,15.649936,14.887154069496324,-5.339224634427607,E
M18,-3.587702900086106,5.726410475353041,61.791195,-5.7743993,12.575623795855975,1.01305828738845,B
M10,4.328900010414601,4.41266274743314,56.41175,-15.408072,14.652226532006171,-4.325146066749644,B
M53,-0.5598620647787981,6.476421307467465,66.56236,17.559666,16.988325262354774,-2.2017930048133665,E
M41,-3.1871885007640173,5.174424014818463,38.65415,4.341547,10.9172357703954,1.6750514360760704,B
M11,0.5696090117144785,6.075409183066934,61.009724,-12.907413,15.943254768128995,-7.3154827629206896,B
M39,-0.6445675319950114,4.372785311669632,53.947834,3.185528,14.321929595365788,1.9353096606556703,B
M17,-1.3855100202391657,3.293421053796985,56.109913,-9.562831,12.436366198377831,-3.5157817342611097,B
M12,-0.241722091969819,4.837701234915045,55.633015,-11.725041,14.50734299934927,-6.853340628030275,B
M83,3.6617478982748746,5.980668036605069,52.391376,19.814037,12.361703877238337,4.77073999145238,E
M71,2.7439041619222935,8.363452984555435,69.1308,17.717028,18.88373981946317,-2.359115657286277,E
M79,-1.7337431022963299,3.997001340439446,50.969242,-0.06783594,12.222505482890922,1.52017010523494,B
M16,-0.9879252437345231,3.844918122924712,58.39039,-8.093735,13.400166954100305,-2.0881505481147284,B
M19,-0.5834867142969954,4.3198124984953505,56.13583,-3.8823235,15.457204774464696,-2.9404978125488395,B
M53,12.72902132067417,8.540155525580769,16.41364,55.526318,8.743792196314798,10.009400444967191,E
M10,-3.9269050258286358,4.1586001245165,50.297813,-13.018772,12.541466008465429,-5.810794606855179,B
M15,2.387308483529718,5.915042805628337,65.1874,1.0059266,18.81464175327588,-0.2981027704871017,E
M75,0.41332050133356735,4.8757858875891715,64.247284,-1.4345434,15.175799537143234,-3.1503388806775607,B
M72,-2.4657636446030646,5.469005021038242,49.687714,11.937113,14.20012168708897,2.398633208831826,B
M05,-0.07795235782200453,5.26430741558771,56.648254,23.367939,13.970292979327539,0.1113762164272918,E
M11,2.472378592127528,6.015664674950619,66.53976,10.18582,17.171237298154768,-2.531421288464011,E
M76,-2.6685564827096657,5.624221160636416,57.246944,-16.172272,16.219416907107572,-6.8904437250926,B
M93,-0.039125804901246126,5.863443960553815,32.773304,25.732786,9.239287780410615,6.169381073534053,E
M19,-0.5810308505279898,6.0552824834788055,57.13528,-9.079161,14.839615664836684,-3.3853712493366723,B
M50,5.990852368883496,6.573868545623041,67.05776,3.050657,22.04845395399859,-2.456158269193869,E
M62,3.123314296927987,5.76789246486411,64.27217,3.0868804,17.225047120255887,-1.8913570533046529,E
M18,-3.7389335943795357,3.70071148816517,52.998917,0.85601133,15.204418248789427,0.7546596890465191,B
M07,-2.133177450261092,3.5048488396809163,50.84762,-5.1278653,11.998842505318304,-3.7119784978585177,B
M18,-4.377224009684758,3.004587553465938,27.569462,-3.3580651,9.722251903290202,3.43450207435993,A
M09,-1.193221954434759,8.297910365939485,70.31665,12.233634,17.53747909262752,-6.612511173120929,E
M15,-3.7897098581080564,5.785621338651358,74.2775,0.2736378,15.279091085052926,-0.8334647398029263,E
M32,-1.011472968089008,6.111864416499622,45.318115,0.29023176,16.92789494909388,-2.7082451171321957,B
M32,-0.08773607935018117,8.21198692366565,78.365036,14.601437,15.63087005160265,-8.307737293965308,E
M18,-7.015982574396896,0.7613608011366405,72.43549,0.73439485,14.317696325984585,-8.519054912472743,E
M17,-2.581491895867009,2.641948430834478,48.476597,-12.088165,11.663282448472174,-4.225782484560265,B
M05,-3.9193768763078958,2.4719084800150806,49.44274,-7.3403,12.283982257872742,-4.285007437287907,B
M05,-3.884065662856068,2.6906607519450705,37.445324,-4.1735525,12.491174053265281,-0.8401260133496486,B
M58,-0.9702773405785139,6.178984100978081,66.69961,17.426449,16.336795931856013,-3.2736869140039637,E
