Muestra,MDS_Componente_1,MDS_Componente_2,tSNE_Componente_1,tSNE_Componente_2,isomap_Componente_1,isomap_Componente_2,k-labels
M43,3.119277118932003,-6.900847587406005,-20.787603,59.603687,-11.045050818205823,6.184305329612039,C
M17,-5.694697444733194,1.316331023364703,22.808481,34.900356,3.545142965595648,7.5726293217947855,A
M30,8.24277459287502,0.22085886729924784,-13.998235,68.30651,-10.35721382588625,2.6137098072032976,D
M84,1.8003679741639884,8.505894574437194,73.70096,-6.142269,17.580213509427995,-6.525729182992643,B
M83,-5.357111390815527,1.1651283816753395,28.96408,-34.41021,6.167633408963489,2.534710865749356,B
M47,0.054137897352797996,8.90427670831648,42.949013,23.579496,14.257552274689647,0.930277761210711,E
M74,1.1368238008583054,5.080730485318882,57.166046,3.6695423,16.855569699577586,1.3449810712495305,B
M49,-0.7403073227015566,6.603635709783289,59.203842,3.4426537,16.795419570472884,-2.688951979823249,B
M91,-4.930693661611655,3.8930358206306455,36.426044,2.1339264,7.860655070203559,-0.06706594424418937,B
M23,3.291915214482078,-2.568073145461427,-17.17971,61.44549,-7.779299321648351,5.328494884602381,D
M45,3.204863422000789,4.859371229615355,57.51509,-24.536459,14.86943615601061,-9.746644615560427,B
M27,3.7347730730717767,-0.9598477585116664,-16.794939,61.597965,-5.435459333865984,5.968500441092661,D
M14,-2.3394540265965476,3.2049624331213966,37.26479,-11.168765,11.40865938521616,0.9352128877961992,B
M32,-3.8906170090874195,-5.082205203648014,-16.85495,63.912964,-5.256387860071474,6.818351639294424,D
M79,2.6304541609266674,6.9480790594471,64.582565,9.498789,15.238416901739535,3.124065738429166,E
M42,-0.1263440602864981,7.99228574932567,60.642494,4.8348227,16.834632292670552,-2.806629181624182,B
M11,6.3937206573883225,-4.0352471811308765,-27.133343,65.72369,-7.766679424901051,5.223751798873598,D
M69,2.012756701927209,-0.9323382828294484,-15.851084,61.51328,-4.623207997150001,6.225267312285197,D
M85,-2.807684591171505,-0.26766476666647393,-14.613902,60.947308,-1.897033295903258,7.355392458322403,A
M78,-10.285816957072946,1.848400394258363,74.06941,-8.987313,19.051540788146287,-8.957556906160171,B
M35,7.0051735465685185,2.2283475312541974,-14.067845,66.79086,-3.771591693315768,7.402071809229627,A
M29,3.004262458161506,3.553422261106975,17.616741,5.2474203,5.81670934044381,4.4162642461898285,A
M43,2.326549282902308,7.972537036872897,59.839577,10.985331,19.47646770279754,-0.6406099555497526,E
M09,2.451974624344999,-0.18692270054416188,-13.876833,60.888626,-3.5256757392543263,6.502895365281114,A
M30,2.113564698495161,4.644937174671512,29.809546,25.971764,10.419885617327296,5.985422193433565,E
M22,-4.109655021696543,-3.1377979938166574,-14.376362,65.88086,-1.7506013476069338,6.476848580843221,D
M25,-0.2834597844471919,8.219520810444259,61.110096,4.7496934,19.924554224737435,-3.790387569683293,E
M10,1.3709455257069403,-1.090283193811155,-15.641709,60.928726,-3.419264382887415,6.044674024524621,D
M65,-4.456450929931026,-1.4687925696620099,-14.542378,60.817966,-1.4897859518649652,6.217941540139817,A
M37,6.641946373775225,-5.151585993302477,-23.80541,67.303764,-13.33951401844584,0.8952367413891759,C
M34,1.6139186876012237,2.1312098604897867,-14.628182,60.971474,-1.9274341336087217,7.234284131910278,A
M87,5.284022965640474,0.7842002851079071,-13.263087,64.105,-3.436104188388492,5.578420211051781,D
M07,4.801823564871457,-3.350693414649695,-20.10396,61.674877,-9.178566092728943,6.2084772048023735,D
M24,3.364800987538884,1.1102783507717657,-14.507305,59.26692,0.2530593005549989,6.831232162922566,A
M05,3.877418536669256,-4.165367632614391,-21.278412,64.285904,-11.897751338445621,2.1835932909925213,C
M08,4.463849433392193,-2.3716442644824847,-21.766306,61.998985,-9.996010782015617,6.02454791429067,D
M40,5.316253279330511,0.12018771815446676,-15.907813,60.96452,-4.23590738345964,7.545834988074177,D
M44,2.430495942653764,4.164791381690323,34.32336,21.657488,4.046833642814982,3.0381881279427088,E
M20,6.363854299306081,-5.326831875135082,-24.26593,66.1947,-9.311001100362422,4.151924179753854,D
M50,7.768567714783357,1.0867775469667584,-6.609519,64.040344,-1.719036501654008,-0.11057422746989364,D
M19,4.388366162410194,-3.3614159685648155,-22.617285,63.313133,-9.09844016723773,2.8711944499469957,D
M88,6.622793753879853,-0.9879957522184404,-16.134209,66.59345,-4.1012029907376215,6.1372057262028,D
M31,3.5617721676978977,-0.11368819725406908,-14.5288515,65.750114,-3.6113420591489183,4.909768620090901,D
M18,1.531148889579231,0.0951840254480074,-15.24197,61.043274,-2.3959511028141884,6.423535119024959,A
M16,3.942122570429999,-4.319405956337635,-23.678465,62.46491,-12.086171619832252,1.5327965656998828,C
M13,0.3885102087632206,1.2568866067888225,-14.734398,60.599873,-1.2682382606328049,5.21920994720341,A
M21,5.794554213392577,-2.946559582607513,-21.234468,62.19648,-12.064820550650811,5.971818045602025,C
M36,6.745438225667644,-4.926422536665259,-21.325632,67.66027,-9.5048504692969,6.196469551334899,C
M33,5.248827380193981,-3.0321713777605463,-25.145645,59.805088,-13.106417517874972,3.6637915438730277,D
M39,3.8032216509247707,-0.5464518343891018,-18.436861,62.743446,-6.624929418441086,3.268643314582643,D
M06,5.133027522606415,-6.59950649329472,-22.52588,69.27882,-14.59228961958048,2.3457233676146685,C
M48,-1.9673193308841166,7.603989145860338,43.37721,24.445002,12.610581518244672,2.0567109764606797,E
M15,5.1478362025103435,-0.7976877422580103,-20.971869,59.959236,-6.06154670014351,5.939733189345636,D
M90,2.3983942849055317,-8.405076274421045,-22.987411,59.55605,-11.720305416736513,3.015954946233372,D
M44,-5.710087587993669,5.437842559053439,31.042133,-2.5594196,11.99781024324726,3.9569907324501874,B
M39,-1.6055483426412251,4.851263996778673,57.064205,3.5472784,15.764577563333685,-0.45058852956998485,B
M29,-2.5283533744236384,5.837633198035759,43.44477,7.517993,13.908698276254919,1.264134269259475,B
M54,-1.3743642174063353,6.5395101899206765,57.13451,2.8827589,17.079410651391164,1.0755930227865433,B
M37,-4.0090673414977145,-3.636530589613055,-16.153782,61.26235,-6.059185806975284,6.408019932661861,D
M49,-2.9677876001155745,6.770233946544788,34.730522,20.561182,11.660516287675042,5.816819989315959,B
M38,4.153064512841383,0.7314130869354655,-16.74496,59.921722,-3.506984930747074,7.686966813174501,A
M16,1.9827005675695712,4.382448520292598,22.5065,21.135357,7.763330838681656,4.293981823326353,A
M30,5.091241002564299,5.353312830944594,44.22599,22.302485,8.616063463353989,4.050821955332598,E
M25,1.9233301972441106,5.178673699634895,64.765076,9.268643,15.29804990154973,3.066435036969419,E
M43,-3.513310600339611,4.005130653627389,36.15297,2.062185,9.03514673289336,2.198284063140332,B
M53,-3.4437814416469754,5.656808234929015,36.008602,2.1119716,11.634769206240376,3.132205170997862,B
M12,3.223662130709312,3.074011628362523,-11.086328,60.260414,1.5764963434057215,8.271184659121817,A
M41,4.305918604953172,6.851366812840457,74.07733,-8.8790045,17.469868390731055,-4.249501220716436,B
M55,-1.6757870744475523,9.298419687867629,63.81039,9.44042,19.510632372324416,0.548423729244463,E
M47,-4.540581293012608,7.056144636755747,22.561855,21.015572,10.778269535844974,8.153764427647008,B
M13,-6.243596401399685,0.026920826911589663,-11.169981,60.102425,0.0910548176601286,9.090128436781745,A
M10,-2.9586661129962346,-7.042524385949696,-15.821521,68.62397,-2.931521975599611,6.255880448447325,D
M51,-3.9205273559418763,6.778191406949253,33.03466,21.679237,10.286932745646961,3.865646122084501,B
M31,7.806997944134052,-6.954967523274399,-27.13353,65.932434,-10.467044600702883,5.5153992630715685,C
M14,7.808421899922156,-3.8699984565053795,-18.322481,68.97281,-8.88282263120412,4.577889335617436,D
M07,5.573254003919219,-9.786881417512994,-23.407974,69.14901,-20.23921168312167,-2.224714206993224,C
M23,-4.686988510678934,-4.265328734024224,-15.712118,65.18058,-6.0615824906547235,6.1543203870032785,D
M19,5.767630697606125,-1.0767314374897314,-21.279331,60.660625,-8.864627962055652,6.654103891376839,D
M05,0.21676707693572353,9.10939320384562,57.428963,19.889051,12.42975936418038,7.2709839584270695,E
M11,0.38447966712697024,-7.022619009916103,-21.031164,62.364437,-11.414514519370975,5.025414698547159,D
M28,2.838661896742515,3.3806752986024353,21.375942,15.360202,5.40194643958565,6.9443147486979315,A
M24,-3.264114313485625,-5.786050262098475,-21.810562,60.831326,-10.16758887657275,6.248953473265396,D
M15,8.982374027807403,-2.814999285093186,-18.265701,68.98298,-6.349422033850566,4.7708278794159495,D
M08,1.5181871773262392,-6.046427020121599,-20.6633,61.42478,-7.408954083303623,4.204757840290175,D
M18,-4.914520869009481,0.12256635591219334,-13.403391,59.67452,-1.1411649665737513,8.318172436941433,A
M09,5.452503905560512,3.2898971000114448,-10.797112,59.27313,-1.827057668905857,9.545296113519704,A
M52,-1.5728182117598462,8.184888471741633,54.391956,15.544946,14.476322133805558,5.291440285554046,E
M36,-3.6347971463579554,-4.41872958384733,-22.698887,59.78697,-11.14699811286542,3.5778420038886534,D
M12,3.017289149807718,-3.392426466508049,-18.695961,60.990704,-5.820862574022604,7.814907726669872,D
M33,-3.7883560255539406,3.7128915613681897,30.187357,0.07703938,11.957932224408564,1.7068928464805873,B
M22,-1.053716209014527,7.478978338027639,58.605145,5.00369,17.646545229157994,-0.8661179404111977,B
M23,1.2527091330188227,6.021968223353802,59.30816,5.2273993,16.481901293302272,-2.2382277707793232,B
M46,-4.569029351932526,-3.4652980903890196,-14.521848,63.921646,-4.230389061524061,7.210929820859657,D
M49,5.926031023982759,-2.0049779652014585,-18.428877,66.018776,-6.448328858241504,6.417282353522723,D
M26,6.916565927115002,-7.92617370956807,-21.783602,68.55839,-15.00345056537105,2.6755952292469507,C
M52,6.578377998969977,0.4886187505243903,-14.401766,63.942043,-3.1343155429484293,7.289331565734979,D
M32,2.4801403392690444,4.414090424644212,53.52936,10.237532,11.853698515076644,1.8411783015360745,B
M70,-5.130367616425091,0.12110309195954924,-12.371506,64.796585,-3.86277800946385,9.482452203969965,A
M69,2.42586692810044,-5.775469483500317,-19.602623,63.193844,-6.81847217322982,6.698965192454061,D
M57,-2.6430117323314177,-4.085824871876061,-15.29933,64.41053,-6.078585403621288,6.446986508792764,D
M68,5.073347002204531,-4.5009593434812745,-20.008347,67.10706,-9.738669538432895,4.544189187167208,C
M29,6.010007729833829,-5.948925269926916,-22.497568,66.76356,-10.76913547936482,2.6822630458190044,C
M50,4.910423366369721,-0.9111610459302754,-23.046707,61.460793,-7.579219680739069,2.8314297341057726,D
M54,-1.1249731356222716,-7.164306991612082,-19.23545,66.97804,-9.675733170566712,3.797661738350445,D
M35,-3.3144095850563735,-4.1533747930555664,-18.388391,63.51999,-7.962197989812882,5.46672028504432,D
M56,-0.5609681945181161,-5.985715060599856,-19.516768,65.25647,-8.190235484760702,5.0914656940812515,D
M45,3.574368047655875,-1.205594640634156,-16.10379,62.768566,-4.1619757603685645,6.141806470325223,D
M51,2.268864004551981,0.5202011322207373,-14.461404,62.645134,-1.9256360258740566,7.2080183260301665,A
M65,-3.8319633716220105,-3.7218911212899,-14.853052,63.456715,-4.3800916748432295,6.82557809460096,D
M62,-2.8182045478060993,0.4445531552382791,-14.88746,61.289406,-2.74234389581587,7.314399850695995,A
M63,6.150891760007489,-2.5159226693593517,-19.326794,66.4124,-7.300352140147031,5.478483019718403,D
M53,5.32246858768023,-3.099870739294565,-18.851133,66.490814,-8.724009416038193,4.211399697274018,D
M43,2.8766290785209625,-6.4580986531123195,-18.59715,66.72364,-6.994501141792155,4.655430148962806,D
M28,2.2619160300519496,0.8629663266888513,-14.114854,61.37961,-5.12988213028744,6.461980558780012,A
M41,4.035867676687182,0.5383816820836662,-15.4955,63.477165,-0.9537718302249341,5.158306931994748,D
M31,5.8238072668998475,-1.2257797189154467,-16.886757,63.870487,-3.8548773783700168,7.476957362272205,D
M58,5.139223453575326,-2.606100722239408,-18.264912,66.29878,-6.234830434570423,3.87547054558792,D
M47,-2.6685593510575982,-6.9564974270675854,-21.719702,65.66886,-5.062147522758688,4.083045725604905,D
M61,2.424547486992043,-7.074322255368306,-19.580984,67.428345,-9.01064696271076,6.89891078019856,D
M48,4.373177872196087,-4.608218059806605,-23.737753,63.54046,-12.334081519043673,3.3927265468322556,C
M25,6.460975471896337,-5.496552713164662,-24.51756,63.25666,-12.495447049900232,1.722151059380058,C
M76,3.9286501619380427,6.2294034673480185,58.442654,15.091502,12.71884410096568,5.164089636967881,E
M34,-3.8845565977189676,4.033552883650145,30.23271,6.2178664,10.087709767277838,7.571342639913997,A
M55,6.5511760700260915,-6.245743956172567,-21.393074,68.43825,-11.5461293886542,5.864645502781484,C
M37,-3.0507133294665807,-2.9460738866906224,-14.119468,65.8915,-5.176953459530771,5.949222125639648,D
M40,5.7872422346077155,-0.1545979819790164,-13.803421,64.69952,-5.28011699386566,2.097787618574518,D
M72,5.357161227829642,0.2882327845480399,-12.634159,64.78646,-3.5748435124309044,8.295077620504317,D
M60,6.48662630821948,-4.68565376971477,-21.336657,67.73521,-10.62141673404328,4.7944392331708,C
M24,2.7121152236310326,7.016309321551183,59.34403,13.321895,17.728359160767845,0.9341747261602905,E
M36,5.527501538301983,-0.8568114155063615,-17.81425,65.66412,-4.0500246276527525,3.7078835543741637,D
M59,6.2349523545043795,-4.726414177639361,-20.988943,68.145134,-9.019616659987195,7.268054628342045,C
M66,5.384649020193036,-3.5551597815743023,-22.700895,63.783405,-9.65011469277388,4.2137603544378655,D
M71,6.080310616398696,-0.477059762690181,-16.450418,63.580173,-7.146806692558412,9.032056868957305,D
M77,4.350824252523085,7.193429191629076,41.501953,26.744125,15.154877383358018,3.5604522625126225,E
M21,2.555323358292105,8.826268749084301,66.22123,18.585297,19.56496657542762,-2.995742201557047,E
M91,-7.021793329055741,-1.7325502070301084,70.57946,-8.2645855,15.637216905772087,-3.1478112883092675,B
M50,-2.9074014577857827,4.637194537142037,42.4862,18.6768,11.247398446411896,1.2453381723932389,B
M84,-4.850256749240614,2.483587956650329,16.892834,8.848047,4.207075520378783,7.108762268785726,A
M46,-0.5689221374002547,5.879414561803004,38.210537,29.644068,7.872967928919532,6.8777423228392,E
M90,4.53951261105609,3.5207359423827915,70.93246,-8.063889,11.926234101841045,-1.4108032148306338,B
M85,4.9310319223446175,3.3921907388631927,-11.154173,64.67059,0.5855647363637014,8.811755591720665,A
M38,9.321418623884265,-1.8563670927952538,-17.104439,67.96802,-7.537869288716044,7.154796059520018,D
M52,-1.5287056887130877,4.839704864631937,59.54948,-5.308884,13.960559462193835,-4.5970158409315465,B
M86,-0.643020229184464,4.738146617035033,43.809967,17.222063,14.906066948012196,3.5702231450901714,B
M43,-5.036363594352142,1.6258502071748735,17.949266,5.4455786,6.256845665444,5.7498460693536995,B
M49,-0.40368102501214115,5.337922643593277,38.33179,29.706139,7.221644781964796,1.9344846527634387,A
M92,-2.3469995690135743,2.4123114021842267,70.65326,-7.1920137,15.7987442295497,-4.810235390241748,B
M87,5.186458605967794,2.2092436267330062,-11.418569,65.16918,2.7487895447823263,10.790110896298055,A
M71,3.464962138995982,7.347158435864692,59.77757,13.294368,18.669304711588698,0.3057267032741037,E
M82,-6.266904062388239,-1.4718862135664754,-11.291809,65.45941,2.026708557326129,6.768196788738146,A
M74,3.8714061440664547,2.791215364955731,71.280365,-7.2435937,17.602912038916397,-0.6846765120780359,E
M78,5.6819461750333184,2.939766473667089,16.192484,50.269547,4.329471769460975,8.098575452384459,E
M73,-1.9968399627383542,5.8824720965381365,43.74514,17.123636,12.430657927602244,4.199757047462205,B
M48,1.1370543952058194,5.565228902543147,43.704155,21.296688,11.892631702842554,6.285937993062019,E
M76,0.8832089583310285,-8.333028654361659,-20.592184,66.45425,-7.764454947360381,7.068196451697456,D
M42,-6.909463017446885,1.6874541856252687,-11.007801,65.19641,3.9498486249852474,6.2784471400137765,A
M51,2.642530631400557,5.102232825405598,41.59497,32.055412,11.621839441337105,2.3035534200051497,E
M65,-4.990184325726097,-2.42728467614504,-15.832312,62.520817,-3.0725256037896664,6.683797408767263,A
M81,2.550722234177724,8.184932368194787,41.71647,22.471043,13.474385758143343,7.0552894065189795,E
M72,6.4413519305226075,4.200318776485024,41.644295,32.08351,6.4053636317231835,4.265058111092922,E
M79,4.786868385101199,1.6041598106869472,-12.104831,62.915657,-2.590598388438092,8.457305499118135,A
M75,-5.0615469996467,-5.94887452365672,-16.669127,67.34713,-4.618924301864538,6.761719163241947,D
M39,-4.725127273401174,-4.805832973035719,-12.214758,66.23021,-1.813136985094726,7.056830318260737,D
M89,9.259743804797845,5.063841093967089,64.44034,26.290842,15.212221448056097,6.6745269375179825,E
M68,-3.673863311617931,-6.7695021793589,-19.032576,67.253395,-8.22632647988218,5.8945476499390885,D
M56,6.745023423286991,-5.788008944500547,-21.271381,67.86181,-11.073773422337435,5.210839753633505,C
M58,4.320068334572113,-1.6127499274139496,-17.70991,63.290546,-6.970278154333486,5.795056466925991,D
M45,6.60175286843808,2.471094874760539,-11.58877,66.038956,-1.1672071226012333,8.07654834357654,E
M41,-5.892844684943041,-2.0982224553133095,-11.735111,65.96891,-1.0361217262679194,8.01630169100822,D
M77,6.506539014396104,2.8206504039852835,-11.275073,65.652214,1.6447606695523738,11.090277232052536,E
M55,8.019987177177386,-3.9079835623810535,-20.120205,68.17221,-11.316981610819726,7.1329586450803735,C
M62,5.712772110648973,-3.9065738949231545,-20.33925,67.53646,-8.549754393822111,5.813855330814864,C
M57,9.515800202628245,-4.829012535656094,-20.350729,68.77154,-13.569402281444154,5.226190069571178,C
M56,-3.8443020172573648,4.686439150785832,33.69274,3.4430842,13.538999159272569,3.12743753612703,B
M35,-1.0805425290396629,5.744606228482142,59.16972,4.2606425,15.721420890147492,-1.9379456330187639,B
M30,4.479803239045941,3.1745004793109644,58.979553,-25.699747,10.648525036164392,-11.43069983947602,B
M31,3.319728495725884,-8.431691119218428,-55.35512,-19.22064,-17.577133729439403,-5.339968591708037,C
M26,1.2160953519102369,-4.067605436321554,-40.846188,-11.081004,-11.60481908572024,-0.5073276462968225,C
M18,-0.010193261422751931,6.36365922151093,59.65784,4.1891017,14.30644466083868,-3.3833746718211346,B
M23,-5.070979612025343,-1.0639244387486106,20.352057,-33.293007,4.485689131661883,2.965401906315582,A
M25,1.6707030844303232,-4.887463048220076,-42.4407,-8.339096,-13.316655142659537,-0.035952136313606754,C
M20,-0.6701526379003272,-3.908308232671425,-37.926174,-11.130669,-10.115508119896427,1.076551378656891,D
M57,-1.195636770934174,3.6355291636572216,52.00974,-2.8197508,14.33110724983686,-2.071548399449489,B
M22,-5.825790627489014,-1.3621963610294285,20.381746,-33.348717,4.385961602747515,0.827586407884001,D
M54,-1.5778424626698795,-7.111536072398274,-40.24314,-26.397612,-13.149372356372982,-8.475848383984069,C
M60,0.46650199902298256,-3.9967345675021244,-39.846428,-9.437829,-8.926336986979354,2.3805836569839074,D
M32,-0.7907147913886706,0.09768337121379206,-13.658641,3.9897275,-1.8547981022786395,4.351493904624698,A
M34,3.2203383865815325,-6.380956925609705,-41.885887,-8.561127,-12.553365171065161,1.5068501803813341,C
M19,2.1253950650138984,-1.626489203772462,-37.423622,45.248493,-5.971159586688576,0.432369434896551,D
M55,-9.102008375398317,-1.8371553232828126,64.30008,26.233995,18.762590780252314,-0.7326955178327628,E
M33,2.630840875404959,-5.735362049738387,-43.484707,-7.306998,-14.21660429730484,-3.765284160721124,C
M21,3.010692532150565,-1.107740915991873,-40.678356,43.085445,-6.525391197734572,-0.7056572805224705,D
M27,0.6007654628304275,-1.3691136633689134,-19.408194,2.126435,-7.5081931231420596,4.473901992707808,D
M24,0.1961862129059624,-6.159307214514969,-41.824024,-5.613935,-9.661421459469615,-2.6233333690435905,D
M29,-2.5162407601386243,5.776267753266895,38.52263,29.328638,9.262913255882639,5.968213328616759,E
M59,8.044514264375637,4.672817674455145,71.008255,-1.9594414,16.391831240884624,-5.357531391804839,E
M73,-5.84127862118209,4.495694782955742,52.634296,-37.33999,15.676606854625266,2.826239264254991,B
M74,-4.964652256585051,4.499407500815625,52.6031,-37.28079,15.482236981346416,3.0978625398344146,B
M15,-2.9990135212081963,4.017022463918733,35.156548,0.7585778,12.464027477059584,2.7046784221139997,B
M13,-2.384689083468572,3.1485556177087073,37.880928,-8.315085,11.732631645171514,1.0934151921480424,B
M42,-3.246863678306598,1.9830478293542682,16.58277,8.505932,2.8258375033967744,4.682337740902913,A
M10,-4.248727789936064,-1.8279448203389321,13.271228,37.530067,-2.931736309381644,0.9476055309470582,A
M16,0.39789526737661185,5.763547471621272,43.93285,21.254114,10.795058992565123,4.3109475255910565,E
M54,-9.378551126168778,0.22047040949149874,16.860428,-52.861095,3.6686006940592013,-3.22044524217428,A
M41,-1.8350148002242557,2.1166376765601185,19.834208,18.510723,3.0885757746023845,4.808859746746796,A
M47,1.8488857263317393,-6.400146068265088,-52.677822,-15.7139635,-14.609993511360207,-3.917947993433198,C
M14,-2.271202236845395,5.010993086177799,39.18317,-17.401415,12.19440352812837,-0.8956724845404106,B
M17,-2.8613416481226794,2.3837205401307457,8.30723,-2.690921,1.8368668434411624,6.342450750734487,A
M44,-0.7151156749486184,4.526682868549205,50.954887,-2.3017745,13.396185356222107,-2.5510287983814695,B
M25,-0.3568703129638023,-3.574698283298553,-39.510746,-9.601097,-8.620479199650562,-1.199478500430484,D
M39,0.8245571128002406,-6.44669066561627,-52.25403,-15.47714,-13.973415303636227,-3.7610013580784485,C
M28,-4.569816766849922,0.44963680691562363,1.1585209,-2.1698325,0.24021645841934913,1.2976612020561915,A
M11,-2.1087455348911868,-2.6252171653166068,-10.6455,2.5549273,-4.5758442634498255,3.9244825065870987,D
M22,1.4689322259879363,-5.02585202826195,-41.850258,-7.764325,-12.635133081098477,-1.5386316498689194,C
M27,-1.8685483564175667,-2.249647955327015,-6.063922,-10.094508,-6.245614686153154,2.3768808218604973,A
M57,-2.247553307909954,0.20582251590731,-4.666458,-10.583161,-0.629087756709802,2.723318567526598,A
M37,-2.2565426875589267,2.9943996224183813,43.480606,-7.410301,12.506481342813496,-0.8519516428336961,B
M70,-1.6858762443843283,5.461415060058009,48.82073,-0.058945615,15.208434533835357,-2.012014754572032,B
M19,1.1334699342710328,4.9374834535384835,51.009266,-26.94272,10.788595710001745,-3.39079344269632,B
M23,-0.6760951794606356,-0.10291494544163067,-13.430579,-7.415996,-4.33926161886935,-2.1746116389229853,A
M40,-0.6466512392049765,2.440473864937658,19.29913,17.372208,5.086216885698691,4.945180352613196,A
M32,-1.3855073588760607,0.058960235304323594,-5.6471925,-10.286892,-2.8490502248050062,2.663154061911072,A
M12,-1.2071169977868625,1.1416258680722564,8.791841,-3.827344,2.8139379054912452,3.660866826455358,A
M34,-1.689708749302562,-2.1988803504275554,-13.102739,-12.207592,-5.949149533471752,0.04891433624012238,A
M55,2.014729464307723,-5.139467995561029,-45.794357,-9.318922,-11.27202942450024,-5.12491609840328,C
M35,1.8652563940237241,-5.670842648894457,-41.889656,-8.313368,-12.386280404741285,0.49440545515993045,C
M53,2.682939085020771,-4.982487112694335,-42.981113,-7.048889,-13.462986065399829,-0.7155434285161703,C
M20,2.556629104546562,-3.4093587314602143,-42.811855,-5.6549325,-10.668841922792316,-2.357327690896463,D
M52,1.9958936233665527,-5.7330374260840316,-42.3197,-8.404209,-13.782568728290912,-1.1583506440058293,C
M38,-2.158225342769589,1.4635818940526137,8.3414135,-2.8748426,2.3602561501265114,5.9346836280977024,A
M49,2.3809152210797704,-5.687727009206685,-43.195374,-7.850122,-16.425161245669894,-3.648266306160999,C
M59,-1.972516165234142,-1.3750244654754407,-2.571447,-10.439607,-2.8637187226797316,2.9435195209140037,A
M56,2.0700898832596395,-3.9899762442282767,-42.32994,-5.9801073,-9.98610706874145,-1.8643448508258167,D
M08,4.640489579473142,-4.146063020810513,-38.81361,41.82636,-8.970795863847062,2.005990926803711,D
M21,2.2851385720915873,-6.084778462281867,-42.4956,-8.46609,-14.829058350050715,-0.3278028980162115,C
M84,-6.832895216757827,-0.33446816541517665,54.11133,-25.308556,16.302676990663457,-7.969735206794064,B
M36,0.7979780368357171,-1.5454234305617398,-30.560612,-15.654199,-7.626536352712446,-1.4873251693061467,D
M24,-0.5078926840775476,-6.33261769622626,-42.91399,-23.07672,-11.119738315042484,-4.55928079377152,D
M58,-3.741822534951168,-1.8186708938222875,-3.3491259,-9.36107,-5.636303346072146,1.1759369799286477,A
M29,-4.490974640438836,-1.0283246139754993,14.267921,-44.767944,1.5594102212839833,-3.859409788980035,A
M30,3.201002202557973,1.0044258810223843,14.320949,-44.653614,-0.9656604043092236,-3.291160505005081,A
M83,-6.038809697994112,-7.989104328195078,71.35574,-2.0982485,17.33559028329669,-14.308630388281982,C
M51,6.9217134293905875,-4.289253565307241,-26.06292,4.547289,-7.054159470411647,-5.740627190744888,D
M18,0.22896251575395382,7.5698087770311275,63.097607,17.646639,15.475784288450967,-1.9839877260651841,E
M76,-4.280328559781308,-2.4194176305228767,-5.846804,-13.100149,-5.09347880694846,0.07418179487699324,A
M65,-3.981218271891355,-1.2278131485839687,-5.7875857,-13.132958,-2.7934290187238373,-0.14049609615088804,A
M88,-3.6708479171537944,4.056135671131924,53.671093,-14.897856,14.59100946103923,-4.688814046953215,B
M49,-4.704646614648995,1.6851612866192507,55.352474,-13.437713,13.726909092960039,-4.715273328534083,B
M39,-8.889298329558793,-0.982569089492462,16.75309,-52.733196,0.3910781062962134,-4.682289189185295,A
M47,-4.967400225624095,1.1386037980088564,47.163853,-11.704609,11.609304010847644,-3.288681739827156,B
M52,-2.805493214300764,2.7823657686221748,49.89038,-9.447431,12.409423216130696,-2.757535985461182,B
M75,-0.7510166185373509,-2.5713328280201417,-27.211992,-9.684423,-8.01758810269088,0.5250564324398556,D
M57,-3.4733636752971218,-3.3280193993748877,-9.400808,-17.10079,-7.043822138507147,0.3737056282324105,A
M77,-3.8386663866360404,-1.5381965341306674,-5.690059,-13.199603,-4.262346072079965,0.07784196690732698,A
M67,-2.395143697380354,-3.008624673028737,-14.384718,-15.565202,-7.551598741693122,-3.2661555555969537,A
M83,-2.096702447306907,-4.344615785026241,-27.534117,-11.467374,-9.98022851725767,1.1821577534557113,D
M66,7.462949461389457,3.966847614475254,20.570602,-53.588203,5.767299636748519,-1.5483198421262871,B
M51,-2.964017513861411,-0.618751976205545,0.8543594,-11.705283,-3.090537106126063,1.4052793715006922,A
M61,0.05010249499113487,-3.7586265865530746,-30.85526,-13.501705,-9.528048876346865,-3.2983478714594865,D
M69,0.6792194541177243,-4.800849912903503,-40.71598,-14.316222,-10.563378033998426,-3.8286294187359964,C
M58,-2.135484498436973,-0.8213967135271675,0.8372521,-13.083846,-3.2399100744066702,-0.8692572338093586,A
M60,-0.8692873923148902,-6.698757617213683,-52.645973,-26.951267,-12.458814424459245,-8.483904421336508,C
M73,-1.0028735923688081,-1.4854222842545868,-14.8206415,-14.08192,-5.344554716251799,-1.7595012751361307,A
M87,-0.19518061304611492,-4.935036149831039,-40.72719,-14.497003,-12.11400148898864,-3.087206315771646,C
M86,-2.4526088792939484,-0.2301747111023191,-6.692592,-15.023702,-2.1021800119815626,-1.7464395755197288,A
M56,-1.785544352254944,-0.6800442999713456,-14.019157,-17.837273,-4.3655334627022695,-0.8558640868538845,A
M78,-0.5545032565756095,-1.583725925394225,-25.820112,-13.800215,-7.922882252186045,-0.37883563700268397,A
M81,-0.9839362771552418,-3.1351681236491844,-28.410448,-13.778376,-6.785769148028411,-2.319076673958229,D
M84,2.2043221381545197,-8.669257150158188,-55.349377,-19.399443,-16.410692428336095,-7.128452948772296,C
M64,-1.789369218340562,-4.543855751775592,-24.69006,-14.039054,-9.968769259654815,-4.134115991408015,D
