,harmonic_centrality,eigenvector_centrality,degree_centrality,betweenness_centrality,closeness_centrality,load_centrality,information_centrality,second_order_centrality,current_flow_closeness_centrality,current_flow_betweenness_centrality,approximate_current_flow_betweenness_centrality,communicability_betweenness_centrality
LEUt5m_Neuron,0.0009203104138850811,0.026863896770848685,-0.0009489243404856549,-0.0018931235485584066,1.9998915643189803e-05,-0.0018922644003973377,-0.0003016358351170652,0.0008433514910305635,-0.0003016358351170652,-0.0008975694078522075,-0.297806582785118,-0.000830469217771589
LEUtec_Neuron,0.0011358530277094465,0.03173680148114587,-0.0008446150679898448,-0.0018772597359690828,6.856438068718633e-05,-0.0018795557234033888,-0.00033827107951060596,-0.00017195995138447612,-0.00033827107951060596,-0.00038965699293150394,-0.4828420830463278,-0.0007882466343711927
LSOProd_Neuron,0.0010336777535259677,0.020193284172729652,-0.0009170464520807401,-0.0018824947385863307,4.4282237842377826e-05,-0.0018869828331430874,-0.0003360765467198546,0.0003329928070272718,-0.0003360765467198546,-0.0004925317976106807,-0.566761810999214,-0.000743042564887085
LYStiDF_Neuron,0.0010123399847010342,0.06581607961449686,-0.0008931393682428782,-0.0011122688235082623,3.6166285438109664e-05,-0.0013008275179433653,-0.00038557779383922787,0.0003920225685441514,-0.00038557779383922787,-0.0004505907339111039,-0.5356382392140676,-0.001062223741105599
LYStm_Neuron,0.0011779338289831852,0.206617767027102,-0.0008852895300787353,-0.0020794022850777645,0.00010076561742069992,-0.0019129785844255029,4.64783936385557e-05,-0.00013612248580275945,4.64783936385557e-05,-0.001285843819856171,-0.7247241292149033,-0.00042481064563344934
MALSO3tm_Neuron,0.0007856532735344031,0.000144334738051261,-0.0009489243404856549,-0.0018902680252170176,-0.00015761684883203292,-0.0018900362324213139,-0.0010594523973334578,0.000886305276471845,-0.0010594523973334578,-0.0005374162154934514,-0.5039463817890635,-0.0006905939043663903
MALSO4tm_Neuron,0.0007983284341203597,0.00016445414258431024,-0.0009489243404856549,-0.0018832879255734941,-0.0001495627028156094,-0.001887808074355984,-0.0004546560712703652,0.0008722000974211769,-0.0004546560712703652,-0.0004937506503320602,0.005327541217801895,-0.0006915532817197129
MALTSULtm_Neuron,0.0009700785099406385,0.05278100747821269,-0.0009398841360177617,-0.0019058149603465983,3.6166285438109664e-05,-0.0019033228621884864,-0.00036667895633307344,0.0007150141586285672,-0.00036667895633307344,-0.0009019464938756395,-0.37547313581947195,-0.0007078629781803387
MALtm_Neuron,0.0009700785099406385,0.04969519213449318,-0.0009398841360177617,-0.0018897921062426394,3.6166285438109664e-05,-0.0018904488553727864,-0.000369117475887232,0.0007180181750969199,-0.000369117475887232,-0.000788298176993258,-0.4678133790182617,-0.0007024263536222175
MCCCrm_Neuron,0.0011926821023773265,0.22917546489367277,-0.0008466368198966347,-0.0022960741250978916,9.271550267467595e-05,-0.002204470919151981,-1.6204492409040872e-05,-0.00033759340585795685,-1.6204492409040872e-05,-0.001251088561794594,-216441208.9715691,-0.0005494788737674458
MDH_Neuron,0.0009005518550391764,0.00900246622046732,-0.0009489243404856549,-0.001889236868010577,3.895955394387221e-06,-0.00188912846312417,-0.0004325231573884219,0.0008570934639927573,-0.0004325231573884219,-0.0007423152523133931,-0.12762231729697213,-0.0007349403802387219
MDHm_Neuron,0.0011796003223796178,0.22908016921201205,-0.0008466368198966347,-0.00228638935417573,8.460033645346268e-05,-0.0022013330271555246,-0.00035430365285602834,-0.00032710287617995147,-0.00035430365285602834,-0.0012092274770446638,-251662106.12655962,-0.00045357747921253357
ME2m_Neuron,0.0012587523536959214,0.24190988919233436,-0.0008475882353849193,-0.0025183990080407566,0.00022176140225904205,-0.0020227532972511117,3.6488644721764284e-05,-0.0011792854284186137,3.6488644721764284e-05,-0.005654985181298148,-0.24842123058716864,-0.0003428875068085395
MECOALm_Neuron,0.0010766005819350163,0.015127692896644345,-0.0008617407543487445,-0.0018653622062037218,5.23980585058432e-05,-0.001871220986932021,-0.0003933204270115329,0.00012651600445678948,-0.0003933204270115329,-0.00016025428637229724,-0.7965975889117832,-0.0007122336407571103
MECOAS1m_Neuron,0.0010766005819350163,0.016378129488686426,-0.0008617407543487445,-0.0018645690475995837,5.23980585058432e-05,-0.001870890901213723,-0.0003398560258477941,0.00012205020647808566,-0.0003398560258477941,-0.00017035697020779521,0.18254666682256931,-0.0007152185054320121
MGCHrm_Neuron,0.0010766005819350163,0.015127692896644345,-0.0008617407543487445,-0.0018653622062037218,5.23980585058432e-05,-0.001871220986932021,-0.0003933204270115329,0.00012651600445678948,-0.0003933204270115329,-0.00016025428637229724,0.090952672729759,-0.0007122336407571103
MMCDm_Neuron,0.0010766005819350163,0.0167008125570522,-0.0008617407543487445,-0.0018659967339911558,5.23980585058432e-05,-0.0018715510728678053,-0.00039191820896727593,0.00012542234333416116,-0.00039191820896727593,-0.00018834168548826426,0.21338591696441855,-0.0007150053002217944
MMEm_Neuron,0.0010766005819350163,0.015301401964921838,-0.0008617407543487445,-0.001865520838075086,5.23980585058432e-05,-0.0018722112453919953,-0.0003822247221755296,0.00012423754108462182,-0.0003822247221755296,-0.00019966307304190829,-0.12875922853048413,-0.000712660048906174
