,eigenvector_centrality,pagerank,katz_centrality,global_reaching_centrality,closeness_centrality,harmonic_centrality,information_centrality,load_centrality,betweenness_centrality
2AMACHYD,0.014636495215867469,0.00013515350774220397,0.012181567385931251,0.2109971827353095,0.4547298543241748,3800.0500000002385,0.0008074541000108864,0.000110337059893542,0.0001009469534134549
2AMACSULT,0.024526920371345094,0.00013515365988285512,0.012709675551339745,0.2109971827353095,0.477968729810053,4051.383333333539,0.0008090340834562611,7.249942987456522e-05,6.512948814150155e-05
2AMADPTm,0.00020467716814637506,0.00013515042371242979,0.011101291216740122,0.2109971827353095,0.37484799351438997,3001.2666666669147,0.0007570898703486494,4.5087108959880015e-05,1.405060123014279e-05
2DR1PP,0.014830430812770879,0.00013515673736116555,0.012199409651081197,0.2109971827353095,0.45459014378763674,3803.633333333575,0.0008075319045129588,0.0002734978727744741,0.00024173374125013706
2HBO,0.024483727958205068,0.0001351565153090917,0.012715839444677647,0.2109971827353095,0.47843238698829466,4055.883333333538,0.0008090499166672114,0.00027001539254076993,0.00029036567440540614
2HBt2,0.024516036455577372,0.000135161253791675,0.012769750640361727,0.2109971827353095,0.4849239643418983,4103.883333333523,0.0008091798539322898,0.0008606882669691052,0.0009875086309724596
2HCO3_NAt,0.0010974548686071956,0.00013516336960944122,0.011846705042595529,0.2109971827353095,0.39987027728230906,3385.0833333337932,0.0008058847667608921,0.0015758602919264892,0.0014768937357626491
2MCITt,2.0661325003168713e-05,0.0001351534066584568,0.011008799761684656,0.2109971827353095,0.34081171972174873,2664.5166666665814,0.0001158809805436137,0.0002703433360367666,0.0002703433360367665
2OXOADOXm,0.0018321087328687835,0.00013515954384682888,0.011759444505969444,0.2109971827353095,0.3700110033009903,3177.742857143155,0.000805016018786899,9.630158294487676e-05,0.00011439204708767097
2OXOADPTm,0.00020595658139427341,0.00013514875873223308,0.011101357120548582,0.2109971827353095,0.37458227848101266,2999.266666666912,0.0007571723066254074,3.8378744623613126e-05,1.2429411340450793e-05
34DHOXPEGOX,0.02448072962326217,0.0001351590176011138,0.0127036598865499,0.2109971827353095,0.47781437705870955,4048.883333333539,0.0008090185287634754,0.0005526178323632112,0.0005544008836000417
34DHOXPEGt,1.7541225025706778e-05,0.00013515340943292257,0.011008741536505053,0.2109971827353095,0.3233674272226593,2530.4095238093228,0.00011586054868557906,0.00027034333603676676,0.0002703433360367669
