,eigenvector_centrality,pagerank,katz_centrality,global_reaching_centrality,closeness_centrality,harmonic_centrality,information_centrality,load_centrality,betweenness_centrality
EX_pnto_R_e,4.3314039185175476e-05,0.0001351430358644685,0.011013607557658234,0.2109971827353095,0.3498699456136202,2759.6833333333107,0.0003963637566864058,0.0,0.0
EX_ppa_e,1.4469336891685051e-06,0.0001351443947730393,0.011018525770652479,0.2109971827353095,0.2837526848726603,2190.9857142856044,0.000516611658437564,0.0,0.0
EX_prgstrn_e,2.5098482678324087e-08,0.00013514438888138038,0.011007471425705802,0.2109971827353095,0.24446500561760623,1866.505952381023,8.11178233665649e-05,0.0,0.0
EX_pro_D_e,1.759078269641307e-05,0.00013514439882644286,0.011008747406341552,0.2109971827353095,0.32640635340833885,2551.2428571426826,0.00017630752977034633,0.0,0.0
EX_pro_L_e,8.087834904834157e-05,0.00013514243667339196,0.011076842480633719,0.2109971827353095,0.34361356247097075,2747.309523809451,0.0007395199732771746,0.0,0.0
EX_prostgd2_e,6.701383467656382e-07,0.00013514183568169444,0.011013122037683266,0.2109971827353095,0.2721553912371703,2116.178571428576,0.0004005357595825386,0.0,0.0
EX_prostge1_e,2.158686394445449e-05,0.00013514150336368184,0.011014451072622916,0.2109971827353095,0.34310360819961044,2701.2999999999033,0.0004333718457738953,0.0,0.0
EX_prostge2_e,2.1762581862112053e-05,0.00013514137949718286,0.011014451880755696,0.2109971827353095,0.3430876965171822,2701.1333333332364,0.0004337143119674984,0.0,0.0
EX_prostgf2_e,6.662020051596141e-07,0.00013514202252971165,0.011011993259393098,0.2109971827353095,0.27214537963507945,2115.6785714285766,0.00036217668094308406,0.0,0.0
EX_ps_hs_e,2.0797762348363254e-05,0.00013514158079127182,0.01100879925736374,0.2109971827353095,0.3375307966055297,2646.6333333332173,0.00019276511348234452,0.0,0.0
EX_ptdca_e,1.3189173802952888e-08,0.0001351466414380322,0.011007471301250583,0.2109971827353095,0.24910768401912586,1900.6059523810034,6.239363680708491e-05,0.0,0.0
EX_pydam_e,2.8247741790380505e-08,0.00013514326260305449,0.011007471544236789,0.2109971827353095,0.25350375218449095,1936.6047619048165,9.013281965130643e-05,0.0,0.0
EX_pydx_e,4.4918306510157446e-08,0.0001351421363247286,0.011007471789878725,0.2109971827353095,0.2535558830585735,1937.2047619048167,9.892623366645967e-05,0.0,0.0
EX_pydxn_e,2.261500723993817e-08,0.00013514326260305449,0.01100747153539566,0.2109971827353095,0.2533908754623921,1935.5880952381497,9.011456393197792e-05,0.0,0.0
EX_pyr_e,2.105924643163661e-05,0.00013514219769671638,0.011018726873024342,0.2109971827353095,0.3291657397107898,2582.25952380936,0.0005218942687571628,0.0,0.0
EX_rbt_e,1.255023008021967e-08,0.0001351466414380322,0.011007471298728314,0.2109971827353095,0.24435196195005945,1865.3892857143567,6.239054145450815e-05,0.0,0.0
EX_retfa_e,9.568770547891508e-07,0.00013514265341408804,0.011008596206414523,0.2109971827353095,0.2759109387237534,2134.004761904719,0.0001865529345159785,0.0,0.0
EX_retinol_e,1.0042239426591681e-06,0.0001351410766244318,0.011008597044742439,0.2109971827353095,0.2772863568215892,2143.5714285713675,0.00019581910190484957,0.0,0.0
EX_retinol_9_cis_e,9.397533278673342e-07,0.0001351399506757001,0.01100749488117139,0.2109971827353095,0.2757566721335918,2132.038095238056,0.00011540774820122479,0.0,0.0
EX_retinol_cis_11_e,9.397533278673342e-07,0.0001351399506757001,0.01100749488117139,0.2109971827353095,0.2757566721335918,2132.038095238056,0.00011540774820122469,0.0,0.0
EX_retn_e,1.8252133491426894e-06,0.00013514377440786593,0.01101853182648803,0.2109971827353095,0.2837526848726603,2190.9857142856044,0.0005179296899189668,0.0,0.0
EX_retnglc_e,3.741562913651701e-14,0.0001351466414380322,0.01100747128179223,0.2109971827353095,0.16988151005786717,1283.1718253967085,4.265942489344463e-05,0.0,0.0
EX_rib_D_e,1.760381520808894e-05,0.00013514327254811697,0.011008747533715444,0.2109971827353095,0.32640635340833885,2551.2428571426826,0.00018315070434575878,0.0,0.0
EX_ribflv_e,4.1698702221964435e-05,0.00013514225882646738,0.011011240532406348,0.2109971827353095,0.34185111593734113,2679.2666666665787,0.00031582156497524783,0.0,0.0
EX_Rtotal_e,8.423909068093574e-06,0.0001351412650757399,0.011010903330345715,0.2109971827353095,0.31044901384809065,2421.4642857140875,0.0003194297867823866,0.0,0.0
EX_Rtotal2_e,1.2254135283859254e-05,0.0001351410993868428,0.011015401706578967,0.2109971827353095,0.3057530170276079,2396.0595238093447,0.00046159343878939614,0.0,0.0
EX_Rtotal3_e,7.4455123058720214e-06,0.0001351422238603947,0.011009777045577427,0.2109971827353095,0.30538699690402477,2389.559523809345,0.00025978400789759874,0.0,0.0
EX_s2l2fn2m2masn_e,1.0248661501895068e-07,0.00013514675313505624,0.01100968685829579,0.2109971827353095,0.25690176060006253,1986.9226190477104,0.00022550879027949326,0.0,0.0
EX_s2l2n2m2masn_e,1.0239646284349954e-07,0.00013514337430007854,0.011008585780032727,0.2109971827353095,0.25365151203456077,1963.8202380953262,0.00018210311435118044,0.0,0.0
EX_sarcs_e,2.0365167912218983e-08,0.00013514258683605893,0.011007471642403031,0.2109971827353095,0.25210427670812746,1925.6952380952926,9.335630501603652e-05,0.0,0.0
EX_sel_e,7.438634192604147e-07,0.00013513991163475702,0.01100752813015117,0.2109971827353095,0.28052479902927346,2186.7571428570263,0.00011570255645732199,0.0,0.0
EX_ser_D_e,1.2077745830871488e-06,0.00013514011432156684,0.011008600433522387,0.2109971827353095,0.27469181642655577,2120.64285714284,0.00020156727666380915,0.0,0.0
EX_ser_L_e,9.808216625098494e-05,0.00013514253676457386,0.011076955999455133,0.2109971827353095,0.342658638258453,2739.4261904761074,0.0007395110505822139,0.0,0.0
EX_sl_L_e,1.2550690666706927e-08,0.0001351466414380322,0.011007471298728469,0.2109971827353095,0.24435196195005945,1865.3892857143567,6.239054376831064e-05,0.0,0.0
EX_so4_e,2.2787784655841895e-05,0.00013514059290461214,0.011013334223662288,0.2109971827353095,0.3504998341782347,2774.883333333322,0.000404067155215824,0.0,0.0
EX_spc_hs_e,2.1925011946403745e-08,0.00013514438888138038,0.011007471424519369,0.2109971827353095,0.2510775496351604,1917.2714285714826,8.111525264080751e-05,0.0,0.0
EX_sph1p_e,2.074619875553037e-08,0.00013514258683605893,0.01100747164235302,0.2109971827353095,0.25243977342523716,1928.5880952381501,9.407543920248537e-05,0.0,0.0
EX_sphs1p_e,1.3085815208506738e-08,0.00013514326260305449,0.011007471520286773,0.2109971827353095,0.24665755342913345,1882.7547619048237,8.758124605905388e-05,0.0,0.0
EX_srtn_e,1.6481629106813254e-06,0.00013514124107826103,0.011013155872799446,0.2109971827353095,0.28958390417661567,2277.588095237972,0.00040230072975021416,0.0,0.0
EX_strch1_e,1.3103787397730055e-07,0.00013513999276275348,0.011007485079984473,0.2109971827353095,0.26770399855256016,2067.1047619048472,0.00011508742793671232,0.0,0.0
EX_strch2_e,2.6208674272805645e-07,0.00013514010088547276,0.011008599845556995,0.2109971827353095,0.2677330631152287,2067.938095238179,0.00020159176484909317,0.0,0.0
EX_strdnc_e,2.0800719121726916e-05,0.0001351418221451972,0.011008798929147513,0.2109971827353095,0.3376078127139141,2646.883333333218,0.0001915269044991531,0.0,0.0
EX_succ_e,8.035810736548542e-07,0.00013513991074480316,0.011007529997827174,0.2109971827353095,0.289119899953103,2247.7904761903324,0.00011570914831425991,0.0,0.0
EX_sucr_e,1.317584980816622e-07,0.00013513999103267926,0.011007485306100807,0.2109971827353095,0.26772337422646836,2067.43809523818,0.00011510117184553077,0.0,0.0
EX_tag_hs_e,9.738303797396045e-07,0.0001351453561557073,0.011009697531004654,0.2109971827353095,0.27595210563616696,2134.371428571386,0.0002379012506731973,0.0,0.0
EX_tagat_D_e,1.3027729055323506e-08,0.0001351466414380322,0.011007471299949046,0.2109971827353095,0.24597685862481714,1878.3392857143506,6.239209643408857e-05,0.0,0.0
EX_taur_e,2.0234151317517354e-05,0.00013514153005149288,0.011013332749380931,0.2109971827353095,0.334735984797068,2640.4095238093705,0.0004013941447711236,0.0,0.0
EX_taxol_e,1.4725996850386224e-08,0.0001351466414380322,0.011007471303898342,0.2109971827353095,0.25200981060089933,1924.1214285714818,6.239594205840687e-05,0.0,0.0
EX_tchola_e,2.5854292710413975e-05,0.00013514213200887515,0.011022363187865642,0.2109971827353095,0.36077245684189996,2857.9833333334286,0.0005660580673161943,0.0,0.0
EX_tcynt_e,1.2393859044267893e-07,0.0001351426976175336,0.011008586028113205,0.2109971827353095,0.2644976760815159,2041.188095238176,0.00018561313465791603,0.0,0.0
EX_tdchola_e,2.2288899049993406e-05,0.0001351415228521388,0.011015614466489465,0.2109971827353095,0.3573395160121722,2833.1500000000615,0.0004607247043237693,0.0,0.0
EX_tethex3_e,4.644297406728297e-09,0.0001351466414380322,0.011007471289755811,0.2109971827353095,0.23195585376559855,1767.6333333334435,6.236705230307721e-05,0.0,0.0
EX_tetpent3_e,4.644299084897644e-09,0.0001351466414380322,0.011007471289755813,0.2109971827353095,0.23195585376559855,1767.6333333334435,6.236705498772848e-05,0.0,0.0
EX_tetpent6_e,4.633736644559233e-09,0.0001351466414380322,0.011007471289742582,0.2109971827353095,0.23194858128233264,1767.55000000011,6.23669800047446e-05,0.0,0.0
EX_tettet6_e,1.3190029865028244e-08,0.0001351466414380322,0.011007471301273273,0.2109971827353095,0.24912446120689655,1900.77261904767,6.239366036213162e-05,0.0,0.0
EX_thf_e,1.0368350288333333e-05,0.00013514000649785503,0.011008710048741337,0.2109971827353095,0.3110232910115194,2433.4499999998147,0.00020217536078865088,0.0,0.0
EX_thm_e,3.832460088937772e-05,0.00013513990134030626,0.011008973106077296,0.2109971827353095,0.3402004966430608,2665.4999999999027,0.00020278560991534106,0.0,0.0
EX_thmmp_e,1.0190743578481526e-05,0.00013513989764419579,0.011007594219390075,0.2109971827353095,0.3106315082297615,2429.1499999998155,0.00011580746986966391,0.0,0.0
EX_thmtp_e,1.0194064695766037e-05,0.00013513989762996387,0.011007594334534977,0.2109971827353095,0.3106445517530968,2429.316666666482,0.00011580757488844777,0.0,0.0
EX_thr_L_e,5.656027790602337e-05,0.00013514263554090654,0.011074252843100114,0.2109971827353095,0.3008295380611581,2393.228571428407,0.0007372324114552725,0.0,0.0
EX_thym_e,2.7399781945701827e-08,0.00013514258683605893,0.011007471649726562,0.2109971827353095,0.246509613141848,1883.9226190476827,9.45446146381271e-05,0.0,0.0
EX_thymd_e,1.5508507688230399e-06,0.00013514162835021832,0.01100978855749305,0.2109971827353095,0.2805035262000455,2187.873809523693,0.00026231139895011507,0.0,0.0
EX_thyox_L_e,6.721599329253583e-07,0.00013514183568169444,0.011013122042569372,0.2109971827353095,0.27270716602772044,2119.645238095236,0.00040058243840676404,0.0,0.0
EX_tmndnc_e,1.3190061316550103e-08,0.0001351466414380322,0.011007471301273282,0.2109971827353095,0.24912446120689655,1900.77261904767,6.239366143491126e-05,0.0,0.0
EX_tolbutamide_e,1.4725996850386224e-08,0.0001351466414380322,0.011007471303898342,0.2109971827353095,0.25200981060089933,1924.1214285714818,6.23959420584075e-05,0.0,0.0
EX_tre_e,1.3103773607064655e-07,0.00013513999364888908,0.011007484969909482,0.2109971827353095,0.2676943117672601,2066.9380952381807,0.00011508410742505381,0.0,0.0
EX_triodthy_e,7.476974424170949e-07,0.0001351416469488442,0.011013122805141433,0.2109971827353095,0.2727976695305874,2120.411904761901,0.00040109942202313923,0.0,0.0
EX_triodthysuf_e,1.255482105923914e-08,0.0001351466414380322,0.011007471298752632,0.2109971827353095,0.24435196195005945,1865.4559523810235,6.239058176268126e-05,0.0,0.0
EX_trp_L_e,5.711021852170804e-05,0.0001351425504590948,0.011073137401433002,0.2109971827353095,0.30081730573740495,2392.7285714284076,0.0007360624600599338,0.0,0.0
EX_tststerone_e,2.5115355907720338e-08,0.00013514326260305449,0.01100747153583001,0.2109971827353095,0.2452836444414973,1871.3619047619716,8.944996956558464e-05,0.0,0.0
EX_tststeroneglc_e,2.075133110786273e-05,0.00013513989139094193,0.011007697225154692,0.2109971827353095,0.33746920901377614,2645.5499999998838,0.0001158535709448457,0.0,0.0
