,betweenness_centrality,closeness_centrality,eigenvector_centrality,global_reaching_centrality,harmonic_centrality,information_centrality,load_centrality,pagerank
CHOLATEt3,-0.00023809130121834525,-9.564257499764924e-05,-0.00010034043715568789,-0.00014197478508593718,-0.00033090474378988073,-8.979058052462453e-06,-0.00021631405922304555,0.0002910174175442909
CHOLD2m,0.0004279733418431415,-5.276979141800824e-05,0.0011090641129957177,-0.00014197478508593718,-0.00023161862211770314,-4.7402101176820395e-06,0.0003584914683399145,0.00019851583529711985
CHOLK,0.0006058183743345664,-6.077339018380547e-06,0.0005940986608465472,-0.00014197478508593718,-0.00017513181679423083,-6.070796192734307e-06,0.0005131195000637747,0.000287074424097623
CHOLPtg,0.00039002299261276755,-6.0475024582757365e-05,0.00045012514808994905,-0.00014197478508593718,-0.0002667491593374366,8.7368779231474e-05,0.00039002299261308777,8.545854461548916e-05
CHOLPtl,0.00039002299261308777,-6.129163956121969e-05,0.0004512579138087276,-0.00014197478508593718,-0.00026732086118207003,8.735207816293084e-05,0.00039002299261308777,8.535810896481245e-05
CHOLt4,0.0003569403965838885,-4.175650395523555e-05,-0.0005177235274356933,-0.00014197478508593718,-0.00022153500732821147,-4.9267929910485414e-06,0.0004681442256340572,0.0002664391101381287
CHOLtg,0.00039084842901425826,-5.485600320947852e-05,0.00013093043787282526,-0.00014197478508593718,-0.00025523734211386394,5.818580288880435e-05,0.0003901103712266613,0.00010647869959150672
CHOLtn,0.00014217172709682954,-5.732343872870633e-05,0.00013041954211192994,-0.00014197478508593718,-0.00025923507596715495,5.876530541772132e-05,0.00028431530385008414,0.00012747452993443412
CHOLtr,0.0004408466109413918,-5.415139234017823e-05,0.00013068369210059874,-0.00014197478508593718,-0.000252975686858756,5.817642968112046e-05,0.00040572366778124824,0.00010618079801232223
CHOLtu,0.0002537164165861906,-5.542543939766552e-05,0.00014092886202172325,-0.00014197478508593718,-0.0002560042785250565,5.5973262235288905e-05,0.00015725124544795177,0.00015042507299934882
CHSTEROLSULT,0.0006507353782266939,-8.483120054220969e-06,0.0006140896549330948,-0.00014197478508593718,-0.00017804968377710983,-6.002992534408911e-06,0.0005214550706621454,0.00022939395024778288
CHSTEROLt,-0.0001763199601403621,-9.549181275952778e-05,-0.00010003493443305329,-0.00014197478508593718,-0.0003305319980140528,-8.96895498595099e-06,-0.0001517820838211928,0.0003261069964350206
CHSTEROLt1,0.00039827350513396356,-2.3836426439594665e-05,0.001354260129780455,-0.00014197478508593718,-0.00020706000808951052,5.780048902523092e-05,0.00039062030003126415,9.150600682423398e-05
CHSTEROLt2,0.0003959238370423873,-1.7810216150656463e-05,0.001358241589737781,-0.00014197478508593718,-0.00019956161272453087,2.4744555413111918e-05,0.00039043048514525973,0.00011223044172684998
CHSTEROLt3,-0.00011356112654698702,-5.6583748317691995e-05,0.0004714911740660169,-0.00014197478508593718,-0.00025745094871646557,4.9264515753037684e-05,8.139745642351956e-05,0.00010883047449050806
CHSTEROLtg,-0.00031920252744013593,-9.552611706662872e-05,-0.0001000744533133052,-0.00014197478508593718,-0.0003306708897386235,-8.97641347176155e-06,-0.0002676727277645315,0.00029551362710985825
CHTNASE,-0.0004621756384092776,-0.00010865333970366637,-0.0011442424098982455,-0.00014197478508593718,-0.00038870419356224075,-1.692894132676612e-05,-0.0003835841146597738,0.00018755933741834344
CHTNASEe,0.00019485098272999874,-6.576509715318862e-05,-0.00021057368406337363,-0.00014197478508593718,-0.00026887788950973095,3.221745059116784e-06,0.00019443990236572172,0.0003494956948561985
CITL,0.00035281132103879783,-4.953602126162246e-05,0.0003030942207925582,-0.00014197478508593718,-0.00024337234634525236,1.4182181351189134e-05,0.00014997968173827917,0.00012654222955423358
CITMCOAHm,-0.0002906710587996727,-5.512774166171024e-05,0.0012106328237720975,-0.00014197478508593718,-0.0002451325679556846,-2.7172099978185732e-06,-0.0005630717355124946,0.0001381489221378699
CITMCOALm,0.0003908654629505624,4.475592202423946e-06,0.001399824118519985,-0.00014197478508593718,-0.00017449503581048792,1.5826418114735901e-06,0.0003900695134331734,0.00012766639507396678
CITRtm,0.00041688283906917377,-5.258727615948959e-05,0.0004914897452612703,-0.00014197478508593718,-0.00024732763027690894,1.353387696760888e-05,0.000764540862374657,9.392945434917137e-05
CITt4_2,0.0004280471149246119,-3.751604991019535e-05,-0.00046169058166694265,-0.00014197478508593718,-0.0002161211378475111,-4.932003323597088e-06,0.000468601203094277,0.00023519694350481173
CITtam,0.0005753085082739143,-5.0649420190138295e-05,0.0008294945793023647,-0.00014197478508593718,-0.0002453827301752636,2.0612971306286373e-05,0.00038237514579274215,0.00014833411312482303
CITtbm,0.00034854925745163317,-5.016395808453744e-05,0.0007011571347948157,-0.00014197478508593718,-0.00024470984434827686,2.3803075329711177e-05,0.00024086243020952528,0.00011620652977251959
CK,0.00038271941050282775,-5.215015132660052e-05,0.0010968309299642942,-0.00014197478508593718,-0.00023029376717820547,-4.82086785373093e-06,0.0001888354053244011,0.000267604645365018
CKc,0.00022113620824726473,-6.18859990025557e-06,0.0005951518264562226,-0.00014197478508593718,-0.00017530915972315542,-6.066045835776243e-06,0.0002409359776985424,0.0002947257404936325
CLFORtex,0.000518168083288167,-4.848719187538173e-05,0.00020749639180176483,-0.00014197478508593718,-0.0002419614330015031,1.081848323254036e-05,0.0007502698457046727,0.0001474228659916524
CLHCO3tex2,0.0005624075289825229,-4.9190540040827814e-05,0.00023562454741471472,-0.00014197478508593718,-0.0002358128317310019,-2.477071227687253e-06,0.0004302470750982266,0.0002109828972211174
CLI2tex,0.0003986092491742223,-5.419263192351333e-05,0.00010079300721424359,-0.00014197478508593718,-0.00025087439911755915,1.7562089048266247e-05,0.0002316628440305675,0.00015561208691677503
CLOHtex2,-0.00019070726477479896,-0.0001068490454437767,-0.0011362986022836346,-0.00014197478508593718,-0.00037820018939815447,-1.421331061594984e-05,-0.00022627381568796282,0.000268809285202923
CLOXAtex2,0.00030802596711938254,-4.9109445615324954e-05,0.000340022896608555,-0.00014197478508593718,-0.00024175599953065932,1.4180696292497596e-05,0.00039998963519906615,0.00016146125943701677
CLPNDCOAtx,0.0003954450541592389,-5.414451672766998e-05,0.0005919816925598622,-0.00014197478508593718,-0.00025300230513763727,9.423328028948619e-05,0.00039002299261308777,6.672307097012084e-05
CLPNDCPT1,0.00018948155529010567,-4.0814812790313534e-05,0.0007607882536795958,-0.00014197478508593718,-0.0002237974038018042,-3.0225594245386743e-06,0.00020882479075040472,0.00024358005269654022
CLPNDCPT2,0.00041012323753581613,-1.5977981329195394e-05,0.001465473319109523,-0.00014197478508593718,-0.00019010648666920323,-1.8346105168687416e-06,0.0003941099544645125,0.00021081703513553578
CLPNDCRNt,0.00039002299261308777,-2.6659111391904432e-05,0.0011285975685826311,-0.00014197478508593718,-0.0002138584247388898,0.00014475971533923365,0.00039002299261308777,6.609549444626659e-05
CLPNDt,0.0001949983163371389,-9.181329240703006e-07,0.0009131296045030245,-0.00014197478508593718,-0.00018531065133232878,0.00016628001177252134,0.0001949983163371389,0.00019505721771343354
CLS_hs,0.00046958994427593947,-8.808080389141471e-06,0.000613869652042207,-0.00014197478508593718,-0.0001783762282982163,-5.996707605706422e-06,0.00041065730124318023,0.00024348373076968653
CMPACNAtg,0.0002667345825576778,-5.7559520256504756e-05,0.000720869343699686,-0.00014197478508593718,-0.0002591217773144244,1.3017129457286878e-05,4.675418112781128e-05,0.00012494667647608887
CMPACNAtn,0.0003355792029969167,-6.16377097181278e-05,0.00040932450042237165,-0.00014197478508593718,-0.0002691277234169245,0.00010360843123185063,0.0003639940365241484,6.926874799121793e-05
CMPSAS,0.0006107131554905511,-7.086229945232569e-06,0.0006042203810025079,-0.00014197478508593718,-0.00017651748329132865,-6.037446050464614e-06,0.000515803403655806,0.0002506182475710298
CMPSASn,0.0006419448959404544,-3.1640444760046516e-05,0.0009091932909274443,-0.00014197478508593718,-0.00021842515730549354,1.2033014222957381e-05,0.0005171425212090288,0.0002361511832617442
CO2t,0.00011082903208632224,-4.978492503839314e-05,0.0006242528742222314,-0.00014197478508593718,-0.0002438660077855821,4.4052613386412185e-06,0.00022620660876184877,0.00011323988094595707
CO2ter,0.0016575356673474812,-4.8435097707949126e-05,0.00062322749239013,-0.00014197478508593718,-0.0002402943176992074,2.570248132864175e-06,0.0012171883273525421,0.00010137821853724351
CO2tg,0.0002957119288613346,-4.986527045863857e-05,0.0006229895293251021,-0.00014197478508593718,-0.0002439897362271568,4.817087766341285e-06,0.00037173208802474857,8.50079730325687e-05
CO2tm,0.0002763798149182241,-4.6389432673683956e-05,0.0006518334227576739,-0.00014197478508593718,-0.00023608166324786978,1.6111980943578439e-06,0.00035548385376242255,9.574466778997068e-05
CO2tn,0.00026293022392516485,-5.1467993247426e-05,0.0006229705068254722,-0.00014197478508593718,-0.0002459852078247375,4.818468307854399e-06,0.00039929386143770605,8.598480846305279e-05
CO2tp,0.0005798098940032252,-4.935981012231411e-05,0.0006230918779367969,-0.00014197478508593718,-0.00024198984271053652,4.082826893666089e-06,0.00038942146399116996,9.208247271349143e-05
COAtg,0.00015258321198073567,-4.778453648167137e-05,0.0007611520405502612,-0.00014197478508593718,-0.00023497172209132372,-2.4619588159302773e-06,0.00012081287768004195,0.00016306272386806554
COAtl,0.0004209394880442421,-4.715090471628739e-05,0.0007611719945291579,-0.00014197478508593718,-0.00023366888194916138,-2.4681287029611273e-06,0.00039901984113842787,0.00012469317466389182
COAtm,0.00034018459000881995,-4.241290727744948e-05,0.0008041069981017064,-0.00014197478508593718,-0.00022115352858343004,-4.4536662420713875e-06,0.00020646256948604613,0.0001955918141662681
COAtn,0.0003094471144614736,-4.775448672062631e-05,0.0007611524132353125,-0.00014197478508593718,-0.00023446510353521995,-2.4807616085897794e-06,0.0003362242130623219,0.00014788762939417965
COAtp,0.000379657702253844,-4.550398520221388e-05,0.0007617019457226243,-0.00014197478508593718,-0.0002274240909066009,-3.938932651391653e-06,0.00030663618857915636,0.0002007509212851975
COAtr,0.0002138793338451995,-4.44195622787678e-05,0.000761396005666845,-0.00014197478508593718,-0.0002284203068259442,-3.1872572048298963e-06,0.0002753541633602108,0.00017304091274459462
COKECBESr,0.00018633731981812762,-5.6357624190955815e-05,0.0004885957045724106,-0.00014197478508593718,-0.00024576730547875376,-3.301948291052618e-06,0.00016509088557215479,0.00028128006199083105
COQ3m,0.0004090468419760852,-5.293085769472267e-05,0.001109569017033858,-0.00014197478508593718,-0.00023208064079857944,-4.717986457340329e-06,0.0001425918504419514,0.0002580412807790039
COQ5m,0.00048404348100760655,-5.31892002502736e-05,0.0011095454146381012,-0.00014197478508593718,-0.00023289237106817551,-4.662150143423552e-06,0.00040703478508305084,0.0001920402089185135
COQ6m,0.0008534244561315049,-5.422011156572662e-05,0.0011796267807263718,-0.00014197478508593718,-0.00024322327057617338,-2.9590740326594795e-06,0.00043373029131714874,0.00016679469525739726
COQ7m,0.0009156981995184054,-4.782208143936152e-05,0.0010772231782361994,-0.00014197478508593718,-0.00022403024614718885,-4.982827541682017e-06,0.0007067943666582804,0.00023380126741995666
CORE2GTg,0.00033908820628446534,7.860071362544459e-06,0.0009607787858951931,-0.00014197478508593718,-0.00017035556523010064,-3.5647770320856874e-07,0.0003666249801975993,0.0002864076941179662
CORE3GTg,0.00039002299261308777,-3.689186221927438e-05,0.0012773446419958978,-0.00014197478508593718,-0.0002235595184832319,4.277149511367449e-06,0.00039002299261308777,0.00016758314938833402
CORE4GTg,0.00039002299261308777,-3.69207353644002e-05,0.0012772409117592996,-0.00014197478508593718,-0.00022366349493419628,4.351782668884605e-06,0.00039002299261308777,0.00016685711599406035
CORE5GTg,0.00019559392425591023,-3.692650872820495e-05,0.001282542004139173,-0.00014197478508593718,-0.00022362634938612525,4.2720767038386965e-06,0.00019568927014866212,0.00029867179200374934
CORE6GTg,0.00039002299261308777,-3.689186221927438e-05,0.0012773446419958978,-0.00014197478508593718,-0.0002235595184832319,4.277149511367449e-06,0.00039002299261308777,0.00016758314938833402
CORE7GTg,0.00019559392425591023,-3.692650872820495e-05,0.001282542004139173,-0.00014197478508593718,-0.00022362634938612525,4.272076516118459e-06,0.00019568927014866212,0.00029867179200374934
CORE8GTg,0.00019533409194166204,-3.6914961579677536e-05,0.001281582208324384,-0.00014197478508593718,-0.00022350756650181303,4.204239298624606e-06,0.0001953574921824506,0.0002993478590062533
COt,0.0001949983163371389,-6.358737291266956e-05,0.00018273579091383497,-0.00014197478508593718,-0.0002732169996974199,0.00016586565132397727,0.0001949983163371389,0.00019504680596337486
COUCOAFm,0.00029203486648045666,-4.980684624657792e-05,0.001108901372825647,-0.00014197478508593718,-0.0002252514915871543,-5.064357346335177e-06,0.00021947217072809216,0.00024250447840326624
COUMARINte,0.0001949983163371389,-6.36053252273947e-05,0.00018273309878960535,-0.00014197478508593718,-0.00027326875122217004,0.00016586475315409863,0.0001949983163371389,0.0001950469351228042
CPCTDTX,0.0004646723345022306,-7.159628325339311e-06,0.0006053775169948106,-0.00014197478508593718,-0.00017664716272503672,-6.03377949597909e-06,0.00046321510916733837,0.0002007729800720768
CPPPGO,0.0005505343562616764,-9.588829386486248e-05,-0.00013112721550425982,-0.00014197478508593718,-0.0003324488541044524,-9.097762889481235e-06,0.0005128628563697882,0.00032747734481545723
CREATt4_2_r,0.0001994557085635174,-4.290353560292125e-05,-0.0005217660721556271,-0.00014197478508593718,-0.00022300061474860784,-4.898629259715525e-06,0.0001620324312048335,0.00028917247844686375
CREATtmdiffir,0.00039044545990341,6.462578334189341e-06,0.0009195034007184326,-0.00014197478508593718,-0.0001758005970706269,0.00010568872530644255,0.00039266369974505396,9.177378114766946e-05
CRMPte,0.0001949983163371389,-4.119349656399274e-06,0.0009116556852593871,-0.00014197478508593718,-0.0001881846858325639,0.0001662812260076649,0.0001949983163371389,0.00019506398524486425
CRNCAR3tp,0.0003942490171565414,-5.4569539144050245e-05,0.0009533106916263258,-0.00014197478508593718,-0.0002492390029156914,1.7968570303474081e-06,0.0003053026832247431,0.00020163108003202554
CRNCARtp,0.00039402782490217557,-5.4569539144050245e-05,0.0009533121010048417,-0.00014197478508593718,-0.0002492390029156914,1.7810660133300056e-06,0.0003189460998146659,0.00017999057734693254
CRNt,0.0003755971291900831,-5.678265792875687e-05,0.0009531863696816045,-0.00014197478508593718,-0.00025395387693593176,2.879452410331945e-06,-0.0006201619630908838,0.00016798144382619744
CRNtHa,0.00038646304809823934,-2.7415141828070034e-06,0.0006175614726911524,-0.00014197478508593718,-0.00017287239439681175,-6.092725931222999e-06,0.00039374055795930187,0.00032148378221315505
CRNtim,0.00036534141264184033,-5.271368272445021e-05,0.0009715204802095135,-0.00014197478508593718,-0.0002445356362452352,2.7016857818301705e-07,0.0003495518298809728,0.0001477806340578518
CRNtuNa,0.0004672099124415393,-3.7464461484722715e-05,-3.4809112776151195e-05,-0.00014197478508593718,-0.00021409523937377598,-5.182498425679587e-06,0.0006705609863982757,0.00027590211855688557
CRNtx,0.00039002299261308777,-4.556095582831397e-06,0.0018034926801117025,-0.00014197478508593718,-0.0001869442467216727,0.00012330438270394357,0.00039002299261308777,0.00013142915914862342
CRTNsyn,2.1100901497961704e-05,-3.574287503420482e-05,7.735494931341269e-05,-0.00014197478508593718,-0.00021845886214532867,-2.8089626264123876e-06,0.00010280525568392354,0.0001437722406541272
CRTSLt,0.0001949983163371389,-6.344357759754626e-05,0.000183611572183127,-0.00014197478508593718,-0.0002727779018675548,0.00013465224071951252,0.0001949983163371389,0.0002426542643113307
CRTSLtm,0.00039002299261308777,-5.901047182391911e-05,0.00032951706102805564,-0.00014197478508593718,-0.00026222237174423804,0.0001101314738312492,0.00039002299261340804,0.00011971200048278854
CRTSLtr,0.00038656797562420245,-6.019849924581796e-05,0.00018799424289643105,-0.00014197478508593718,-0.00026528582237400183,0.00010054251771112325,0.0003775067260686962,0.00012478983548052319
CRTSTRNt,0.0001949983163371389,-2.7169897793509512e-05,0.0017905510656803182,-0.00014197478508593718,-0.00021778955366967112,0.0001768209024682831,0.0001949983163371389,0.00030316913262460704
CRTSTRNtm,0.00019494557498181712,-3.464244562967746e-05,0.0014248139011051107,-0.00014197478508593718,-0.0002220004112112902,0.00016638182805565118,0.00019494557480405098,0.00017353614289064768
CRTSTRNtr,,-2.717477851265412e-05,0.0017905505390836043,-0.00014197478508593718,-0.00021785532864423613,0.0001768122118409941,,0.00015169031866824246
CRVNCtr,0.0005854375485595363,3.751947961330986e-06,0.0008708999998320774,-0.00014197478508593718,-0.00017961664965340077,0.00013577924895766296,0.0003920057422791267,0.0001304012850164174
CSAPASEly,3.9552968132065784e-05,-7.166996599542961e-05,0.0003501909841503655,-0.00014197478508593718,-0.000280256495455815,-1.0173275266832448e-06,1.9936286883232285e-05,0.0002539427349083856
CSBPASEly,3.9518927520356544e-05,-7.167523711375407e-05,0.0003501909841494047,-0.00014197478508593718,-0.0002802619397963121,-1.0173273503344915e-06,1.9852484399373127e-05,0.0002539427349083856
CSCPASEly,3.9518635609705754e-05,-7.167523711375407e-05,0.0003501909841500452,-0.00014197478508593718,-0.0002802619397963121,-1.0173275324494165e-06,1.9856622278276394e-05,0.0002539427349083856
CSDPASEly,3.9518927520356544e-05,-7.167523711375407e-05,0.0003501909841494047,-0.00014197478508593718,-0.0002802619397963121,-1.0173273503344915e-06,1.9852484399373127e-05,0.0002539427349083856
CSEPASEly,3.6776861703082236e-05,-7.166996599542961e-05,0.0003501909856613753,-0.00014197478508593718,-0.00028025286601340404,-1.019769435561713e-06,2.959762819841917e-05,0.0002539427349083856
CSm,0.0002210795402098454,-4.6236196043500284e-05,0.0010895605859439618,-0.00014197478508593718,-0.00022017922944209096,-5.192093340178167e-06,0.000266606789236493,0.00029449219542760377
CSNAT2m,0.0004071919380262652,-1.4770323692080072e-05,0.0014648362931183286,-0.00014197478508593718,-0.00018890913853627072,-1.9409145435084818e-06,0.00039307404295333445,0.00018654472251693451
CSNAT2x,0.0002679722393384459,-2.2972436294526528e-05,0.0010806888361301733,-0.00014197478508593718,-0.00020258181017780645,9.715094027770159e-07,0.00024043578987261206,0.0002474686326188578
CSNAT3x,0.00013770729861068673,-5.689511981575778e-05,0.0005447947368534121,-0.00014197478508593718,-0.00025382579341493266,8.877655300892366e-07,0.0001323316681269875,0.00018862677203200037
CSNATer,0.0003904293326891023,-2.162872635928351e-05,0.0011981693662834257,-0.00014197478508593718,-0.00020386941813005423,8.597282068850364e-06,0.00039015252044182934,0.00013356083419639814
CSNATm,0.00040688621172200643,-1.4867835455944899e-05,0.0014657552916571412,-0.00014197478508593718,-0.0001890192784019426,-1.94326307634442e-06,0.0003941688229279481,0.000170287624683225
CSNATp,0.0003928656167108286,-2.2979273434793933e-05,0.0010815304718452068,-0.00014197478508593718,-0.0002025960343454008,9.342653929756572e-07,0.0003981087998155514,0.00017384034892873527
CSNATr,0.00010086725154884157,-4.18297164144938e-05,0.0007621704227618802,-0.00014197478508593718,-0.00022520527887099457,-3.073595081561479e-06,0.0001672514448276083,0.00021148692731246451
CSND,-0.0001036577299490129,-9.664503944348764e-05,-0.00011442844611908388,-0.00014197478508593718,-0.00033513247787379395,-9.250335281493027e-06,-0.00011388569913795986,0.00032429816764793616
CSNt,0.0001949983163371389,-6.422465404785041e-05,0.0001997199637017073,-0.00014197478508593718,-0.0002745358504373889,0.00016584288414253363,0.0001949983163371389,0.00019504893549438277
CSPG_At,0.00047276078396529385,7.662971611300402e-06,0.001284829919276623,-0.00014197478508593718,-0.00017956411335609716,0.00015283020194053177,0.00045839082922450854,0.00017406080573640937
CSPG_Atly,-0.0005062720135481285,-5.1534599957332795e-05,0.0006859656606558347,-0.00014197478508593718,-0.0002533224796831919,0.00015279046627303264,-0.00036907214224831953,0.00017392154261427527
CSPG_Bt,0.00047279114892165503,7.648738280171955e-06,0.0012847999493053495,-0.00014197478508593718,-0.00017959391741183243,0.00015283123462640538,0.00045843266336297934,0.00017406909450829456
CSPG_Btly,-0.0005071721419491284,-5.154411015589022e-05,0.0006859654285969023,-0.00014197478508593718,-0.00025334472205243864,0.00015279082409215243,-0.0003700308568622371,0.00017392154261427527
CSPG_Ct,0.00047278865740680036,7.655854695407278e-06,0.0012848289987394384,-0.00014197478508593718,-0.00017957901414729138,0.0001528305744938427,0.0004584280382799853,0.00017406492610436228
CSPG_Ctly,-0.0005071154593270488,-5.1539355214217885e-05,0.0006859656543804236,-0.00014197478508593718,-0.0002533336003794844,0.00015279058613544064,-0.00036992652649740494,0.00017392154261427527
CSPG_Dt,0.00047279114892165503,7.648738280171955e-06,0.0012847999493053495,-0.00014197478508593718,-0.00017959391741183243,0.00015283123462640538,0.00045843266336297934,0.00017406909450829456
CSPG_Dtly,-0.0005071721419491284,-5.154411015589022e-05,0.0006859654285969023,-0.00014197478508593718,-0.00025334472205243864,0.00015279082409215243,-0.0003700308568622371,0.00017392154261427527
CSPG_Et,0.00045164413946477194,7.655854695407278e-06,0.001284832790098829,-0.00014197478508593718,-0.00017954921503744877,0.0001344364557459312,0.0004582574321712946,0.00017480684942984762
CSPG_Etly,-0.0006145697970257757,-5.1539355214217885e-05,0.0006874470137331446,-0.00014197478508593718,-0.0002533224796831919,0.00014757559054825138,-0.0003390537411336752,0.00016310108739138327
CTPS1,0.0005008306897380315,-3.379901760022259e-06,0.0005392202861451206,-0.00014197478508593718,-0.00017168945478436635,-6.148239029187851e-06,0.0005427021808839669,0.00025822617276037856
CTPS2,0.0002403695093100323,-9.484245933960235e-05,-0.00010228161707229794,-0.00014197478508593718,-0.00032718377578439624,-8.745690823637353e-06,0.00019903993600505136,0.00033370095710283165
CTPtn,0.0004153164187266223,-5.992083471827755e-05,0.0008075179118002799,-0.00014197478508593718,-0.0002641024862708043,3.382647407951843e-05,0.0003239457883331835,7.818848857224855e-05
CYANt,0.0001949983163371389,-5.688961283645175e-06,0.0009294441823480125,-0.00014197478508593718,-0.00018981883986602188,0.00015126764679328022,0.0001949983163371389,0.00023835030894310232
CYANtm,0.00039002299261308777,-3.332779835078312e-07,0.0009663903872560613,-0.00014197478508593718,-0.00018318823799005606,0.0001358001223498162,0.00039002299261308777,0.00010874364626774427
CYOOm2,0.000909755579073136,-4.775448672062631e-05,0.0010663798885353342,-0.00014197478508593718,-0.00022393983191180627,-4.983143872812948e-06,0.0006915942926067324,0.0002317045322312918
CYOR_u10m,0.0002911983111917821,-8.920205548674974e-07,0.0006363383684689718,-0.00014197478508593718,-0.00016741392074745646,-6.242480803233476e-06,0.00035948234624225486,0.0003488653694493279
CYSALANaEx,0.0008058790326318381,-3.860860980940417e-05,-0.00033912987411230784,-0.00014197478508593718,-0.00021564733439260084,-5.277656655691448e-06,0.0008227552404147314,0.0002266006170227904
CYSASNNaEx,0.0008655820748442172,-3.975296578253667e-05,-0.0004252183372816129,-0.00014197478508593718,-0.00021735081936094161,-5.2520332276346295e-06,0.0008392110368630887,0.0002242477980906309
CYSGLNNaEx,0.0007659688551283057,-3.901442156863628e-05,-0.00031898774793900767,-0.00014197478508593718,-0.00021623343212709577,-5.273035234126974e-06,0.0008039658190002793,0.00022625813246693205
CYSGLTH,0.0009243292217229202,-4.8561547906764106e-05,-2.8715114405745147e-05,-0.00014197478508593718,-0.00023692815833565748,-1.0845686585823142e-06,0.0007867166081762407,0.00018390682703693244
CYSGLUexR,0.0010294685224683153,-4.78370940608303e-05,-9.258633377865791e-05,-0.00014197478508593718,-0.00023739339350873707,-8.495708231450347e-07,0.0009098226242646163,0.00013456234315972898
CYSGLYexR,0.00120447870072332,-4.77695131342012e-05,-0.00013587967101626712,-0.00014197478508593718,-0.00023725155035027347,-1.1029973901940742e-06,0.0010833710568931517,0.0001339300491753655
CYSLYSL,-0.0008048278821885834,-0.00010626895552807331,-0.001083422696086411,-0.00014197478508593718,-0.00037923577325063974,-1.5681809231734998e-05,-0.0006586711458589523,0.0002196037668591502
CYSO,0.008493325156329,-9.984315081280502e-05,-5.6374224125432575e-05,-0.00014197478508593718,-0.00034669335251727467,-9.996498713478948e-06,0.009853691626686843,0.0002449828492409783
CYSSERNaEx,0.0009161563304328918,-3.871026057754928e-05,-0.00039514997501685487,-0.00014197478508593718,-0.00021593567612008686,-5.2732085982766755e-06,0.0008790195187827831,0.00022826258960855107
CYSt4,0.0008058363631647754,-4.010299287814413e-05,-0.00041473917913172314,-0.00014197478508593718,-0.00021852504208048128,-5.134755154693859e-06,0.0007822791161748474,0.00020158661167117754
CYSTA,0.0010563487200719352,-4.290353560292125e-05,7.51279429836431e-05,-0.00014197478508593718,-0.00022890232344751734,-1.213635592213487e-06,0.0010535420472982842,0.00016367764671136595
CYSTAm,0.00040909953808867443,9.01710381617969e-06,0.001059255339181026,-0.00014197478508593718,-0.00017221215678574607,1.0854691938709212e-05,0.0004171446018628662,0.00011759819712980057
CYStec,0.002438862840531553,-5.188800560153336e-05,-0.00016781734916176098,-0.00014197478508593718,-0.00024588319262046414,3.823563493897374e-06,0.0004132084476703301,0.00010154972186742768
CYSTGL,0.002192333461460358,-0.00010664931348467312,-0.0010998180448927135,-0.00014197478508593718,-0.0003790696988931828,-1.4924185124272528e-05,0.002339340819562178,0.0001974803004724926
CYSTGLUex,0.00039052427828819387,-4.6496510614071624e-05,3.328074839055482e-05,-0.00014197478508593718,-0.0002360224419947858,3.197098495007786e-06,0.00034064260947960133,0.00016634936078381462
CYSTHRNaEx,0.0013284695698265925,-3.975296578253667e-05,-0.00042891592480319635,-0.00014197478508593718,-0.0002173289914010004,-5.256669638499568e-06,0.0009903232282314166,0.00022514941984150822
CYSTS,0.0019377060860766397,-0.00010818050125778586,-0.0011384506778361982,-0.00014197478508593718,-0.00038481616661353494,-1.5446263047619234e-05,0.0020763213685139966,0.000186476245524758
CYSTSERex,0.0002387042792981307,-5.116749608482808e-05,-0.00028168912234219384,-0.00014197478508593718,-0.00024457985607117096,2.695961472757806e-06,0.00027762941383840766,0.00015664014098819032
CYTD,-0.00021492441336986676,-9.658465679141963e-05,-0.00011447757412984495,-0.00014197478508593718,-0.000334782518793216,-9.221421993548566e-06,-0.00022266097811136047,0.0003353407749311557
CYTDK1,0.0005261464725947962,-6.102074989352838e-06,0.0005946041037007683,-0.00014197478508593718,-0.0001752027108923058,-6.0684355838987725e-06,0.0004665552529502002,0.00025898481979856527
CYTDK2m,0.0003863499643730655,-5.212893205099775e-05,0.0010968191854667504,-0.00014197478508593718,-0.00023028764047215984,-4.8188268167105025e-06,0.00031377189717568304,0.00021134127579254034
CYTDn,-0.0003112655312714117,-7.324676207060167e-05,-0.0007484306752034126,-0.00014197478508593718,-0.000289926792060256,9.36436799693014e-06,0.00013648868325298938,0.0002712161660527724
CYTDt,0.0005281086764091503,-5.799674542928943e-05,0.000423580912201033,-0.00014197478508593718,-0.0002602091693312071,6.716186261440299e-05,0.00017160874791406826,0.0001384928722937093
CYTDt4,0.00038040244449043394,-4.22675263025512e-05,-0.0005097138307859759,-0.00014197478508593718,-0.0002222790929891169,-4.916333614068393e-06,0.00046330042625955975,0.0002567697539746591
CYTDtl,0.0004598563720182999,-5.8009754171166076e-05,0.00042410160074094806,-0.00014197478508593718,-0.00025946041534025436,7.061148861415794e-05,0.0004728394780736356,0.00010441753523583086
CYTDtm,0.0003905383451802947,-5.5594021962740095e-05,0.0004442942203538481,-0.00014197478508593718,-0.00025457826797837396,7.059510684543133e-05,0.00039430192299131164,0.00010405079542066658
CYTDtn,0.0006235159098359151,-5.9004062442824795e-05,0.00042391420256446304,-0.00014197478508593718,-0.00026158842545533876,7.066235234971997e-05,0.0008878925014715955,0.00010513893772484308
CYTK1,0.0005454731005214625,-6.213306746174918e-06,0.0005940825114352343,-0.00014197478508593718,-0.0001753375679276265,-6.066167370124359e-06,0.000516563997628531,0.00020784611246119192
