,betweenness_centrality,closeness_centrality,eigenvector_centrality,global_reaching_centrality,harmonic_centrality,information_centrality,load_centrality,pagerank
5ADTSTSTERONESte,0.0001949983163371389,-6.420094168805165e-05,0.0005379125684372182,-0.00014197478508593718,-0.00027444010600225486,0.00014447717347161916,0.0001949983163371389,0.00019514864449631653
5ADTSTSTERONESULT,0.0005985109760100884,-8.723940191926648e-06,0.0006139608673872739,-0.00014197478508593718,-0.000178266023369031,-5.99921155442178e-06,0.0005069489603540314,0.0002717772599889516
5ADTSTSTERONEte,0.0001949983163371389,-6.386806343946812e-05,0.0007275499288772114,-0.00014197478508593718,-0.0002736315615685386,0.00010444667877533383,0.0001949983163371389,0.00020977441860304933
5ADTSTSTERONEtr,0.00022260175799572422,-6.058156031207876e-05,0.0007281230878913379,-0.00014197478508593718,-0.0002657843268267815,7.525495935972525e-05,0.0001501559455002415,9.124957065387456e-05
5AOPtm,0.00041840276748226726,-5.971817733145189e-05,0.0003462555204441798,-0.00014197478508593718,-0.00026375002344513525,0.0001277477574155124,0.0003985176763000803,6.564444463093946e-05
5DHFtl,0.000401496510894301,-6.144017502917977e-05,0.0005286712128136352,-0.00014197478508593718,-0.0002677210223108881,0.00011441800119578605,0.0003932992843818166,6.640963290636516e-05
5FTHFt2,-0.00020436759593493235,-0.00010712822820017464,-0.001136917552503137,-0.00014197478508593718,-0.0003801851827069412,-1.4792941528126307e-05,-0.0002470800209486793,0.0003715044115714035
5HLTDL,0.0005188501676812267,-8.205405965529636e-06,0.0006069061060503341,-0.00014197478508593718,-0.00017761857604797258,-6.0170439030668824e-06,0.0005000265129376074,0.00020477526250519272
5HOMEPRAZOLEte,0.0001949983163371389,-6.36053252273947e-05,0.00018273309878960535,-0.00014197478508593718,-0.00027326875122217004,0.00016586475315409863,0.0001949983163371389,0.0001950469351228042
5HOXINDACTO2OX,0.001109508025096631,-9.59903183883517e-05,-0.00013215309875487297,-0.00014197478508593718,-0.000332870733782414,-9.122865220771775e-06,0.0010368391128729535,0.0002589804034766341
5HOXINDACTOXm,0.0006871338033628177,-4.859126919147896e-05,0.001084133998585304,-0.00014197478508593718,-0.00022522285756089184,-4.9430533354370546e-06,0.0004036236272626286,0.0002053269487323784
5HOXINOXDA,0.0014537609191898233,-0.00010748003904189096,-0.0011161325946455894,-0.00014197478508593718,-0.00038169396717681027,-1.4938452294067377e-05,0.0012689081483731354,0.00020930662649669348
5HTRPDOX,0.0022935667648645,-0.000122659206246457,-0.004420823331344651,-0.00014197478508593718,-0.00047946262718930375,-0.00014643647547760898,0.005775968851469791,0.00010690742473062425
5HTRPVESSEC,-0.00020172937267512437,-9.567677545276732e-05,-0.00010106947772307321,-0.00014197478508593718,-0.0003310945981430031,-8.994847170858506e-06,-0.00016230614199770635,0.00038864476748545204
5HXKYNDCL,0.0007279402760602635,-8.350403373450367e-06,0.0006097384793359946,-0.00014197478508593718,-0.00017786675576877617,-6.009840020171474e-06,0.0007528268166029353,0.00019031591256037455
5HXKYNOXDA,-0.0016887592181658213,-0.00011926032950953592,-0.003642046289640098,-0.00014197478508593718,-0.00045652739677800816,-9.568010082456127e-05,0.0009932302815750017,0.00012886059765696174
5MTHFt,0.0007944767337481963,-6.188994872141149e-05,0.0002899024025218894,-0.00014197478508593718,-0.00026937395036128825,-0.0003383523802676269,0.000392214280906646,0.000134706905748384
5MTHFt2,0.0008640531171411305,-0.0001070907489558261,-0.0011351741413400456,-0.00014197478508593718,-0.00037986818514452103,-1.4735946761596156e-05,0.0010773585530792335,0.0003272591736536826
5THFtl,0.00039099500581878045,-6.146489886124654e-05,0.0005266672031091088,-0.00014197478508593718,-0.0002677326150483613,0.00010543476016233143,0.00039051663825906825,9.242480398810382e-05
5THFtm,0.0003900549674654724,-5.852808576975825e-05,0.0005871531421883335,-0.00014197478508593718,-0.00026100947012000703,0.00010535914491923234,0.00039005206324651593,9.1648176939422e-05
6DHFtl,0.00039038282809774163,9.800907048180349e-07,0.0008724026422546519,-0.00014197478508593718,-0.0001825531076778017,0.0001055070006853341,0.0003902423599469493,9.23929415158292e-05
6DHFtm,0.0003900298498198866,4.42963576692047e-06,0.0009109042112114798,-0.00014197478508593718,-0.00017871551573870654,0.00010543719055317174,0.00039002299261308777,9.16819460354468e-05
6HTSTSTERONEte,0.0001949983163371389,-3.245028604920872e-05,0.0013896351911433444,-0.00014197478508593718,-0.00022662097774345092,0.00017958210988466502,0.0001949983163371389,0.00025989145460915473
6HTSTSTERONEtr,0.00019497194913576784,-4.100955473213695e-05,0.0007465422421714652,-0.00014197478508593718,-0.00023431106103618691,0.00016633048943915158,0.00019497194913576784,0.00013038705107196175
6THFtl,0.00039072216946879195,8.647962459473385e-07,0.0008712948995407088,-0.00014197478508593718,-0.00018265480241164608,0.00010551147999476078,0.0003904421535993901,9.243714032708183e-05
6THFtm,0.00039002966157497695,4.4388253599152826e-06,0.000910903105063147,-0.00014197478508593718,-0.00017870444712880782,0.00010543741426348793,0.00039002299261276755,9.168155211750465e-05
7DHCHSTEROLtr,0.0003876803059868102,-6.016070313785695e-05,0.00018569120013385207,-0.00014197478508593718,-0.00026524517750228674,0.00011815176752661438,0.0003820284827724545,9.189622546180484e-05
7DHFtl,0.0003902079645172628,8.204883372961817e-07,0.000871294902617023,-0.00014197478508593718,-0.0001827589256500384,0.00013308698723615815,0.0003901100611899913,0.00010907897202606946
7DHFtm,0.0003900248599397009,4.3928858622677036e-06,0.0009109031092656307,-0.00014197478508593718,-0.00017880411400388862,0.00013304020387988147,0.00039002299261308777,0.00010870118384185147
7THFtl,0.0003902081856873502,8.204883372961817e-07,0.0008712948952148523,-0.00014197478508593718,-0.0001827589256500384,0.00013308698749497114,0.0003901101019794019,0.00010907897202606946
7THFtm,0.00039002485994002115,4.3928858622677036e-06,0.0009109031059560187,-0.00014197478508593718,-0.00017880411400388862,0.0001330402036313185,0.00039002299261308777,0.00010870118384185147
A_MANASE,-0.0008416065210606923,-0.00010862749333133283,-0.001139057400255861,-0.00014197478508593718,-0.00038847741470296796,-1.6830818561311164e-05,-0.0006055341006189314,0.00019185072636772094
A_MANASEly,0.0003977374173760208,-7.164887701648121e-05,0.00035095180338972796,-0.00014197478508593718,-0.0002802165767553639,-1.0122980863533115e-06,0.00039316375410488523,0.00020082409029667216
A4GALTc,0.00029527576899272644,-8.072293629660235e-06,0.0006135112817462337,-0.00014197478508593718,-0.00017753478957655325,-6.015558487223181e-06,0.0003203165469455924,0.000307627485214249
A4GALTg,0.0004066526378747865,7.879089187648305e-06,0.0009614148693111184,-0.00014197478508593718,-0.00017030026463506524,-4.0046553871636424e-07,0.00044736169131163377,0.00027468896560338174
A4GNT1g,0.00036498213337463834,-3.689186221927438e-05,0.001277351582583494,-0.00014197478508593718,-0.00022352488114583317,4.223172866630706e-06,-0.00042021379824577396,0.000200072986349643
A4GNT2g,0.0003042049403000517,7.860071362544459e-06,0.0009607783789787309,-0.00014197478508593718,-0.00017035556523010064,-3.4244229005391326e-07,0.0003037993773503719,0.0003837780508019705
AACOAT,0.0005844864306494983,-1.2439457499110016e-06,0.0005960673257644526,-0.00014197478508593718,-0.00017100769787133704,-6.133954404763738e-06,0.0005745184204277147,0.00029722113651806505
