X1,index,shadow_prices
0.6059319133907871,f6p[cA],0.6344012914418042
0.6081469006296573,fald[cA],0
0.6103286088606182,fdp[cA],0.6408113021237085
0.6124780228658779,fe2[cA],0
0.6145960843705401,for[cA],0.1262093758644776
0.6166836945156459,fum[cA],0.4710481627706654
0.6187417161562422,g3p[cA],0.5170933926208766
0.6207709759991228,g6p[cA],0.6344012914418042
0.6227722665934732,glc-D[cA],0.6277537215825653
0.6247463481863957,gln-L[cA],0.5580287932467087
0.6266939504541703,glu-L[cA],0.5529655689512956
0.6286157741191031,gly[cA],0.3446348674665258
0.630512492460911,glyc[cA],0
0.6323847527307936,glyc3p[cA],0.5394426281299852
0.6342331774756091,h[cA],2.74632417606978e-16
0.6360583657789253,h2o[cA],0
0.6378608944251286,h2o2[cA],1.5906311969996915e-16
0.6396413189922431,hco3[cA],0.034024624543601625
0.6414001748786329,hmbil[cA],0.9376058439599648
0.6431379782683311,ile-L[cA],0.6342976755858064
0.6448552270393423,k[cA],0
0.6465524016189155,lac-D[cA],0.18761254391222723
0.6482299657894566,lac-L[cA],0.49723606534091747
0.6498883674484603,leu-L[cA],0.6446449758855164
0.6515280393255737,lys-L[cA],0.6246383411726754
0.653149399659658,mal-L[cA],0.4710481627706654
0.6547528528384995,mthgxl[cA],0.4863813040765308
0.6563387900036116,na1[cA],0.018769978219819513
0.6579075896223909,nad[cA],0.24701017177550877
0.6594596180297179,nadh[cA],0
0.6609952299409391,nadp[cA],0.20232062508800056
0.6625147689380266,nadph[cA],0
0.6640185679305806,nh4[cA],2.8457386258822606e-16
0.6655069495932185,o2[cA],0
0.6669802267807903,o2s[cA],0.02232825283692992
0.6684387029227529,oaa[cA],0.41561760649253254
0.6698826723979465,orn[cA],0.5882191763334443
0.6713124208909308,pchol_hs[cA],0
0.6727282257309583,pe_hs[cA],0
0.6741303562145904,pep[cA],0.4676098310089175
0.6755190739128926,pheme[cA],0.9381517756783817
0.6768946329640884,pi[cA],0.05551950249350628
0.6782572803524858,pmtcrn[cA],0
0.6796072561744453,ppa[cA],0.49940967338659104
0.6809447938921009,ppbng[cA],0.6894116740898565
0.6822701205755123,ppi[cA],0.1064468149851323
0.683583457133863,pppg9[cA],0.9376058439599648
0.6848850185363087,prgnlone[cA],0
0.6861750140230128,pro-L[cA],0.5854628685267914
0.6874536473068973,ps_hs[cA],0
0.6887211167665904,pser-L[cA],0.4393467118289164
0.689977615631029,pyr[cA],0.4503238124773342
0.6912233321561445,r5p[cA],0.6031149117535872
0.6924584497940378,ru5p-D[cA],0.6031149117535872
0.693683147355021,s7p[cA],0.6610330985452728
0.6948975991628846,sarcs[cA],0.46446577307686715
0.6961019752037283,ser-L[cA],0.42944866254762076
0.6972964412686713,so3[cA],4.771893590999075e-16
0.6984811590907418,so4[cA],0.06689303714931438
0.6996562864762302,succ[cA],0.49940967338659126
0.7008219774307687,tcynt[cA],0
0.7019783822803934,thf[cA],0.8838699311881841
0.7031256477878258,thymd[cA],0
0.7042639172641935,tsul[cA],0.01708889584952642
0.7053933306764114,uppg3[cA],0.9376058439599648
0.7065140247504172,uri[cA],0
0.7076261330704553,val-L[cA],0.595387600089421
0.7087297861745869,vitd2[cA],0.16424915769487544
0.7098251116466004,vitd3[cA],0.16424915769487544
0.7109122342044801,xu5p-D[cA],0.6031149117535872
0.7119912757855883,25hvitd2[e],0
0.7130623556287071,25hvitd3[e],0
0.7141255903530773,3aib[e],0.5477556513760345
0.7151810940345615,4abut[e],0.5477556513760343
0.7162289782790645,ac[e],0.4204916801540464
0.7172693522933196,acac[e],0.5367035913344427
0.718302322953159,acald[e],0.47465286365127896
0.7193279948693732,ala-B[e],0.48077352122082384
0.7203464704512607,arg-L[e],0
0.7213578499679644,asn-L[e],0
0.7223622316076874,bhb[e],0.5529963251135512
0.7233597115348744,btn[e],2.2529799688753445e-15
0.7243503839454434,co2[e],0
0.7253343411201446,crn[e],0.4999915807616272
0.7263116734761259,cyan[e],0
0.727282469616773,cys-L[e],0.48278998437508996
0.7282468163798945,dgsn[e],0
0.7292047988843189,duri[e],0
0.7301565005749634,etoh[e],0.5162844292360746
0.731102003266436,fe2[e],0
0.7320413871852262,glc-D[e],0
0.7329747310105412,gln-L[e],0
0.733902111913838,glu-L[e],0
0.734823605597099,gly[e],0.3446348674665257
0.7357392863299029,glyc[e],0
0.7366492269853341,h[e],9.941444981248072e-18
0.7375534990747717,h2o[e],0
0.7384521727816046,h2o2[e],1.5906311969996915e-16
0.7393453169939079,hco3[e],0
0.7402329993361215,ile-L[e],0.6342976755858064
0.741115286199765,k[e],0
0.7419922427732264,lac-D[e],0.1876125439122274
0.7428639330706562,lac-L[e],0.49723606534091735
0.7437304199599986,leu-L[e],0.6446449758855164
0.7445917651901924,lys-L[e],0.6246383411726754
0.745448029417569,na1[e],0
0.746299272231477,nh4[e],0
0.7471455521791596,o2[e],0
0.747986926789912,o2s[e],0.02232825283692992
0.7488234525985419,orn[e],0.5882191763334443
0.7496551851681585,pe_hs[e],0
0.7504821791123137,pi[e],2.597202501351059e-16
0.7513044881165131,ppa[e],0.49940967338659104
0.7521221649591242,pro-L[e],0.5854628685267913
0.7529352615316995,ps_hs[e],0
0.7537438288587303,pyr[e],0.4503238124773341
0.7545479171168568,sarcs[e],0.46446577307686715
0.7553475756535486,ser-L[e],0.42944866254762076
0.7561428530052713,so4[e],0
0.7569337969151614,tcynt[e],0
0.7577204543502205,thymd[e],0
0.7585028715180469,urea[e],0
0.759281093883118,uri[e],0
0.7600551661826394,val-L[e],0.595387600089421
0.7608251324419738,10fthf[mA],0.8811430000198512
0.7615910359896625,10fthf5glu[mA],0.6844697147954495
0.7623529194720524,10fthf6glu[mA],0.5605912270522347
0.763110824867543,10fthf7glu[mA],0
0.7638647935004604,1a2425thvitd2[mA],0.2665808086470392
0.7646148660545766,1a2425thvitd3[mA],0.2665808086470392
0.7653610825862781,1a25dhvitd2[mA],0.16424915769487544
0.7661034825373993,1a25dhvitd3[mA],0.16424915769487544
0.7668421047477308,1p3h5c[mA],0.5463841863735117
0.7675769874672073,1pyr5c[mA],0.5693345435467708
0.7683081683677927,2425dhvitd2[mA],0.16424915769487544
0.7690356845550652,2425dhvitd3[mA],0.16424915769487544
0.7697595725795141,25hvitd2[mA],0
0.7704798684475562,25hvitd3[mA],0
0.7711966076322798,2aobut[mA],0.5087805455793203
0.7719098250839266,2dp6mep[mA],0.41381978688806753
0.7726195552401154,2dp6mobq[mA],0.41381978688806753
0.7733258320358175,2dp6mobq_me[mA],0.34233812975272276
0.7740286889130923,2dpmhobq[mA],0.2780984927619457
0.7747281588305853,2maacoa[mA],0.2703224569253739
0.775424274272802,2mb2coa[mA],0.18147879351961846
0.7761170672591573,2mbcoa[mA],0
0.7768065693528121,2mop[mA],0.5352966502381281
0.7774928116693002,2mp2coa[mA],0.39840404158073517
0.7781758248849521,2oxoadp[mA],0.592687558176081
0.7788556392451227,34hpl[mA],0.017088895849526775
0.7795322845722253,34hpp[mA],0.13949425435612017
0.7802057902735816,3aib[mA],0.5501359156423544
0.7808761853490884,3dpdhb[mA],0.46253756584612377
0.781543498398709,3dpdhb_me[mA],0.41042621261481227
0.7822077576297938,3dphb[mA],0.4865862980748626
0.7828689908642325,3h26dm5coa[mA],0
0.7835272255454463,3hbcoa[mA],0.37577026087880955
0.7841824887452206,3hbcoa-R[mA],0.37577026087880955
0.7848348071703846,3hibutcoa[mA],0.39840404158073517
0.7854842071693423,3hmbcoa[mA],0.18147879351961846
0.786130714738457,3hmp[mA],0.5517116315846733
0.7867743555282946,3hpcoa[mA],0.5086763341389928
0.78741515484973,3htmelys[mA],0.3494640484850165
0.7880531376799179,3mb2coa[mA],0.029983871376654044
0.7886883286681335,3mgcoa[mA],0.05460026428925975
0.7893207521414871,3mob[mA],0.583958704115331
0.7899504321105126,3mop[mA],0.625154054296804
0.7905773922746373,3sala[mA],0.4783105071096313
0.791201656027533,3snpyr[mA],0.4530543855493055
0.7918232464623535,3spyr[mA],0.15216679996061888
0.792442186376858,4aabutn[mA],0.1394942543561202
0.7930584982784302,4abut[mA],0.5477556513760344
0.7936722043889863,4h2oglt[mA],0.5127196779208432
0.7942833266497834,4hbz[mA],0.44755151925499403
0.7948918867261255,4hbzcoa[mA],0.6735086388517145
0.7954979060119708,4hglusa[mA],0.544760889711851
0.7961014056344454,4hpro-LT[mA],0.5603699792323932
0.7967024064582608,4mop[mA],0.6360263641378494
0.7973009290900426,4mptnl[mA],0
0.7978969938825684,4ppan[mA],0.1302085189310763
0.7984906209389214,4tmeabut[mA],0
0.7990818301165572,5aop[mA],0.565519439670366
0.7996706410312888,5dhf[mA],0.8085405194482498
0.8002570730611921,5hoxindact[mA],0.1394942543561202
0.8008411453504316,5hoxindoa[mA],0
0.8014228768130098,5thf[mA],0.6925224694712914
0.8020022861364423,6dhf[mA],0.8484953837829755
0.802579391785359,6thf[mA],0.5763091354919028
0.8031542120050348,7dhf[mA],0.8811430000198512
0.8037267648248496,7thf[mA],0.16424915769487522
0.8042970680616821,L2aadp[mA],0.6035902886358381
0.8048651393232353,L2aadp6sa[mA],0.6138685892877265
0.8054309960112983,Lcyst[mA],0.017088895849526775
0.8059946553249445,T4hcinnm[mA],0.017088895849526775
0.8065561342636681,aacoa[mA],0.41308256685867356
0.8071154496304594,aact[mA],0.5067782302840198
0.8076726180348229,ac[mA],0.4237047686785299
0.8082276558957352,acac[mA],0.5384008788634187
0.8087805794445484,acald[mA],0.47465286365127896
0.8093314047278383,accoa[mA],0.5396803946438374
0.8098801476101978,acetone[mA],0.5367035913344427
0.8104268237769787,acg5p[mA],0.1080582511275166
0.8109714487369811,acg5sa[mA],0
0.8115140378250935,acrn[mA],0.3222786428930818
0.8120546062048833,adocbl[mA],0.08716086029936451
0.812593168871139,adp[mA],0.11648385208439821
0.8131297406523659,adprib[mA],0.03402462454360246
0.8136643362132353,agm[mA],0.034024624543602076
0.8141969700569897,ahcys[mA],0.22250606701197834
0.814727656527803,akg[mA],0.5400492631665706
0.8152564098130981,ala-B[mA],0.4782003261619069
0.8157832439458226,ala-L[mA],0.4759376979046814
0.8163081728066833,alpam[mA],0.33967758549320254
0.8168312101263402,alpro[mA],0.33967758549320254
0.8173523694875615,amet[mA],0
0.8178716643273402,amp[mA],0
0.8183891079389713,apoC[mA],0.6246383411726751
0.8189047134740952,apoC-Lys[mA],2.271620178215185e-15
0.819418493944702,apoC-Lys_btn[mA],0
0.8199304622251021,arachdcoa[mA],0.478865820200108
0.8204406310538611,arachdcrn[mA],0
0.8209490130357031,arg-L[mA],0.017088895849526445
0.8214556206433766,asn-L[mA],0.4685774961377435
0.8219604662194927,asp-L[mA],0.4710481627706653
0.822463561978328,atp[mA],0.20322993334594827
0.8229649200075981,b2coa[mA],0.37577026087880955
0.8234645522701994,bamppald[mA],0.49827180277477545
0.823962470605923,betald[mA],0.1394942543561202
0.8244586867331367,bhb[mA],0.5545472841169063
0.82495321225044,biocyt[mA],0.6246383411726751
0.825446058638291,btamp[mA],0.017088895849529023
0.8259372372606051,btcoa[mA],0.3151032652376379
0.8264267593663275,btn[mA],0.01708889584952453
0.8269146360909782,c226coa[mA],0.478865820200108
0.8274008784581717,c226crn[mA],0
0.8278854973811131,c2m26dcoa[mA],0
0.8283685036640649,cbl1[mA],0
0.8288499080037944,cbl2[mA],0
0.8293297209909942,cdp[mA],0.11648385208439821
0.8298079531116797,cdpdag_hs[mA],0.22231388868064492
0.8302846147485647,chsterol[mA],0
0.8307597161824132,cit[mA],0.5590917498354188
0.8312332675933705,citr-L[mA],0
0.8317052790622712,cmp[mA],0.20322993334594827
0.8321757605719268,co2[mA],2.7836045947494603e-16
0.8326447220083931,coa[mA],0.6133061603766853
0.8331121731622164,coucoa[mA],0.6133061603766853
0.8335781237296583,creat[mA],0.10644681498513138
0.8340425833139049,crn[mA],0.4999915807616272
0.8345055614262521,ctp[mA],0
0.8349670674872757,cyan[mA],5.964866988748844e-17
0.8354271108279805,cys-L[mA],0.13949425435612017
0.8358857006909325,dadp[mA],0.11648385208439821
0.8363428462313734,datp[mA],0.20322993334594827
0.8367985565183166,dcdp[mA],0.11648385208439821
0.8372528405356267,dctp[mA],0.20322993334594827
0.8377057071830828,decdp[mA],0
0.8381571652774232,dgdp[mA],0.21298284013640476
0.8386072235533771,dgmp[mA],0.1302085189310763
0.8390558906646769,dgsn[mA],0
0.839503175185057,dgtp[mA],0.273006531161787
0.8399490856092378,dhf[mA],0
0.8403936303538917,dhlam[mA],0.15216679996061888
0.8408368177585982,dhlpro[mA],0.15216679996061888
0.8412786560867811,didp[mA],0.11648385208439821
0.8417191535266342,ditp[mA],0
0.8421583181920301,dmgly[mA],0.4937981958810402
0.8425961581234186,dnad[mA],0.03402462454360249
0.8430326812887091,dtdp[mA],0.07128401863448415
0.8434678955841401,dtmp[mA],0.05099908572898044
0.843901808835137,dttp[mA],0.1709058953824697
0.8443344287971561,dudp[mA],0.11648385208439821
0.8447657631565162,dump[mA],0.20322993334594827
0.8451958195312171,duri[mA],0.24229187994084977
0.8456246054717488,dutp[mA],0
0.846052128461885,e4hglu[mA],0.5294520239765744
0.8464783959194676,etfox[mA],0.09776099144686685
0.8469034151971787,etfrd[mA],0
0.8473271935833013,fad[mA],0.18147879351961846
0.8477497383024699,fadh2[mA],0
0.8481710565164089,fald[mA],0
0.8485911553246608,fe2[mA],0.01708889584952649
0.8490100417653041,ficytC[mA],0.034024624543602194
0.849427722815661,focytC[mA],0
0.8498442053929943,for[mA],0.1262093758644776
0.8502594963551954,fum[mA],0.473485550801231
0.8506736025014602,gcald[mA],0.39188947840945054
0.8510865305729591,gdp[mA],0.11648385208439821
0.8514982872534941,glac[mA],0.12620937586447742
0.8519088791701479,glcr[mA],0
0.8523183128939249,gln-L[mA],0.5580287932467087
0.8527265949403803,glu-L[mA],0.5545167920967322
0.8531337317702441,glu5p[mA],0.565446997281877
0.8535397297900333,glu5sa[mA],0.5749357072722104
0.8539445953526571,glutcoa[mA],0.30929288651515924
0.8543483347580135,glx[mA],0.29449230548151745
0.85475095425357706,gly[mA],0.3446348674665258
0.8551524600349792,glyb[mA],0
0.8555528582465802,glyc[mA],0
0.8559521549820331,glyc3p[mA],0.1302085189310763
0.8563503562848408,glyclt[mA],0.3541713166031347
0.8567474681489038,gthox[mA],0
0.8571434965190625,gthrd[mA],7.953155984998458e-17
0.8575384472916306,gtp[mA],0
0.8579323263149222,h[mA],0.017088895849526765
0.8583251393897707,h2co3[mA],2.7836045947494603e-16
0.8587168922700422,h2o[mA],0
0.8591075906631405,h2o2[mA],1.5906311969996915e-16
0.8594972402305067,hco3[mA],0.017088895849527042
0.8598858465881107,hmgcoa[mA],0.05460026428925975
0.860273415306937,ibcoa[mA],0.3457855393340574
0.8606599519134644,icit[mA],0.5590917498354188
0.861045461890138,id3acald[mA],0.1394942543561202
0.8614299506758363,idp[mA],0.11648385208439821
0.8618134236663314,ile-L[mA],0.6342976755858064
0.8621958862147436,im4ac[mA],0.1394942543561202
0.8625773436319893,im4act[mA],0
0.8629578011872236,ind3ac[mA],0
0.863337264108277,itaccoa[mA],0.6099343875826648
0.8637157375820872,itacon[mA],0
0.8640932267551226,itp[mA],0
0.8644697367338039,ivcoa[mA],0.16132664964604032
0.8648452725849184,lac-D[mA],0.1766665114231278
0.865219839336028,lac-L[mA],0.4783105071096313
0.8655934419758741,lald-D[mA],0.05198012234619203
0.8659660854547754,lald-L[mA],0.4983703995667332
0.8663377746850227,leu-L[mA],0.6446449758855164
0.8667085145412656,lgt-S[mA],0
0.8670783098608982,lpam[mA],0
0.8674471654444355,lpro[mA],0
0.8678150860558898,lys-L[mA],0.6235899919644046
0.868182076423137,mal-L[mA],0.473485550801231
0.8685481412382844,mercppyr[mA],0
0.8689132851580273,mescoa[mA],0.6099343875826649
0.8692775128040073,mescon[mA],0
0.869640828763161,methf[mA],0.8813926256013079
0.8700032375880683,mlthf[mA],0.87837390847738706
0.8703647437972934,mmcoa-R[mA],0.4698999497566356
0.8707253518757236,mmcoa-S[mA],0.4698999497566356
0.8710850662749031,msa[mA],0.45561964855585063
0.8714438914133621,n4abutn[mA],0
0.8718018316769429,nad[mA],0.03402462454360243
0.8721588914191217,nadh[mA],0.13949425435612023
0.872515074961326,nadp[mA],0.17576879528513226
0.8728703865932482,nadph[mA],0
0.8732248305731561,nh4[mA],0.017088895849526768
0.8735784111281989,nicrnt[mA],0
0.8739311324547091,nmn[mA],0
0.8742829987185021,o2[mA],0
0.8746340140551714,o2s[mA],0.02232825283692992
0.8749841825703794,oaa[mA],0.4474963564004941
0.8753335083401462,orn[mA],0.5869341727313316
0.8756819954111345,pa_hs[mA],0
0.8760296478009296,pchol_hs[mA],0
0.8763764694983194,pcreat[mA],0.01203721434366262
0.8767224644635665,pcrn[mA],0.021816838508354166
0.8770676366286815,pe_hs[mA],0.017088895849526702
0.8774119898976901,pep[mA],0.4700936516165559
0.8777555281468988,peracd[mA],0.1394942543561202
0.8780982552251556,phe-L[mA],0.13949425435612017
0.8784401749541095,pheme[mA],0.9381517756783817
0.878781291128466,phpyr[mA],0
0.8791216075162398,pi[mA],0.07160479939316591
0.8794611278590047,pmtcoa[mA],0.478865820200108
0.8797998558721398,pmtcrn[mA],0
0.8801377952450743,pnto-R[mA],0
0.8804749496415277,ppa[mA],0.49940967338659104
0.880811322699749,ppcoa[mA],0.4818442872999626
0.8811469180327516,ppi[mA],0.21298284013640478
0.8814817392285466,ppp9[mA],0.9376058439599648
0.8818157898503722,pppg9[mA],0.9376058439599648
0.8821490734369223,pppi[mA],0.24229187994084977
0.8824815935025707,prgnlone[mA],0
0.8828133535375935,pro-L[mA],0.5854628685267914
0.8831443570083892,prpncoa[mA],0.5086763341389928
0.8834746073576956,ps_hs[mA],0
0.8838041080048049,ptrc[mA],0.034024624543602076
0.8841328623457764,pylald[mA],0
0.8844608737536456,pyr[mA],0.45305438554930544
0.884788145578633,q10[mA],0.09776099144686685
0.8851146811483481,q10h2[mA],0
0.8854404837679941,r5p[mA],0
0.8857655567205668,saccrp-L[mA],0.7175586178310499
0.8860899032670543,sarcs[mA],0.46446577307686715
0.8864135266466329,ser-L[mA],0.42944866254762076
0.8867364300768611,sl-L[mA],0
0.8870586167538719,so3[mA],0.017088895849526865
0.8873800898525618,so4[mA],0.05066594889715873
0.8877008525267793,succ[mA],0.5014949966038527
0.8880209079095107,succoa[mA],0.4698999497566356
0.8883402591130628,sucsal[mA],0.5327102912962852
0.8886589092292451,t2m26dcoa[mA],0
0.8889768613295492,tcynt[mA],0
0.8892941184653268,thf[mA],0.8838699311881841
0.8896106836679651,thymd[mA],0.16795347448099138
0.8899265599490602,trdox[mA],0.16424915769487544
0.8902417503005893,trdrd[mA],0
0.8905562576950817,tsul[mA],0
0.8908700850857854,tyr-L[mA],0
0.8911832354068341,udp[mA],0.11648385208439821
0.8914957115734126,ump[mA],0.07160479939316591
0.891807516481918,urea[mA],0
0.8921186530101227,uri[mA],0
0.8924291240173321,utp[mA],0
0.892738932344543,val-L[mA],0.595387600089421
0.8930480808145999,vitd2[mA],0.16424915769487544
0.8933565722323481,vitd3[mA],0.16424915769487544
0.8936644093847883,mtDNAn-1[mA],0
0.8939715950412257,mtDNAn[mA],0
0.8942781319534203,damp[mA],0
0.8945840228557358,dcmp[mA],0
0.8948892704652841,gdp[cA],0.10644681498513138
0.8951938774820711,gtp[cA],0
0.8954978465891403,Tyr-ggn[cA],1
0.8958011804527138,udpg[cA],0.6277537215825653
0.8961038817223329,ggn[cA],0
0.8964059530309977,udp[cA],0
0.8967073969953029,glygn1[cA],0
0.8970082162155757,glygn2[cA],0
0.8973084132760087,dxtrn[cA],0
0.8976079907447944,g1p[cA],0.05551950249350628
0.8979069511742561,glygn3[cA],0.6277537215825653
0.8982052971009785,urea[cA],0
0.898503031045938,creat[cA],0.10644681498513138
0.8988001555146282,pcreat[cA],0
0.8990966729971888,ala-L[cA],0.4735333439642052
0.8993925859685297,ala-L[e],0.4735333439642052
0.8996878968884544,25hvitd2[I],0
0.8999826082017838,25hvitd3[I],0
0.9002767223384771,3aib[I],0.5477556513760345
0.9005702417137518,4abut[I],0.5477556513760344
0.9008631687282032,h[I],2.74632417606978e-16
0.9011555057679218,acac[I],0.5367035913344428
0.9014472552046102,acald[I],0.47465286365127896
0.9017384193956983,ac[I],0.4204916801540464
0.9020290006844577,arg-L[I],0
0.9023190014001147,lys-L[I],0.6246383411726754
0.9026084238579627,asn-L[I],0
0.9028972703594731,na1[I],2.7836045947494603e-16
0.9031855431924042,ala-B[I],0.48077352122082384
0.903473244630911,bhb[I],0.5529963251135512
0.9037603769356528,btn[I],1.9684061062871184e-15
0.9040469423538986,co2[I],0
0.9043329431196343,crn[I],0.4999915807616272
0.9046183814536655,cyan[I],0
0.9049032595637223,cys-L[I],0.48278998437508996
0.9051875796445614,gln-L[I],0.5477556513760347
0.9054713438780668,gly[I],0.3446348674665258
0.9057545544333518,lac-D[I],0.18761254391222723
0.9060372134668564,dgsn[I],0
0.9063193231224481,duri[I],0
0.9066008855315175,etoh[I],0.5162844292360746
0.9068819028130759,fe2[I],0
0.9071623770738514,glc-D[I],0
0.9074423104083823,glu-L[I],0.5477556513760349
0.9077217048991121,k[I],0
0.9080005626164822,glyc[I],0
0.9082788856190239,h2o2[I],1.5906311969996915e-16
0.9085566759534488,h2o[I],0
0.908833935654741,ile-L[I],0.6342976755858064
0.9091106667462443,lac-L[I],0.4857731103917421
0.9093868712397523,leu-L[I],0.6446449758855164
0.9096625511355957,nh4[I],2.74632417606978e-16
0.9099377084227296,o2s[I],0.02232825283693131
0.9102123450788181,o2[I],0
0.9104864630703219,orn[I],0.5937711037615683
0.9107600643525811,pe_hs[I],0
0.9110331508698994,pi[I],1.0736760579747918e-15
0.9113057245556268,ppa[I],0.49940967338659104
0.9115777873322424,pro-L[I],0.5854628685267914
0.9118493411114345,ps_hs[I],0
0.9121203877941827,pyr[I],0.44253267608022967
0.9123909292708362,sarcs[I],0.46446577307686715
0.912660967421195,ser-L[I],0.42944866254762076
0.9129305041145851,so4[I],0
0.9131995412099397,hco3[I],0
0.9134680805558735,tcynt[I],0
0.91373612399076,thymd[I],0
0.9140036733428071,uri[I],0
0.9142707304301311,val-L[I],0.595387600089421
0.9145372970608322,urea[I],0
0.9148033750330664,ala-L[I],0.4735333439642052
0.9150689661351193,Nacasp[I],0.5731452698038058
0.9153340721454782,10fthf5glu[cN],0.8063858600699394
0.9155986948329029,10fthf6glu[cN],0.8462413060199135
0.9158628359564968,10fthf7glu[cN],0.878822628036182
0.9161264972657774,5thf[cN],0.8034759948320509
0.9163896805007458,6dhf[cN],0
0.9166523873919549,6thf[cN],0.8439157030963477
0.9169146196605782,7dhf[cN],0.5579495281421807
0.9171763790184778,7thf[cN],0.8768859150308008
0.9174376671682705,ahcys[cN],0.3580897225049926
0.9176984858033954,atp[cN],0.08617981751497737
0.9179588366081785,h2o[cN],0
0.9182187212578993,adp[cN],0
0.9184781414188539,h[cN],2.163506964044112e-15
0.9187370987484212,pi[cN],3.1825050746220396e-15
0.9189955948951242,fald[cN],0
0.9192536314986943,for[cN],0.06188171197334107
0.9195112101901335,pheme[cN],0.9343221443391868
0.9197683325917763,q10[mN],0.12413514053665994
0.9200250003173502,thf[cN],0.10224684013279113
0.9202812149720381,4hpro-LT[mN],0.5653651955338033
0.9205369781525369,amet[cN],0
0.9207922914471175,decdp[cN],0
0.9210471564356854,dhf[cN],0.8458438343349572
0.9213015746898374,dmgly[cN],0.4723876179756759
0.921555547772921,tyr-L[mN],0.02232825283693111
0.921809077240092,10fthf5glu[mN],0.8063858600699394
0.9220621646383704,10fthf6glu[mN],0.8462413060199135
0.9223148115066988,10fthf7glu[mN],0.878822628036182
0.9225670193759975,10fthf[cN],0.02232825283692953
0.92281878976922,10fthf[mN],0.02232825283692953
0.9230701242014092,2425dhvitd2[mN],0
0.9233210241797507,h[mN],0.02232825283693109
0.9235714912036279,nadph[mN],0.21396913100931433
0.9238215267646762,o2[mN],0
0.9240711323468354,1a2425thvitd2[mN],0
0.9243203094264023,h2o[mN],0
0.9245690594720847,nadp[mN],0
0.9248173839450515,2425dhvitd3[mN],0
0.9250652842989854,1a2425thvitd3[mN],0
0.925312761980133,1a25dhvitd2[mN],0
0.9255598184273569,1a25dhvitd3[mN],0
0.9258064550721841,25hvitd2[mN],0
0.926052673338857,25hvitd3[mN],0
0.9262984746443824,25hvitd2[cN],0
0.9265438603985804,25hvitd3[cN],0
0.9267888320041329,L2aadp[cN],0.5937711037615685
0.9270333908566316,akg[mN],0.5301394922114924
0.9272775383446261,akg[cN],0.5278111219777225
