X1,index,fluxes,reduced_costs,Reaction,Node
0.7203295377813449,ALASm,0,0,gly[mA] + h[mA] + succoa[mA] --> 5aop[mA] + co2[mA] + coa[mA],Astrocyte
0.7212696561678072,ALCD2if,0,0,etoh[cA] + nad[cA] --> acald[cA] + h[cA] + nadh[cA],Astrocyte
0.7222036510040473,ALCD2yf,0,0.14237346004750234,etoh[cA] + nadp[cA] --> acald[cA] + h[cA] + nadph[cA],Astrocyte
0.7231316015401061,ALDD20xm,0,0,h2o[mA] + id3acald[mA] + nad[mA] --> 2.0 h[mA] + ind3ac[mA] + nadh[mA],Astrocyte
0.7240535854975744,ALDD2x,0,1.4973702868868104e-16,acald[cA] + h2o[cA] + nad[cA] --> ac[cA] + 2.0 h[cA] + nadh[cA],Astrocyte
0.7249696791086437,ALDD2xm,0,0.22839401666508757,acald[mA] + h2o[mA] + nad[mA] --> ac[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
0.7258799571539164,ALDD2y,0,0.14237346004750212,acald[cA] + h2o[cA] + nadp[cA] --> ac[cA] + 2.0 h[cA] + nadph[cA],Astrocyte
0.7267844929990248,ALR,0,0,h2o[cA] + mthgxl[cA] + nadp[cA] --> 2.0 h[cA] + nadph[cA] + pyr[cA],Astrocyte
0.727683358630104,AMETt2m,0,0,ahcys[mA] + amet[cA] <=> ahcys[cA] + amet[mA],Astrocyte
0.7285766246881578,AOBUTDsm,0,0,2aobut[mA] + h[mA] --> aact[mA] + co2[mA],Astrocyte
0.7294643605023619,APAT2rm,0,0,akg[mA] + ala-B[mA] <=> glu-L[mA] + msa[mA],Astrocyte
0.7303466341223447,APOC_LYS_BTNPm,0,0,apoC-Lys_btn[mA] + h2o[mA] --> apoC[mA] + biocyt[mA],Astrocyte
0.7312235123494788,APOCFm,0,0,apoC[mA] + lys-L[mA] --> apoC-Lys[mA] + h2o[mA] + h[mA],Astrocyte
0.7320950607672226,ARGDCm,1.013813028236061e-30,3.2754975025648985e-16,arg-L[mA] + h[mA] --> agm[mA] + co2[mA],Astrocyte
0.7329613437705467,ARGLYSex,0,0,arg-L[e] + lys-L[cA] --> arg-L[cA] + lys-L[e],Astrocyte
0.7338224245944753,ARGtiDF,0,0,arg-L[e] --> arg-L[cA],Astrocyte
0.7346783653417778,ARGtm,1.013813028236061e-30,4.445318039195219e-17,arg-L[cA] + h[mA] <=> arg-L[mA] + h[cA],Astrocyte
0.7355292270098374,ASNNm,0,0,asn-L[mA] + h2o[mA] --> asp-L[mA] + nh4[mA],Astrocyte
0.7363750695167279,ASNt4,0,0.5546720199204501,asn-L[e] + na1[e] --> asn-L[cA] + na1[cA],Astrocyte
0.737215951726527,ASNtm,0,0,asn-L[cA] --> asn-L[mA],Astrocyte
0.7380519314738909,ASPGLUm,0,0.24338092636368128,asp-L[mA] + glu-L[cA] + h[cA] --> asp-L[cA] + glu-L[mA] + h[mA],Astrocyte
0.7388830655879168,ASPTA,0,0,akg[cA] + asp-L[cA] <=> glu-L[cA] + oaa[cA],Astrocyte
0.7397094099153191,ASPTAm,0,0,akg[mA] + asp-L[mA] <=> glu-L[mA] + oaa[mA],Astrocyte
0.74053101934294,ATPS4m,1.2398903854049626e-13,1.871712858608513e-17,adp[mA] + 4.0 h[cA] + pi[mA] --> atp[mA] + h2o[mA] + 3.0 h[mA],Astrocyte
0.7413479478196212,ATPtm,0,0.02261212066897663,adp[cA] + atp[mA] --> adp[mA] + atp[cA],Astrocyte
0.7421602483774543,BACCLm,0,0,atp[mA] + btn[mA] + h[mA] --> btamp[mA] + ppi[mA],Astrocyte
0.7429679731524336,BALAVECSEC,0,5.989481147547242e-16,3.0 ala-B[cA] + atp[cA] + h2o[cA] --> adp[cA] + 3.0 ala-B[e] + h[cA] + pi[cA],Astrocyte
0.7437711734045312,BALAtmr,0,0,ala-B[cA] <=> ala-B[mA],Astrocyte
0.7445698995372121,BAMPPALDOXm,0,0,bamppald[mA] + h2o[mA] + nad[mA] --> ala-B[mA] + 2.0 h[mA] + nadh[mA],Astrocyte
